wavelength,flux,e_flux
9332.6001,2.4210936e-14,2.4210936e-14
9337.5001,2.4232715e-14,2.4232715e-14
9342.4001,2.4544732e-14,2.4544732e-14
9347.3001,2.3963841e-14,2.3963841e-14
9352.2001,2.3789402e-14,2.3789402e-14
9357.1001,2.4190439e-14,2.4190439e-14
9362.0001,2.4225478e-14,2.4225478e-14
9366.9001,2.4333028e-14,2.4333028e-14
9371.8001,2.4794907e-14,2.4794907e-14
9376.7001,2.4646461e-14,2.4646461e-14
9381.6001,2.4398697e-14,2.4398697e-14
9386.5001,2.4771212e-14,2.4771212e-14
9391.4001,2.5337973e-14,2.5337973e-14
9396.3001,2.4882157e-14,2.4882157e-14
9401.2001,2.4592579e-14,2.4592579e-14
9406.1001,2.4743182e-14,2.4743182e-14
9411.0001,2.5118618e-14,2.5118618e-14
9415.9001,2.4420612e-14,2.4420612e-14
9420.8001,2.5216015e-14,2.5216015e-14
9425.7001,2.5822578e-14,2.5822578e-14
9430.6001,2.5648184e-14,2.5648184e-14
9435.5001,2.5913675e-14,2.5913675e-14
9440.4001,2.6653886e-14,2.6653886e-14
9445.3001,2.675449e-14,2.675449e-14
9450.2001,2.6764317e-14,2.6764317e-14
9455.1001,2.6833278e-14,2.6833278e-14
9460.0001,2.7053508e-14,2.7053508e-14
9464.9001,2.7334932e-14,2.7334932e-14
9469.8001,2.7154517e-14,2.7154517e-14
9474.7001,2.6983637e-14,2.6983637e-14
9479.6001,2.7312004e-14,2.7312004e-14
9484.5001,2.7404581e-14,2.7404581e-14
9489.4001,2.7525539e-14,2.7525539e-14
9494.3001,2.764046e-14,2.764046e-14
9499.2001,2.7775592e-14,2.7775592e-14
9504.1001,2.82227e-14,2.82227e-14
9509.0001,2.7801383e-14,2.7801383e-14
9513.9001,2.740622e-14,2.740622e-14
9518.8001,2.7380241e-14,2.7380241e-14
9523.7001,2.7560883e-14,2.7560883e-14
9528.6001,2.7618215e-14,2.7618215e-14
9533.5001,2.7728891e-14,2.7728891e-14
9538.4001,2.724187e-14,2.724187e-14
9543.3001,2.7330885e-14,2.7330885e-14
9548.2001,2.7352159e-14,2.7352159e-14
9553.1001,2.6743051e-14,2.6743051e-14
9558.0001,2.641302e-14,2.641302e-14
9562.9001,2.6257211e-14,2.6257211e-14
9567.8001,2.560315e-14,2.560315e-14
9572.7001,2.5247009e-14,2.5247009e-14
9577.6001,2.4981789e-14,2.4981789e-14
9582.5001,2.4084411e-14,2.4084411e-14
9587.4001,2.3582233e-14,2.3582233e-14
9592.3001,2.3806221e-14,2.3806221e-14
9597.2001,2.357072e-14,2.357072e-14
9602.1001,2.2973576e-14,2.2973576e-14
9607.0001,2.2489546e-14,2.2489546e-14
9611.9001,2.2488108e-14,2.2488108e-14
9616.8001,2.2132932e-14,2.2132932e-14
9621.7001,2.1360351e-14,2.1360351e-14
9626.6001,2.0614077e-14,2.0614077e-14
9631.5001,2.0240948e-14,2.0240948e-14
9636.4001,2.0477622e-14,2.0477622e-14
9641.3001,2.0095652e-14,2.0095652e-14
9646.2001,1.983159e-14,1.983159e-14
9651.1001,1.9292557e-14,1.9292557e-14
9656.0001,1.8891794e-14,1.8891794e-14
9660.9001,1.9275165e-14,1.9275165e-14
9665.8001,1.9187526e-14,1.9187526e-14
9670.7001,1.8959773e-14,1.8959773e-14
9675.6001,1.8822725e-14,1.8822725e-14
9680.5001,1.8901329e-14,1.8901329e-14
9685.4001,1.8697989e-14,1.8697989e-14
9690.3001,1.865803e-14,1.865803e-14
9695.2001,1.8759717e-14,1.8759717e-14
9700.1001,1.8994666e-14,1.8994666e-14
9705.0001,1.8863766e-14,1.8863766e-14
9709.9001,1.8671504e-14,1.8671504e-14
9714.8001,1.9291187e-14,1.9291187e-14
9719.7001,1.9623129e-14,1.9623129e-14
9724.6001,1.9607019e-14,1.9607019e-14
9729.5001,2.0076944e-14,2.0076944e-14
9734.4001,2.0238583e-14,2.0238583e-14
9739.3001,2.0332966e-14,2.0332966e-14
9744.2001,2.054586e-14,2.054586e-14
9749.1001,2.0981095e-14,2.0981095e-14
9754.0001,2.1710423e-14,2.1710423e-14
9758.9001,2.1990654e-14,2.1990654e-14
9763.8001,2.2323247e-14,2.2323247e-14
9768.7001,2.2606353e-14,2.2606353e-14
9773.6001,2.306065e-14,2.306065e-14
9778.5001,2.3577404e-14,2.3577404e-14
9783.4001,2.4032757e-14,2.4032757e-14
9788.3001,2.4639244e-14,2.4639244e-14
9793.2001,2.4813422e-14,2.4813422e-14
9798.1001,2.5003977e-14,2.5003977e-14
9803.0001,2.5350519e-14,2.5350519e-14
9807.9001,2.5963239e-14,2.5963239e-14
9812.8001,2.6607503e-14,2.6607503e-14
9817.7001,2.7137516e-14,2.7137516e-14
9822.6001,2.7734169e-14,2.7734169e-14
9827.5001,2.7997529e-14,2.7997529e-14
9832.4001,2.8851619e-14,2.8851619e-14
9837.3001,2.9521376e-14,2.9521376e-14
9842.2001,3.022782e-14,3.022782e-14
9847.1001,3.0785629e-14,3.0785629e-14
9852.0001,3.1305123e-14,3.1305123e-14
9856.9001,3.1865864e-14,3.1865864e-14
9861.8001,3.198467e-14,3.198467e-14
9866.7001,3.193102e-14,3.193102e-14
9871.6001,3.232806e-14,3.232806e-14
9876.5001,3.3842742e-14,3.3842742e-14
9881.4001,3.4341333e-14,3.4341333e-14
9886.3001,3.418595e-14,3.418595e-14
9891.2001,3.4990639e-14,3.4990639e-14
9896.1001,3.5744584e-14,3.5744584e-14
9901.0001,3.5255177e-14,3.5255177e-14
9905.9001,3.586999e-14,3.586999e-14
9910.8001,3.591709e-14,3.591709e-14
9915.7001,3.5835607e-14,3.5835607e-14
9920.6001,3.7193498e-14,3.7193498e-14
9925.5001,3.6685807e-14,3.6685807e-14
9930.4001,3.6220989e-14,3.6220989e-14
9935.3001,3.6054998e-14,3.6054998e-14
9940.2001,3.6904732e-14,3.6904732e-14
9945.1001,3.7287874e-14,3.7287874e-14
9950.0001,3.7493363e-14,3.7493363e-14
9954.9001,3.7350915e-14,3.7350915e-14
9959.8001,3.7383893e-14,3.7383893e-14
9964.7001,3.7284514e-14,3.7284514e-14
9969.6001,3.7434499e-14,3.7434499e-14
9974.5001,3.8019164e-14,3.8019164e-14
9979.4001,3.8877472e-14,3.8877472e-14
9984.3001,3.8357757e-14,3.8357757e-14
9989.2001,3.7673933e-14,3.7673933e-14
9994.1001,3.7404236e-14,3.7404236e-14
9999.0001,3.7976761e-14,3.7976761e-14
10003.900,3.7816028e-14,3.7816028e-14
10008.800,3.6544188e-14,3.6544188e-14
10013.700,3.6380539e-14,3.6380539e-14
10018.600,3.5749629e-14,3.5749629e-14
10023.500,3.6295022e-14,3.6295022e-14
10028.400,3.5177889e-14,3.5177889e-14
10033.300,3.6082242e-14,3.6082242e-14
10038.200,3.6148542e-14,3.6148542e-14
10043.100,3.5534735e-14,3.5534735e-14
10048.000,3.5493264e-14,3.5493264e-14
10052.900,3.4647481e-14,3.4647481e-14
10057.800,3.3928343e-14,3.3928343e-14
10062.700,3.4134513e-14,3.4134513e-14
10067.600,3.3187058e-14,3.3187058e-14
10072.500,3.4038007e-14,3.4038007e-14
10077.400,3.3020262e-14,3.3020262e-14
10082.300,3.1969905e-14,3.1969905e-14
10087.200,3.1724273e-14,3.1724273e-14
10092.100,3.2278846e-14,3.2278846e-14
10097.000,3.2918757e-14,3.2918757e-14
10101.900,3.1769656e-14,3.1769656e-14
10106.800,3.1084122e-14,3.1084122e-14
10111.700,3.063009e-14,3.063009e-14
10116.600,3.1789845e-14,3.1789845e-14
10121.500,3.0996696e-14,3.0996696e-14
10126.400,3.0692847e-14,3.0692847e-14
10131.300,3.1266849e-14,3.1266849e-14
10136.200,3.0599606e-14,3.0599606e-14
10141.100,2.9950819e-14,2.9950819e-14
10146.000,3.0116729e-14,3.0116729e-14
10150.900,3.0973356e-14,3.0973356e-14
10155.800,2.936761e-14,2.936761e-14
10160.700,2.960962e-14,2.960962e-14
10165.600,2.9361308e-14,2.9361308e-14
10170.500,2.9265327e-14,2.9265327e-14
10175.400,2.8580822e-14,2.8580822e-14
10180.300,2.8120418e-14,2.8120418e-14
10185.200,2.780968e-14,2.780968e-14
10190.100,2.7338507e-14,2.7338507e-14
10195.000,2.7208188e-14,2.7208188e-14
10199.900,2.7886894e-14,2.7886894e-14
10204.800,2.6128796e-14,2.6128796e-14
10209.700,2.6979561e-14,2.6979561e-14
10214.600,2.665137e-14,2.665137e-14
10219.500,2.598017e-14,2.598017e-14
10224.400,2.7276244e-14,2.7276244e-14
