File,SN,Disc. Date,R.A.,Dec.,Category,Total Epochs,Epochs Pre-SN,Epochs Post-SN
ESSENCEn246-NUV.fits.gz,ESSENCEn246,2005-11-22,1h14m33.08s,-0d26m23.2s,pre_post_disc,9,1,8
ESSENCEn256-FUV.fits.gz,ESSENCEn256,2005-11-08,2h28m09.01s,-7d47m49.6s,post_disc,2,0,2
ESSENCEn256-NUV.fits.gz,ESSENCEn256,2005-11-08,2h28m09.01s,-7d47m49.6s,post_disc,10,0,10
ESSENCEn258-NUV.fits.gz,ESSENCEn258,2005-11-22,2h06m42.35s,-4d22m37s,pre_post_disc,43,1,42
ESSENCEn263-NUV.fits.gz,ESSENCEn263,2005-11-22,2h05m14.95s,-4d56m39.1s,pre_post_disc,40,2,38
ESSENCEn285-FUV.fits.gz,ESSENCEn285,2005-11-08,23h23m51.35s,-8d23m18.5s,pre_post_disc,4,1,3
ESSENCEn285-NUV.fits.gz,ESSENCEn285,2005-11-08,23h23m51.35s,-8d23m18.5s,pre_post_disc,12,1,11
ESSENCEn322-FUV.fits.gz,ESSENCEn322,2005-11-22,2h29m00.48s,-9d02m53s,pre_post_disc,7,4,3
ESSENCEn322-NUV.fits.gz,ESSENCEn322,2005-11-22,2h29m00.48s,-9d02m53s,pre_post_disc,13,4,9
ESSENCEn404-FUV.fits.gz,ESSENCEn404,2005-11-22,2h31m31.43s,-8d55m11.5s,post_disc,3,0,3
ESSENCEn404-NUV.fits.gz,ESSENCEn404,2005-11-22,2h31m31.43s,-8d55m11.5s,post_disc,8,0,8
ESSENCEn406-FUV.fits.gz,ESSENCEn406,2005-11-22,2h31m19.6s,-8d45m09.8s,post_disc,3,0,3
ESSENCEn406-NUV.fits.gz,ESSENCEn406,2005-11-22,2h31m19.6s,-8d45m09.8s,post_disc,8,0,8
ESSENCEp434-FUV.fits.gz,ESSENCEp434,2005-11-24,1h12m40.25s,0d14m56.6s,pre_post_disc,3,1,2
ESSENCEp434-NUV.fits.gz,ESSENCEp434,2005-11-24,1h12m40.25s,0d14m56.6s,pre_post_disc,12,1,11
ESSENCEp445-FUV.fits.gz,ESSENCEp445,2005-11-24,1h13m14.547s,0d48m47.659s,pre_post_disc,9,1,8
ESSENCEp445-NUV.fits.gz,ESSENCEp445,2005-11-24,1h13m14.547s,0d48m47.659s,pre_post_disc,19,1,18
ESSENCEp454-FUV.fits.gz,ESSENCEp454,2005-11-24,2h08m32.45s,-3d33m34.2s,pre_post_disc,3,1,2
ESSENCEp454-NUV.fits.gz,ESSENCEp454,2005-11-24,2h08m32.45s,-3d33m34.2s,pre_post_disc,10,1,9
ESSENCEp455-NUV.fits.gz,ESSENCEp455,2005-11-30,2h11m00.02s,-4d09m37.6s,post_disc,12,0,12
ESSENCEp459-NUV.fits.gz,ESSENCEp459,2005-11-24,2h10m20.082s,-4d33m13.44s,post_disc,55,0,55
ESSENCEp520-FUV.fits.gz,ESSENCEp520,2005-12-24,2h08m09.34s,-3d48m05s,pre_post_disc,3,1,2
ESSENCEp520-NUV.fits.gz,ESSENCEp520,2005-12-24,2h08m09.34s,-3d48m05s,pre_post_disc,18,1,17
ESSENCEp524-FUV.fits.gz,ESSENCEp524,2005-11-28,2h30m10.16s,-8d52m50.8s,post_disc,3,0,3
ESSENCEp524-NUV.fits.gz,ESSENCEp524,2005-11-28,2h30m10.16s,-8d52m50.8s,post_disc,12,0,12
ESSENCEp527-FUV.fits.gz,ESSENCEp527,2005-12-27,2h08m10.47s,-3d32m17.7s,pre_post_disc,3,1,2
ESSENCEp527-NUV.fits.gz,ESSENCEp527,2005-12-27,2h08m10.47s,-3d32m17.7s,pre_post_disc,10,1,9
ESSENCEp528-FUV.fits.gz,ESSENCEp528,2005-11-30,2h07m04.66s,-3d28m04.4s,pre_post_disc,3,1,2
ESSENCEp528-NUV.fits.gz,ESSENCEp528,2005-11-30,2h07m04.66s,-3d28m04.4s,pre_post_disc,12,1,11
ESSENCEp534-FUV.fits.gz,ESSENCEp534,2005-12-24,2h04m56.09s,-3d49m03.7s,pre_post_disc,3,1,2
ESSENCEp534-NUV.fits.gz,ESSENCEp534,2005-12-24,2h04m56.09s,-3d49m03.7s,pre_post_disc,12,1,11
ESSENCEq002-FUV.fits.gz,ESSENCEq002,2006-09-16,2h05m12.945s,-3d39m00.723s,pre_post_disc,3,1,2
ESSENCEq002-NUV.fits.gz,ESSENCEq002,2006-09-16,2h05m12.945s,-3d39m00.723s,pre_post_disc,12,1,11
ESSENCEq006-FUV.fits.gz,ESSENCEq006,2006-09-16,2h10m52.276s,-3d57m39.374s,pre_post_disc,3,1,2
ESSENCEq006-NUV.fits.gz,ESSENCEq006,2006-09-16,2h10m52.276s,-3d57m39.374s,pre_post_disc,13,1,12
ESSENCEq018-FUV.fits.gz,ESSENCEq018,2006-09-16,2h31m39.017s,-8d18m05.17s,post_disc,4,0,4
ESSENCEq018-NUV.fits.gz,ESSENCEq018,2006-09-16,2h31m39.017s,-8d18m05.17s,post_disc,12,0,12
ESSENCEq021-FUV.fits.gz,ESSENCEq021,2006-09-16,2h33m43.919s,-8d05m50.05s,pre_post_disc,6,3,3
ESSENCEq021-NUV.fits.gz,ESSENCEq021,2006-09-16,2h33m43.919s,-8d05m50.05s,pre_post_disc,11,3,8
ESSENCEs354-NUV.fits.gz,ESSENCEs354,2006-11-26,2h06m10.482s,-5d05m23s,pre_post_disc,65,2,63
ESSENCEs380-NUV.fits.gz,ESSENCEs380,2006-12-17,2h09m00.048s,-5d07m41.787s,post_disc,58,0,58
ESSENCEx039-FUV.fits.gz,ESSENCEx039,2007-09-17,2h29m18.063s,-7d39m01.433s,pre_post_disc,2,1,1
ESSENCEx039-NUV.fits.gz,ESSENCEx039,2007-09-17,2h29m18.063s,-7d39m01.433s,pre_post_disc,13,1,12
ESSENCEx093-FUV.fits.gz,ESSENCEx093,2007-10-08,2h29m43.134s,-9d06m54.931s,pre_post_disc,7,4,3
ESSENCEx093-NUV.fits.gz,ESSENCEx093,2007-10-08,2h29m43.134s,-9d06m54.931s,pre_post_disc,14,4,10
Frida-FUV.fits.gz,Frida,2005-08-07,2h21m42.066s,-3d21m53.12s,pre_post_disc,25,2,23
Frida-NUV.fits.gz,Frida,2005-08-07,2h21m42.066s,-3d21m53.12s,pre_post_disc,51,2,49
Gabi-FUV.fits.gz,Gabi,2005-04-14,12h36m13.83s,62d12m07.56s,pre_post_disc,82,44,38
Gabi-NUV.fits.gz,Gabi,2005-04-14,12h36m13.83s,62d12m07.56s,pre_post_disc,131,77,54
Hawk-FUV.fits.gz,Hawk,2004-11-05,12h35m41.16s,62d11m37.19s,pre_post_disc,81,43,38
Hawk-NUV.fits.gz,Hawk,2004-11-05,12h35m41.16s,62d11m37.19s,pre_post_disc,130,76,54
HST04Man-FUV.fits.gz,HST04Man,2004-05-20,12h36m34.853s,62d15m48.86s,pre_post_disc,81,43,38
HST04Man-NUV.fits.gz,HST04Man,2004-05-20,12h36m34.853s,62d15m48.86s,pre_post_disc,130,76,54
HST04Sas-FUV.fits.gz,HST04Sas,2004-05-23,12h36m54.125s,62d08m22.21s,pre_post_disc,82,44,38
HST04Sas-NUV.fits.gz,HST04Sas,2004-05-23,12h36m54.125s,62d08m22.21s,pre_post_disc,131,77,54
HST05Dic-FUV.fits.gz,HST05Dic,2005-04-12,12h35m49.61s,62d10m11.96s,pre_post_disc,81,43,38
HST05Dic-NUV.fits.gz,HST05Dic,2005-04-12,12h35m49.61s,62d10m11.96s,pre_post_disc,130,76,54
HST05Fer-FUV.fits.gz,HST05Fer,2005-04-12,12h36m25.1s,62d15m23.84s,pre_post_disc,81,43,38
HST05Fer-NUV.fits.gz,HST05Fer,2005-04-12,12h36m25.1s,62d15m23.84s,pre_post_disc,130,76,54
HST05Koe-FUV.fits.gz,HST05Koe,2005-04-12,12h36m22.92s,62d18m23.2s,pre_post_disc,81,43,38
HST05Koe-NUV.fits.gz,HST05Koe,2005-04-12,12h36m22.92s,62d18m23.2s,pre_post_disc,130,76,54
HST05Lan-FUV.fits.gz,HST05Lan,2005-02-25,12h36m56.72s,62d12m53.33s,pre_post_disc,82,44,38
HST05Lan-NUV.fits.gz,HST05Lan,2005-02-25,12h36m56.72s,62d12m53.33s,pre_post_disc,131,77,54
K0509-001-FUV.fits.gz,K0509-001,2005-09-10,21h26m16.232s,-0d33m14.46s,post_disc,6,0,6
K0509-001-NUV.fits.gz,K0509-001,2005-09-10,21h26m16.232s,-0d33m14.46s,post_disc,6,0,6
Lauren-FUV.fits.gz,Lauren,2005-10-18,3h37m44.512s,-28d43m54.58s,post_disc,30,0,30
Lauren-NUV.fits.gz,Lauren,2005-10-18,3h37m44.512s,-28d43m54.58s,post_disc,31,0,31
McGuire-FUV.fits.gz,McGuire,2004-09-16,3h32m10.02s,-27d49m49.98s,pre_post_disc,104,39,65
McGuire-NUV.fits.gz,McGuire,2004-09-16,3h32m10.02s,-27d49m49.98s,pre_post_disc,221,39,182
Noa-FUV.fits.gz,Noa,2005-12-13,12h29m25.654s,1d50m56.58s,post_disc,40,0,40
Noa-NUV.fits.gz,Noa,2005-12-13,12h29m25.654s,1d50m56.58s,post_disc,59,0,59
Patuxent-FUV.fits.gz,Patuxent,2004-07-09,12h38m08.961s,62d18m47.39s,pre_post_disc,81,43,38
Patuxent-NUV.fits.gz,Patuxent,2004-07-09,12h38m08.961s,62d18m47.39s,pre_post_disc,130,76,54
PS0909010-NUV.fits.gz,PS0909010,2009-09-12,2h28m28.368s,-4d04m44.08s,pre_post_disc,26,2,24
PS1-1000004-NUV.fits.gz,PS1-1000004,2010-01-11,3h33m27.948s,-28d22m17.48s,pre_post_disc,142,131,11
PS1-1000005-NUV.fits.gz,PS1-1000005,2010-01-12,9h58m59.758s,3d09m27.11s,pre_post_disc,42,22,20
PS1-1000007-NUV.fits.gz,PS1-1000007,2010-01-10,2h23m30.711s,-4d38m10.76s,pre_post_disc,147,136,11
PS1-1000008-NUV.fits.gz,PS1-1000008,2010-01-10,2h24m15.945s,-3d11m11.53s,pre_post_disc,54,35,19
PS1-1000009-NUV.fits.gz,PS1-1000009,2010-01-10,2h20m22.959s,-4d40m21.03s,pre_post_disc,65,55,10
PS1-1000790-NUV.fits.gz,PS1-1000790,2010-08-01,21h33m28.573s,10d20m39.54s,pre_post_disc,7,5,2
PS1-10acx-NUV.fits.gz,PS1-10acx,2010-08-16,16h05m54.089s,55d11m52.3s,pre_post_disc,63,55,8
PS1-10bls-NUV.fits.gz,PS1-10bls,2010-11-07,3h32m16.116s,-27d11m39.51s,pre_post_disc,93,83,10
PS1-10byr-NUV.fits.gz,PS1-10byr,2010-12-06,22h17m50.801s,1d02m33.8s,pre_post_disc,127,126,1
PS1-10byw-NUV.fits.gz,PS1-10byw,2010-11-30,22h15m28.07s,1d32m58.15s,pre_post_disc,47,46,1
PS1-10ia-NUV.fits.gz,PS1-10ia,2010-03-20,14h11m31.058s,53d34m46.48s,pre_post_disc,18,10,8
PS1-10if-NUV.fits.gz,PS1-10if,2010-03-20,10h00m21.196s,1d25m05.25s,pre_post_disc,45,34,11
PS1-10im-NUV.fits.gz,PS1-10im,2010-04-02,10h50m05.881s,58d46m38.71s,pre_post_disc,62,60,2
PS1-10io-NUV.fits.gz,PS1-10io,2010-04-12,10h00m44.015s,3d24m14.31s,pre_post_disc,43,34,9
PS1-10j-NUV.fits.gz,PS1-10j,2010-01-16,10h49m14.22s,58d28m02.04s,pre_post_disc,51,48,3
PS1-10ka-NUV.fits.gz,PS1-10ka,2010-05-16,16h11m10.31s,55d07m20.3s,pre_post_disc,49,40,9
PS1-10m-NUV.fits.gz,PS1-10m,2010-01-16,10h02m09.393s,1d53m57.01s,pre_post_disc,98,81,17
PS1-10o-NUV.fits.gz,PS1-10o,2010-01-18,10h02m08.822s,2d43m06.83s,pre_post_disc,100,80,20
PS1-10s-NUV.fits.gz,PS1-10s,2010-01-16,9h55m57.231s,2d15m48.47s,pre_post_disc,36,16,20
PS1-11aac-NUV.fits.gz,PS1-11aac,2011-05-24,14h15m17.287s,54d17m56.14s,pre_post_disc,20,19,1
PS1-11at-NUV.fits.gz,PS1-11at,2011-01-05,10h01m53.027s,2d02m33.53s,pre_post_disc,176,160,16
PS1-11bk-NUV.fits.gz,PS1-11bk,2011-01-11,9h56m19.761s,1d24m34.08s,pre_post_disc,38,29,9
PS1-11fi-NUV.fits.gz,PS1-11fi,2011-02-05,14h12m57.07s,52d44m37.19s,pre_post_disc,20,18,2
PS1-11kk-NUV.fits.gz,PS1-11kk,2011-02-10,16h10m49.277s,55d15m05.31s,pre_post_disc,50,42,8
PS1-11kl-NUV.fits.gz,PS1-11kl,2011-02-10,16h21m20.254s,55d00m19.76s,pre_post_disc,40,32,8
PS1-11w-NUV.fits.gz,PS1-11w,2011-01-05,10h54m43.784s,58d37m35.62s,pre_post_disc,87,85,2
PS1-11yj-NUV.fits.gz,PS1-11yj,2011-05-24,16h08m30.469s,53d41m07.17s,pre_post_disc,44,42,2
PS1-11yu-NUV.fits.gz,PS1-11yu,2011-05-24,16h12m46.179s,54d52m25.4s,pre_post_disc,49,47,2
PS1-11zu-NUV.fits.gz,PS1-11zu,2011-05-27,16h06m28.184s,53d52m18.49s,pre_post_disc,43,41,2
PS1-11zw-NUV.fits.gz,PS1-11zw,2011-05-27,16h10m25.814s,54d08m58.48s,pre_post_disc,44,42,2
PS1-12sf-NUV.fits.gz,PS1-12sf,2009-12-23,10h06m15.919s,2d24m24.74s,pre_post_disc,13,10,3
PS1-13lo-NUV.fits.gz,PS1-13lo,2010-02-16,9h59m12.104s,3d13m17.64s,pre_post_disc,40,26,14
PSc000200-NUV.fits.gz,PSc000200,2010-01-08,10h02m31.517s,2d42m04.5s,pre_post_disc,96,76,20
PSc000210-NUV.fits.gz,PSc000210,2010-01-08,9h57m52.693s,3d00m30.82s,pre_post_disc,49,28,21
PSc000418-NUV.fits.gz,PSc000418,2010-01-08,9h58m25.701s,1d41m39s,pre_post_disc,105,82,23
PSc000552-NUV.fits.gz,PSc000552,2010-01-16,10h00m26.58s,2d28m59.67s,pre_post_disc,179,160,19
PSc010014-NUV.fits.gz,PSc010014,2010-01-21,10h01m54.194s,1d09m07.1s,pre_post_disc,49,25,24
PSc010055-NUV.fits.gz,PSc010055,2010-02-04,10h05m02.987s,1d57m53.74s,pre_post_disc,40,17,23
PSc010218-NUV.fits.gz,PSc010218,2010-02-09,9h54m32.47s,1d56m37.52s,pre_post_disc,33,17,16
PSc020104-NUV.fits.gz,PSc020104,2010-03-09,9h58m36.773s,2d17m37.7s,pre_post_disc,176,165,11
PSc020194-NUV.fits.gz,PSc020194,2010-03-12,9h58m34.81s,0d49m52.09s,pre_post_disc,41,31,10
PSc030007-NUV.fits.gz,PSc030007,2010-03-25,14h09m23.651s,53d37m06.96s,pre_post_disc,18,12,6
PSc030216-NUV.fits.gz,PSc030216,2010-04-12,14h14m56.573s,54d12m41.36s,pre_post_disc,18,12,6
PSc040121-NUV.fits.gz,PSc040121,2010-04-12,10h39m04.002s,58d35m25.74s,pre_post_disc,25,24,1
PSc040139-NUV.fits.gz,PSc040139,2010-05-06,14h17m09.899s,53d05m11.39s,pre_post_disc,245,239,6
PSc040147-NUV.fits.gz,PSc040147,2010-04-17,14h15m40.447s,54d13m43.84s,pre_post_disc,20,13,7
PSc040316-NUV.fits.gz,PSc040316,2010-05-10,14h11m23.481s,52d26m04.6s,pre_post_disc,20,18,2
PSc040318-NUV.fits.gz,PSc040318,2010-05-09,14h17m19.798s,53d06m45.28s,pre_post_disc,246,240,6
PSc040477-NUV.fits.gz,PSc040477,2010-05-08,16h20m34.011s,54d48m24.17s,pre_post_disc,40,28,12
PSc040511-NUV.fits.gz,PSc040511,2010-05-13,16h07m40.019s,55d07m29.93s,pre_post_disc,83,71,12
PSc040512-NUV.fits.gz,PSc040512,2010-05-10,16h08m01.032s,54d13m24.24s,pre_post_disc,67,50,17
PSc040540-NUV.fits.gz,PSc040540,2010-05-10,14h08m37.451s,52d39m37.15s,pre_post_disc,20,18,2
PSc040693-NUV.fits.gz,PSc040693,2010-05-16,14h15m27.863s,52d23m50.02s,pre_post_disc,19,17,2
PSc040783-NUV.fits.gz,PSc040783,2010-05-21,16h11m06.899s,54d49m49.74s,pre_post_disc,49,40,9
PSc050004-NUV.fits.gz,PSc050004,2010-05-16,14h10m49.486s,53d50m17.45s,pre_post_disc,18,16,2
PSc050298-NUV.fits.gz,PSc050298,2010-05-14,16h12m38.024s,55d43m14.67s,pre_post_disc,24,14,10
PSc050617-NUV.fits.gz,PSc050617,2010-06-15,14h18m25.922s,53d54m43.07s,pre_post_disc,4,3,1
PSc050656-NUV.fits.gz,PSc050656,2010-06-15,16h16m50.373s,54d38m46.73s,pre_post_disc,46,36,10
PSc050665-NUV.fits.gz,PSc050665,2010-06-05,16h10m34.502s,54d57m25.53s,pre_post_disc,49,40,9
PSc051109-NUV.fits.gz,PSc051109,2010-04-09,16h12m11.536s,54d00m32.46s,pre_post_disc,52,38,14
PSc052136-NUV.fits.gz,PSc052136,2010-06-13,14h12m54.447s,52d47m32.5s,pre_post_disc,20,18,2
PSc060015-NUV.fits.gz,PSc060015,2010-06-29,16h03m50.262s,54d12m36.57s,pre_post_disc,46,38,8
PSc060199-NUV.fits.gz,PSc060199,2010-07-11,14h09m39.159s,53d38m35.01s,pre_post_disc,18,16,2
PSc060238-NUV.fits.gz,PSc060238,2010-07-11,22h14m42.32s,0d47m51.7s,pre_post_disc,67,48,19
PSc060242-NUV.fits.gz,PSc060242,2010-07-11,14h12m36.512s,54d02m59.78s,pre_post_disc,24,23,1
PSc060249-NUV.fits.gz,PSc060249,2010-07-11,22h19m51.403s,0d53m51.82s,pre_post_disc,4,1,3
PSc061190-NUV.fits.gz,PSc061190,2010-07-30,2h22m43.622s,-4d57m11.44s,pre_post_disc,50,38,12
PSc061191-NUV.fits.gz,PSc061191,2010-07-29,2h25m06.486s,-5d00m03.06s,pre_post_disc,121,111,10
PSc061192-NUV.fits.gz,PSc061192,2010-07-29,2h20m30.796s,-4d59m51.58s,pre_post_disc,49,39,10
PSc061197-NUV.fits.gz,PSc061197,2010-07-29,2h21m54.589s,-4d11m18.99s,pre_post_disc,74,56,18
PSc070003-NUV.fits.gz,PSc070003,2010-07-31,22h12m09.952s,0d43m09.41s,pre_post_disc,42,34,8
PSc070048-NUV.fits.gz,PSc070048,2010-05-22,16h04m04.105s,54d11m55.5s,pre_post_disc,57,49,8
PSc070054-NUV.fits.gz,PSc070054,2010-08-03,16h11m45.287s,55d17m56.99s,pre_post_disc,48,40,8
PSc070071-NUV.fits.gz,PSc070071,2010-08-02,22h19m56.442s,-0d26m30.92s,pre_post_disc,38,28,10
PSc070096-NUV.fits.gz,PSc070096,2010-08-03,16h12m31.207s,53d48m33.16s,pre_post_disc,43,35,8
PSc070175-NUV.fits.gz,PSc070175,2010-08-03,16h07m36.818s,54d48m35.15s,pre_post_disc,44,36,8
PSc070470-NUV.fits.gz,PSc070470,2010-08-05,2h19m48.006s,-3d42m10.47s,pre_post_disc,50,42,8
PSc070530-NUV.fits.gz,PSc070530,2010-07-29,2h25m09.816s,-5d02m36.26s,pre_post_disc,62,51,11
PSc070567-NUV.fits.gz,PSc070567,2010-08-14,22h13m18.456s,0d48m46.22s,pre_post_disc,11,9,2
PSc070611-NUV.fits.gz,PSc070611,2010-08-15,16h18m08.915s,53d58m19.13s,pre_post_disc,42,34,8
PSc071007-NUV.fits.gz,PSc071007,2010-08-20,22h15m37.447s,1d15m38.93s,pre_post_disc,47,42,5
PSc071011-NUV.fits.gz,PSc071011,2010-08-14,22h12m49.28s,-0d42m25.59s,pre_post_disc,47,42,5
PSc071032-NUV.fits.gz,PSc071032,2010-08-29,22h19m13.268s,0d52m25.93s,pre_post_disc,126,121,5
PSc071113-NUV.fits.gz,PSc071113,2010-08-29,16h11m44.234s,55d08m51.76s,pre_post_disc,49,41,8
PSc071245-NUV.fits.gz,PSc071245,2010-08-28,22h15m02.874s,-0d51m54.61s,pre_post_disc,43,40,3
PSc080012-NUV.fits.gz,PSc080012,2010-08-20,22h14m08.482s,-0d10m06.88s,pre_post_disc,44,40,4
PSc080034-NUV.fits.gz,PSc080034,2010-08-17,22h15m24.782s,0d32m10.68s,pre_post_disc,48,42,6
PSc080064-NUV.fits.gz,PSc080064,2010-09-03,3h29m42.071s,-27d52m38.11s,pre_post_disc,58,47,11
PSc080146-NUV.fits.gz,PSc080146,2010-09-02,3h31m19.116s,-26d51m52.43s,pre_post_disc,92,82,10
PSc080241-NUV.fits.gz,PSc080241,2010-09-02,3h28m32.442s,-28d04m17.73s,pre_post_disc,56,46,10
PSc080252-NUV.fits.gz,PSc080252,2010-09-02,2h24m41.569s,-3d47m00.06s,pre_post_disc,69,55,14
PSc080261-NUV.fits.gz,PSc080261,2010-08-31,3h35m11.954s,-27d11m47.17s,pre_post_disc,63,52,11
PSc080295-NUV.fits.gz,PSc080295,2010-09-02,2h24m43.481s,-4d09m34.94s,pre_post_disc,129,119,10
PSc080296-NUV.fits.gz,PSc080296,2010-08-27,2h21m49.682s,-3d55m16.97s,pre_post_disc,49,31,18
PSc080343-NUV.fits.gz,PSc080343,2010-08-31,3h37m28.646s,-27d43m23.52s,pre_post_disc,60,50,10
PSc080363-NUV.fits.gz,PSc080363,2009-09-15,3h26m38.821s,-27d55m14.34s,pre_post_disc,56,27,29
PSc080438-NUV.fits.gz,PSc080438,2010-09-08,3h31m44.958s,-27d40m58.79s,pre_post_disc,220,125,95
PSc080554-NUV.fits.gz,PSc080554,2010-09-03,2h21m00.039s,-3d40m18.75s,pre_post_disc,44,35,9
PSc080723-NUV.fits.gz,PSc080723,2010-09-29,2h19m56.728s,-3d57m38.18s,pre_post_disc,49,40,9
PSc080735-NUV.fits.gz,PSc080735,2010-09-29,22h15m29.67s,0d32m30.87s,pre_post_disc,77,76,1
PSc080771-NUV.fits.gz,PSc080771,2010-09-13,3h28m16.421s,-28d08m49.41s,pre_post_disc,56,46,10
PSc080772-NUV.fits.gz,PSc080772,2010-09-16,3h31m35.901s,-28d14m27.1s,pre_post_disc,212,110,102
PSc090107-NUV.fits.gz,PSc090107,2010-09-27,2h22m57.885s,-4d18m40.25s,pre_post_disc,56,46,10
PSc090128-NUV.fits.gz,PSc090128,2010-10-07,2h24m04.603s,-3d13m33.83s,pre_post_disc,53,34,19
PSc090196-NUV.fits.gz,PSc090196,2010-10-06,2h19m24.164s,-4d35m03.99s,pre_post_disc,66,30,36
PSc090275-NUV.fits.gz,PSc090275,2010-10-13,3h36m17.301s,-28d03m05.44s,pre_post_disc,69,59,10
PSc090966-NUV.fits.gz,PSc090966,2010-10-13,22h12m56.579s,1d01m50.48s,pre_post_disc,51,50,1
PSc091739-NUV.fits.gz,PSc091739,2010-10-13,2h27m58.329s,-4d01m29.39s,pre_post_disc,38,28,10
PSc100163-NUV.fits.gz,PSc100163,2010-11-10,2h21m46.162s,-5d09m05.76s,pre_post_disc,93,91,2
PSc100164-NUV.fits.gz,PSc100164,2010-10-29,2h21m28.917s,-5d01m34.02s,pre_post_disc,93,84,9
PSc100206-NUV.fits.gz,PSc100206,2010-11-07,3h30m04.362s,-28d15m24.09s,pre_post_disc,55,46,9
PSc100405-NUV.fits.gz,PSc100405,2010-11-24,3h34m30.852s,-27d19m14.09s,pre_post_disc,63,55,8
PSc110014-NUV.fits.gz,PSc110014,2010-11-07,22h18m27.834s,-0d09m45.94s,pre_post_disc,39,38,1
PSc110476-NUV.fits.gz,PSc110476,2010-12-15,10h05m18.648s,2d04m58.9s,pre_post_disc,38,28,10
PSc110725-NUV.fits.gz,PSc110725,2009-12-27,8h41m03.877s,44d29m11.67s,pre_post_disc,8,7,1
PSc120039-NUV.fits.gz,PSc120039,2010-12-30,9h56m26.084s,1d32m06.38s,pre_post_disc,38,29,9
PSc120111-NUV.fits.gz,PSc120111,2010-12-30,10h00m53.74s,2d31m18.9s,pre_post_disc,176,166,10
PSc120223-NUV.fits.gz,PSc120223,2011-01-02,9h59m02.791s,3d07m38.38s,pre_post_disc,42,33,9
PSc120706-NUV.fits.gz,PSc120706,2011-01-15,9h58m43.172s,2d25m59.47s,pre_post_disc,180,169,11
PSc130145-NUV.fits.gz,PSc130145,2011-01-15,9h59m49.558s,3d28m44.09s,pre_post_disc,37,29,8
PSc130373-NUV.fits.gz,PSc130373,2011-02-04,14h18m20.292s,53d38m39.14s,pre_post_disc,18,16,2
PSc130391-NUV.fits.gz,PSc130391,2011-02-02,14h11m41.445s,54d13m17.56s,pre_post_disc,18,17,1
PSc131031-NUV.fits.gz,PSc131031,2011-02-10,14h09m41.539s,53d20m58.92s,pre_post_disc,19,17,2
PSc140210-NUV.fits.gz,PSc140210,2011-03-09,14h15m04.186s,53d27m17.28s,pre_post_disc,18,16,2
PSc140214-NUV.fits.gz,PSc140214,2011-03-09,14h14m13.815s,53d42m06.94s,pre_post_disc,18,16,2
PSc140229-NUV.fits.gz,PSc140229,2011-03-12,12h26m44.345s,47d23m28.88s,pre_post_disc,17,16,1
PSc140234-NUV.fits.gz,PSc140234,2011-03-09,14h08m46.699s,53d49m25.19s,pre_post_disc,18,16,2
PSc150145-NUV.fits.gz,PSc150145,2009-05-01,12h28m21.218s,47d17m18.8s,pre_post_disc,8,7,1
PSc150210-NUV.fits.gz,PSc150210,2011-03-31,9h58m16.059s,2d30m57.57s,pre_post_disc,163,162,1
PSc150234-NUV.fits.gz,PSc150234,2009-06-17,14h11m04.974s,52d36m19.61s,pre_post_disc,20,4,16
PSc150365-NUV.fits.gz,PSc150365,2011-04-21,16h10m03.587s,53d49m02.98s,pre_post_disc,46,38,8
PSc150379-NUV.fits.gz,PSc150379,2011-04-21,16h04m10.001s,53d58m23.75s,pre_post_disc,59,51,8
PSc150515-NUV.fits.gz,PSc150515,2011-04-21,16h04m37.768s,55d16m08.12s,pre_post_disc,46,38,8
PSc151005-NUV.fits.gz,PSc151005,2010-02-25,14h09m15.562s,52d23m01.74s,pre_post_disc,20,8,12
PSc160028-NUV.fits.gz,PSc160028,2011-05-12,16h13m23.246s,53d58m16.75s,pre_post_disc,72,66,6
PSc160195-NUV.fits.gz,PSc160195,2011-05-27,16h10m40.306s,53d39m26.32s,pre_post_disc,41,39,2
PSc170254-NUV.fits.gz,PSc170254,2011-05-30,16h08m54.049s,53d51m22.45s,pre_post_disc,43,41,2
