File,Disc. Date,R.A.,Dec.,Category,Total Epochs,Epochs Pre-SN,Epochs Post-SN
SN2012fx-NUV.fits.gz,2012-08-22,2h55m41.2s,-27d25m27.6s,pre_disc,4,4,0
SN2012fz-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SN2012fz-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SN2012G-FUV.fits.gz,2012-01-14,12h39m35.1s,16d35m11.9s,single,1,1,0
SN2012G-NUV.fits.gz,2012-01-14,12h39m35.1s,16d35m11.9s,pre_disc,2,2,0
SN2012gb-FUV.fits.gz,2012-11-01,22h15m42.84s,37d14m38s,pre_disc,2,2,0
SN2012gb-NUV.fits.gz,2012-11-01,22h15m42.84s,37d14m38s,pre_disc,2,2,0
SN2012gd-NUV.fits.gz,2012-10-23,1h51m47.78s,21d16m20.6s,pre_disc,2,2,0
SN2012go-FUV.fits.gz,2012-11-14,22h41m51.83s,34d58m07.4s,single,1,1,0
SN2012go-NUV.fits.gz,2012-11-14,22h41m51.83s,34d58m07.4s,pre_disc,2,2,0
SN2012gs-FUV.fits.gz,2012-10-25,3h33m38.184s,-27d20m20.76s,pre_disc,30,30,0
SN2012gs-NUV.fits.gz,2012-10-25,3h33m38.184s,-27d20m20.76s,pre_disc,148,148,0
SN2012gt-FUV.fits.gz,2012-10-25,3h33m08.76s,-28d05m04.2s,pre_disc,79,79,0
SN2012gt-NUV.fits.gz,2012-10-25,3h33m08.76s,-28d05m04.2s,pre_disc,196,196,0
SN2012gv-FUV.fits.gz,2012-11-11,3h31m37.087s,-27d21m18.05s,pre_disc,97,97,0
SN2012gv-NUV.fits.gz,2012-11-11,3h31m37.087s,-27d21m18.05s,pre_disc,213,213,0
SN2012gw-FUV.fits.gz,2012-10-06,10h10m09.15s,-38d08m05.1s,single,1,1,0
SN2012gw-NUV.fits.gz,2012-10-06,10h10m09.15s,-38d08m05.1s,single,1,1,0
SN2012gx-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SN2012gx-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SN2012gy-FUV.fits.gz,2012-11-16,7h56m35.55s,39d54m07.2s,pre_disc,2,2,0
SN2012gy-NUV.fits.gz,2012-11-16,7h56m35.55s,39d54m07.2s,pre_disc,2,2,0
SN2012gz-NUV.fits.gz,2012-11-20,2h50m17.61s,32d24m39.9s,single,1,1,0
SN2012H-FUV.fits.gz,2012-01-10,5h20m14.94s,-25d18m56.4s,pre_disc,6,6,0
SN2012H-NUV.fits.gz,2012-01-10,5h20m14.94s,-25d18m56.4s,pre_disc,9,9,0
SN2012hg-FUV.fits.gz,2012-11-27,7h07m25.6s,56d18m19.2s,single,1,1,0
SN2012hg-NUV.fits.gz,2012-11-27,7h07m25.6s,56d18m19.2s,single,1,1,0
SN2012hh-FUV.fits.gz,2012-11-23,2h42m39.57s,39d31m54.7s,pre_disc,2,2,0
SN2012hh-NUV.fits.gz,2012-11-23,2h42m39.57s,39d31m54.7s,pre_disc,2,2,0
SN2012hj-FUV.fits.gz,2012-12-04,11h07m19.19s,46d22m46.2s,single,1,1,0
SN2012hj-NUV.fits.gz,2012-12-04,11h07m19.19s,46d22m46.2s,pre_disc,3,3,0
SN2012hl-NUV.fits.gz,2012-12-04,0h50m17.76s,24d31m52.2s,single,1,1,0
SN2012hq-NUV.fits.gz,2012-12-08,2h07m30.5s,44d06m19.2s,single,1,1,0
SN2012hr-FUV.fits.gz,2012-12-16,6h21m38.46s,-59d42m50.6s,single,1,1,0
SN2012hr-NUV.fits.gz,2012-12-16,6h21m38.46s,-59d42m50.6s,single,1,1,0
SN2012I-FUV.fits.gz,2012-01-18,2h58m27.83s,6d11m25.3s,pre_disc,2,2,0
SN2012I-NUV.fits.gz,2012-01-18,2h58m27.83s,6d11m25.3s,pre_disc,4,4,0
SN2012ia-FUV.fits.gz,2012-12-13,10h35m48.24s,39d00m27.9s,single,1,1,0
SN2012ia-NUV.fits.gz,2012-12-13,10h35m48.24s,39d00m27.9s,pre_disc,2,2,0
SN2012id-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SN2012id-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SN2012ie-NUV.fits.gz,2012-12-23,2h24m22.35s,40d51m03.2s,single,1,1,0
SN2012ig-FUV.fits.gz,2012-12-22,21h14m22.87s,15d14m40.7s,pre_disc,2,2,0
SN2012ig-NUV.fits.gz,2012-12-22,21h14m22.87s,15d14m40.7s,pre_disc,2,2,0
SN2012ii-FUV.fits.gz,2012-12-23,7h16m55.48s,51d45m47.6s,pre_disc,2,2,0
SN2012ii-NUV.fits.gz,2012-12-23,7h16m55.48s,51d45m47.6s,pre_disc,2,2,0
SN2012ij-FUV.fits.gz,2012-12-29,11h40m15.84s,17d27m22.2s,pre_disc,11,11,0
SN2012ij-NUV.fits.gz,2012-12-29,11h40m15.84s,17d27m22.2s,pre_disc,15,15,0
SN2012M-FUV.fits.gz,2012-01-20,14h56m59.85s,24d35m59.5s,pre_disc,4,4,0
SN2012M-NUV.fits.gz,2012-01-20,14h56m59.85s,24d35m59.5s,pre_disc,12,12,0
SN2012O-FUV.fits.gz,2012-01-18,13h00m39.99s,27d55m24.4s,pre_disc,38,38,0
SN2012O-NUV.fits.gz,2012-01-18,13h00m39.99s,27d55m24.4s,pre_disc,50,50,0
SN2012X-FUV.fits.gz,2012-01-29,11h29m20.8s,53d00m41s,pre_disc,2,2,0
SN2012X-NUV.fits.gz,2012-01-29,11h29m20.8s,53d00m41s,pre_disc,3,3,0
SN2012Z-FUV.fits.gz,2012-01-29,3h22m05.3964s,-15d23m14.939s,pre_disc,5,5,0
SN2012Z-NUV.fits.gz,2012-01-29,3h22m05.3964s,-15d23m14.939s,pre_disc,5,5,0
SN2013ad-FUV.fits.gz,2013-02-17,3h38m41.03s,10d18m27.2s,pre_disc,3,3,0
SN2013ad-NUV.fits.gz,2013-02-17,3h38m41.03s,10d18m27.2s,pre_disc,3,3,0
SN2013ae-NUV.fits.gz,2013-02-21,2h41m53.16s,43d23m58.8s,single,1,1,0
SN2013ag-FUV.fits.gz,2013-03-02,12h51m35.02s,26d37m45.4s,pre_disc,4,4,0
SN2013ag-NUV.fits.gz,2013-03-02,12h51m35.02s,26d37m45.4s,pre_disc,8,8,0
SN2013ah-FUV.fits.gz,2013-02-22,9h44m33.8s,55d45m44.4s,pre_disc,3,3,0
SN2013ah-NUV.fits.gz,2013-02-22,9h44m33.8s,55d45m44.4s,pre_disc,5,5,0
SN2013aj-FUV.fits.gz,2013-03-03,13h54m00.68s,-7d55m43.8s,single,1,1,0
SN2013aj-NUV.fits.gz,2013-03-03,13h54m00.68s,-7d55m43.8s,single,1,1,0
SN2013al-FUV.fits.gz,2013-03-04,11h14m54.07s,29d35m06s,single,1,1,0
SN2013al-NUV.fits.gz,2013-03-04,11h14m54.07s,29d35m06s,pre_disc,2,2,0
SN2013ao-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SN2013ao-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SN2013as-NUV.fits.gz,2013-03-16,11h52m52.34s,-18d59m19.9s,single,1,1,0
SN2013ax-FUV.fits.gz,2013-03-08,7h20m03.51s,55d55m48.4s,single,1,1,0
SN2013ax-NUV.fits.gz,2013-03-08,7h20m03.51s,55d55m48.4s,single,1,1,0
SN2013ba-FUV.fits.gz,2013-04-04,13h52m56.63s,21d56m21.7s,single,1,1,0
SN2013ba-NUV.fits.gz,2013-04-04,13h52m56.63s,21d56m21.7s,pre_disc,2,2,0
SN2013bc-NUV.fits.gz,2013-04-01,13h10m21.31s,-7d10m24.1s,pre_disc,7,7,0
SN2013bf-FUV.fits.gz,2013-03-29,8h58m36.07s,54d19m25.7s,pre_disc,2,2,0
SN2013bf-NUV.fits.gz,2013-03-29,8h58m36.07s,54d19m25.7s,pre_disc,5,5,0
SN2013bh-FUV.fits.gz,2013-04-03,15h02m13.09s,10d38m45.6s,single,1,1,0
SN2013bh-NUV.fits.gz,2013-04-03,15h02m13.09s,10d38m45.6s,pre_disc,3,3,0
SN2013bo-FUV.fits.gz,2013-04-15,13h17m29.19s,42d44m29.6s,pre_disc,2,2,0
SN2013bo-NUV.fits.gz,2013-04-15,13h17m29.19s,42d44m29.6s,pre_disc,4,4,0
SN2013bp-FUV.fits.gz,2013-04-15,12h19m04.88s,42d24m53.9s,single,1,1,0
SN2013bp-NUV.fits.gz,2013-04-15,12h19m04.88s,42d24m53.9s,single,1,1,0
SN2013bt-FUV.fits.gz,2013-04-18,14h21m15.13s,61d34m15.9s,pre_disc,2,2,0
SN2013bt-NUV.fits.gz,2013-04-18,14h21m15.13s,61d34m15.9s,pre_disc,3,3,0
SN2013cp-FUV.fits.gz,2013-05-07,16h19m52.22s,38d56m07.9s,pre_disc,2,2,0
SN2013cp-NUV.fits.gz,2013-05-07,16h19m52.22s,38d56m07.9s,pre_disc,2,2,0
SN2013cs-FUV.fits.gz,2013-05-14,13h15m14.81s,-17d57m55.6s,single,1,1,0
SN2013cs-NUV.fits.gz,2013-05-14,13h15m14.81s,-17d57m55.6s,single,1,1,0
SN2013ct-FUV.fits.gz,2013-05-10,1h12m54.92s,0d58m45.7s,pre_disc,8,8,0
SN2013ct-NUV.fits.gz,2013-05-10,1h12m54.92s,0d58m45.7s,pre_disc,14,14,0
SN2013cx-FUV.fits.gz,2013-05-24,17h04m16.05s,41d30m37.6s,pre_disc,3,3,0
SN2013cx-NUV.fits.gz,2013-05-24,17h04m16.05s,41d30m37.6s,pre_disc,4,4,0
SN2013cy-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SN2013cy-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SN2013D-FUV.fits.gz,2013-01-04,3h41m15.13s,15d23m03.9s,single,1,1,0
SN2013D-NUV.fits.gz,2013-01-04,3h41m15.13s,15d23m03.9s,pre_disc,2,2,0
SN2013dd-FUV.fits.gz,2013-05-29,15h36m05.15s,13d57m06.9s,single,1,1,0
SN2013dd-NUV.fits.gz,2013-05-29,15h36m05.15s,13d57m06.9s,single,1,1,0
SN2013dh-FUV.fits.gz,2013-06-12,15h30m01.09s,12d59m12.9s,pre_disc,2,2,0
SN2013dh-NUV.fits.gz,2013-06-12,15h30m01.09s,12d59m12.9s,pre_disc,2,2,0
SN2013di-FUV.fits.gz,2013-06-14,22h36m27.46s,21d36m54.3s,single,1,1,0
SN2013di-NUV.fits.gz,2013-06-14,22h36m27.46s,21d36m54.3s,pre_disc,4,4,0
SN2013dj-FUV.fits.gz,2013-06-10,16h46m01.94s,6d27m59.3s,pre_disc,2,2,0
SN2013dj-NUV.fits.gz,2013-06-10,16h46m01.94s,6d27m59.3s,pre_disc,3,3,0
SN2013dl-FUV.fits.gz,2013-06-18,1h18m41.76s,-7d26m39.7s,single,1,1,0
SN2013dl-NUV.fits.gz,2013-06-18,1h18m41.76s,-7d26m39.7s,single,1,1,0
SN2013dq-NUV.fits.gz,2013-06-29,0h51m34.84s,29d43m14.9s,single,1,1,0
SN2013dr-FUV.fits.gz,2013-07-01,17h19m30.26s,47d42m04.6s,single,1,1,0
SN2013dr-NUV.fits.gz,2013-07-01,17h19m30.26s,47d42m04.6s,single,1,1,0
SN2013dv-FUV.fits.gz,2013-07-02,17h03m10.73s,27d26m53.9s,single,1,1,0
SN2013dv-NUV.fits.gz,2013-07-02,17h03m10.73s,27d26m53.9s,single,1,1,0
SN2013dy-FUV.fits.gz,2013-07-11,22h18m17.6s,40d34m09.6s,pre_disc,6,6,0
SN2013dy-NUV.fits.gz,2013-07-11,22h18m17.6s,40d34m09.6s,pre_disc,6,6,0
SN2013E-FUV.fits.gz,2013-01-04,10h00m05.52s,-34d14m01.3s,pre_disc,2,2,0
SN2013E-NUV.fits.gz,2013-01-04,10h00m05.52s,-34d14m01.3s,pre_disc,2,2,0
SN2013ea-NUV.fits.gz,2013-07-10,1h20m16.45s,30d10m55.7s,pre_disc,2,2,0
SN2013ec-FUV.fits.gz,2013-07-03,16h27m50.26s,40d28m21.3s,pre_disc,3,3,0
SN2013ec-NUV.fits.gz,2013-07-03,16h27m50.26s,40d28m21.3s,pre_disc,6,6,0
SN2013ed-FUV.fits.gz,2013-07-19,16h16m24.29s,51d53m05.7s,pre_disc,4,4,0
SN2013ed-NUV.fits.gz,2013-07-19,16h16m24.29s,51d53m05.7s,pre_disc,6,6,0
SN2013eh-FUV.fits.gz,2013-07-21,16h16m09.19s,38d32m53s,pre_disc,2,2,0
SN2013eh-NUV.fits.gz,2013-07-21,16h16m09.19s,38d32m53s,pre_disc,7,7,0
SN2013em-FUV.fits.gz,2013-07-28,23h02m26.64s,32d31m31.3s,pre_disc,2,2,0
SN2013em-NUV.fits.gz,2013-07-28,23h02m26.64s,32d31m31.3s,pre_disc,2,2,0
SN2013en-FUV.fits.gz,2013-07-30,18h51m37.35s,23d38m20.6s,pre_disc,2,2,0
SN2013en-NUV.fits.gz,2013-07-30,18h51m37.35s,23d38m20.6s,pre_disc,2,2,0
SN2013eo-FUV.fits.gz,2013-08-01,20h06m57.88s,-56d25m31.2s,pre_disc,5,5,0
SN2013eo-NUV.fits.gz,2013-08-01,20h06m57.88s,-56d25m31.2s,pre_disc,6,6,0
SN2013er-FUV.fits.gz,2013-07-30,13h07m51.09s,-0d52m00.4s,pre_disc,3,3,0
SN2013er-NUV.fits.gz,2013-07-30,13h07m51.09s,-0d52m00.4s,pre_disc,4,4,0
SN2013et-FUV.fits.gz,2013-08-03,2h14m17.05s,7d35m11.8s,pre_disc,3,3,0
SN2013et-NUV.fits.gz,2013-08-03,2h14m17.05s,7d35m11.8s,pre_disc,4,4,0
SN2013fa-NUV.fits.gz,2013-08-25,20h43m53.57s,12d30m51.7s,pre_disc,2,2,0
SN2013fm-FUV.fits.gz,2013-09-07,7h31m05.4s,57d56m10.8s,single,1,1,0
SN2013fm-NUV.fits.gz,2013-09-07,7h31m05.4s,57d56m10.8s,single,1,1,0
SN2013fn-FUV.fits.gz,2013-09-24,21h00m23.76s,-14d29m52.2s,pre_disc,2,2,0
SN2013fn-NUV.fits.gz,2013-09-24,21h00m23.76s,-14d29m52.2s,pre_disc,2,2,0
SN2013fo-FUV.fits.gz,2013-09-24,1h20m31.94s,12d03m12.2s,pre_disc,5,5,0
SN2013fo-NUV.fits.gz,2013-09-24,1h20m31.94s,12d03m12.2s,pre_disc,6,6,0
SN2013fw-FUV.fits.gz,2013-10-21,21h13m44.81s,13d34m33.5s,pre_disc,2,2,0
SN2013fw-NUV.fits.gz,2013-10-21,21h13m44.81s,13d34m33.5s,pre_disc,2,2,0
SN2013fx-FUV.fits.gz,2013-10-21,23h03m21.77s,-69d11m18.5s,single,1,1,0
SN2013fx-NUV.fits.gz,2013-10-21,23h03m21.77s,-69d11m18.5s,single,1,1,0
SN2013fy-FUV.fits.gz,2013-10-25,21h37m27.13s,-47d01m55.6s,pre_disc,2,2,0
SN2013fy-NUV.fits.gz,2013-10-25,21h37m27.13s,-47d01m55.6s,pre_disc,2,2,0
SN2013ga-FUV.fits.gz,2013-10-20,22h04m21.53s,39d44m34s,pre_disc,2,2,0
SN2013ga-NUV.fits.gz,2013-10-20,22h04m21.53s,39d44m34s,pre_disc,2,2,0
SN2013gf-FUV.fits.gz,2013-11-06,9h05m26.46s,56d24m12.4s,pre_disc,4,4,0
SN2013gf-NUV.fits.gz,2013-11-06,9h05m26.46s,56d24m12.4s,pre_disc,5,5,0
SN2013gh-FUV.fits.gz,2013-08-08,22h02m21.84s,-18d55m00.4s,pre_disc,2,2,0
SN2013gh-NUV.fits.gz,2013-08-08,22h02m21.84s,-18d55m00.4s,pre_disc,3,3,0
SN2013gi-FUV.fits.gz,2013-11-14,6h23m47.27s,-65d19m48.4s,pre_disc,4,4,0
SN2013gi-NUV.fits.gz,2013-11-14,6h23m47.27s,-65d19m48.4s,pre_disc,5,5,0
SN2013gn-FUV.fits.gz,2013-11-16,14h18m28.5s,36d30m24.4s,pre_disc,4,4,0
SN2013gn-NUV.fits.gz,2013-11-16,14h18m28.5s,36d30m24.4s,pre_disc,4,4,0
SN2013gw-FUV.fits.gz,2013-11-29,13h22m48.38s,33d30m20.7s,pre_disc,2,2,0
SN2013gw-NUV.fits.gz,2013-11-29,13h22m48.38s,33d30m20.7s,pre_disc,2,2,0
SN2013hg-FUV.fits.gz,2013-12-11,12h09m55.69s,29d53m51.3s,pre_disc,4,4,0
SN2013hg-NUV.fits.gz,2013-12-11,12h09m55.69s,29d53m51.3s,pre_disc,6,6,0
SN2013hi-NUV.fits.gz,2013-11-12,3h14m24.73s,46d10m49s,pre_disc,2,2,0
SN2013hk-FUV.fits.gz,2013-12-05,3h02m10.85s,15d55m38.8s,single,1,1,0
SN2013hk-NUV.fits.gz,2013-12-05,3h02m10.85s,15d55m38.8s,single,1,1,0
SN2013hl-FUV.fits.gz,2013-12-14,11h50m00.16s,21d20m16.6s,pre_disc,2,2,0
SN2013hl-NUV.fits.gz,2013-12-14,11h50m00.16s,21d20m16.6s,pre_disc,2,2,0
SN2013hm-FUV.fits.gz,2013-11-27,17h50m48.49s,47d11m50.9s,pre_disc,2,2,0
SN2013hm-NUV.fits.gz,2013-11-27,17h50m48.49s,47d11m50.9s,pre_disc,2,2,0
SN2013hy-NUV.fits.gz,2013-08-30,2h42m32.82s,-1d21m30.1s,pre_disc,2,2,0
SN2013M-NUV.fits.gz,2013-01-21,13h59m56.68s,-37d51m49.4s,single,1,1,0
SN2013N-FUV.fits.gz,2013-01-27,11h50m04.13s,21d16m46s,pre_disc,2,2,0
SN2013N-NUV.fits.gz,2013-01-27,11h50m04.13s,21d16m46s,pre_disc,4,4,0
SN2013P-FUV.fits.gz,2013-01-16,9h13m37.17s,29d59m58.7s,pre_disc,2,2,0
SN2013P-NUV.fits.gz,2013-01-16,9h13m37.17s,29d59m58.7s,pre_disc,3,3,0
SN2013Q-NUV.fits.gz,2013-01-25,23h47m07.87s,29d29m11.5s,pre_disc,4,4,0
SN2013R-FUV.fits.gz,2013-01-06,9h31m35.12s,35d23m42.4s,pre_disc,2,2,0
SN2013R-NUV.fits.gz,2013-01-06,9h31m35.12s,35d23m42.4s,pre_disc,3,3,0
SN2013U-FUV.fits.gz,2013-01-05,10h01m12s,0d19m42.3s,pre_disc,3,3,0
SN2013U-NUV.fits.gz,2013-01-05,10h01m12s,0d19m42.3s,pre_disc,4,4,0
SN2013V-FUV.fits.gz,2013-01-06,9h08m41.54s,44d48m49.6s,single,1,1,0
SN2013V-NUV.fits.gz,2013-01-06,9h08m41.54s,44d48m49.6s,pre_disc,2,2,0
SN2013X-FUV.fits.gz,2013-02-06,12h17m15.19s,46d43m35.9s,pre_disc,10,10,0
SN2013X-NUV.fits.gz,2013-02-06,12h17m15.19s,46d43m35.9s,pre_disc,10,10,0
SN2013Y-FUV.fits.gz,2013-02-08,12h09m39.7s,16d12m14.3s,single,1,1,0
SN2013Y-NUV.fits.gz,2013-02-08,12h09m39.7s,16d12m14.3s,pre_disc,3,3,0
SN2014ac-FUV.fits.gz,2014-03-12,15h04m40.09s,12d37m54s,pre_disc,2,2,0
SN2014ac-NUV.fits.gz,2014-03-12,15h04m40.09s,12d37m54s,pre_disc,2,2,0
SN2014ae-FUV.fits.gz,2014-03-03,11h19m20.95s,72d48m57.3s,single,1,1,0
SN2014ae-NUV.fits.gz,2014-03-03,11h19m20.95s,72d48m57.3s,single,1,1,0
SN2014ag-FUV.fits.gz,2014-03-12,16h30m40.68s,44d30m34.7s,pre_disc,2,2,0
SN2014ag-NUV.fits.gz,2014-03-12,16h30m40.68s,44d30m34.7s,pre_disc,2,2,0
SN2014ah-FUV.fits.gz,2014-03-13,11h55m30.83s,11d55m26.3s,single,1,1,0
SN2014ah-NUV.fits.gz,2014-03-13,11h55m30.83s,11d55m26.3s,single,1,1,0
SN2014al-FUV.fits.gz,2014-03-29,16h26m55.28s,33d38m24.4s,pre_disc,3,3,0
SN2014al-NUV.fits.gz,2014-03-29,16h26m55.28s,33d38m24.4s,pre_disc,5,5,0
SN2014am-FUV.fits.gz,2014-03-28,15h23m18.48s,18d17m33.3s,single,1,1,0
SN2014am-NUV.fits.gz,2014-03-28,15h23m18.48s,18d17m33.3s,pre_disc,3,3,0
SN2014an-FUV.fits.gz,2014-04-03,14h51m42.93s,8d34m12.5s,single,1,1,0
SN2014an-NUV.fits.gz,2014-04-03,14h51m42.93s,8d34m12.5s,single,1,1,0
SN2014ap-FUV.fits.gz,2014-03-21,11h30m13.3s,24d10m06.4s,single,1,1,0
SN2014ap-NUV.fits.gz,2014-03-21,11h30m13.3s,24d10m06.4s,single,1,1,0
SN2014at-FUV.fits.gz,2014-04-21,21h46m14.82s,-46d31m21.1s,pre_disc,2,2,0
SN2014at-NUV.fits.gz,2014-04-21,21h46m14.82s,-46d31m21.1s,pre_disc,3,3,0
SN2014bb-FUV.fits.gz,2014-05-12,13h32m49.11s,41d52m15.1s,pre_disc,2,2,0
SN2014bb-NUV.fits.gz,2014-05-12,13h32m49.11s,41d52m15.1s,pre_disc,3,3,0
SN2014bg-FUV.fits.gz,2014-06-06,14h35m45.9s,24d43m17.9s,single,1,1,0
SN2014bg-NUV.fits.gz,2014-06-06,14h35m45.9s,24d43m17.9s,single,1,1,0
SN2014bn-FUV.fits.gz,2014-06-10,21h15m13.3s,2d11m22.4s,single,1,1,0
SN2014bn-NUV.fits.gz,2014-06-10,21h15m13.3s,2d11m22.4s,pre_disc,2,2,0
SN2014bo-FUV.fits.gz,2014-05-20,16h27m46.15s,41d44m23.7s,pre_disc,2,2,0
SN2014bo-NUV.fits.gz,2014-05-20,16h27m46.15s,41d44m23.7s,pre_disc,2,2,0
SN2014bq-FUV.fits.gz,2014-06-05,16h07m25.38s,36d47m35.7s,single,1,1,0
SN2014bq-NUV.fits.gz,2014-06-05,16h07m25.38s,36d47m35.7s,pre_disc,2,2,0
SN2014bx-FUV.fits.gz,2014-07-24,19h43m53.25s,-70d37m52s,single,1,1,0
SN2014bx-NUV.fits.gz,2014-07-24,19h43m53.25s,-70d37m52s,single,1,1,0
SN2014by-FUV.fits.gz,2014-07-18,14h27m48.59s,11d33m42.5s,single,1,1,0
SN2014by-NUV.fits.gz,2014-07-18,14h27m48.59s,11d33m42.5s,pre_disc,3,3,0
SN2014cb-FUV.fits.gz,2014-08-19,14h50m49.9s,-13d31m03.7s,single,1,1,0
SN2014cb-NUV.fits.gz,2014-08-19,14h50m49.9s,-13d31m03.7s,pre_disc,2,2,0
SN2014cd-FUV.fits.gz,2014-08-12,4h23m47.19s,-51d36m02.9s,single,1,1,0
SN2014cd-NUV.fits.gz,2014-08-12,4h23m47.19s,-51d36m02.9s,single,1,1,0
SN2014ch-FUV.fits.gz,2014-05-30,15h58m31.03s,12d51m58.6s,single,1,1,0
SN2014ch-NUV.fits.gz,2014-05-30,15h58m31.03s,12d51m58.6s,single,1,1,0
SN2014ci-NUV.fits.gz,2014-07-18,22h34m04.8s,68d26m24s,pre_disc,2,2,0
SN2014cj-FUV.fits.gz,2014-08-14,6h36m30s,-66d43m54s,pre_disc,2,2,0
SN2014cj-NUV.fits.gz,2014-08-14,6h36m30s,-66d43m54s,pre_disc,2,2,0
SN2014ck-NUV.fits.gz,2014-06-30,22h45m38.88s,73d09m42.7s,pre_disc,2,2,0
SN2014cs-FUV.fits.gz,2014-06-23,21h35m52.97s,-62d05m39s,pre_disc,2,2,0
SN2014cs-NUV.fits.gz,2014-06-23,21h35m52.97s,-62d05m39s,pre_disc,5,5,0
SN2014cz-FUV.fits.gz,2014-09-03,0h32m14.54s,-41d22m55.9s,pre_disc,37,37,0
SN2014cz-NUV.fits.gz,2014-09-03,0h32m14.54s,-41d22m55.9s,pre_disc,38,38,0
SN2014D-FUV.fits.gz,2014-01-02,12h10m36.76s,18d49m35.4s,pre_disc,2,2,0
SN2014D-NUV.fits.gz,2014-01-02,12h10m36.76s,18d49m35.4s,pre_disc,3,3,0
SN2014da-FUV.fits.gz,2014-08-09,0h29m15.12s,2d51m57.6s,pre_disc,5,5,0
SN2014da-NUV.fits.gz,2014-08-09,0h29m15.12s,2d51m57.6s,pre_disc,5,5,0
SN2014dd-NUV.fits.gz,2014-08-31,3h03m36.27s,46d56m52s,pre_disc,2,2,0
SN2014de-FUV.fits.gz,2014-08-29,3h08m31.74s,14d25m30.3s,pre_disc,2,2,0
SN2014de-NUV.fits.gz,2014-08-29,3h08m31.74s,14d25m30.3s,pre_disc,2,2,0
SN2014dl-FUV.fits.gz,2014-09-26,16h29m46.09s,8d38m30.6s,pre_disc,2,2,0
SN2014dl-NUV.fits.gz,2014-09-26,16h29m46.09s,8d38m30.6s,pre_disc,3,3,0
SN2014dn-FUV.fits.gz,2014-09-25,4h17m54.27s,-56d36m45.2s,single,1,1,0
SN2014dn-NUV.fits.gz,2014-09-25,4h17m54.27s,-56d36m45.2s,pre_disc,2,2,0
SN2014dt-NUV.fits.gz,2014-10-29,12h21m57.57s,4d28m18.5s,pre_disc,7,7,0
SN2014du-FUV.fits.gz,2014-11-02,2h26m23.31s,27d39m34.8s,pre_disc,3,3,0
SN2014du-NUV.fits.gz,2014-11-02,2h26m23.31s,27d39m34.8s,pre_disc,4,4,0
SN2014ea-FUV.fits.gz,2014-12-17,10h48m32.31s,26d35m17.9s,pre_disc,2,2,0
SN2014ea-NUV.fits.gz,2014-12-17,10h48m32.31s,26d35m17.9s,pre_disc,4,4,0
SN2014ed-FUV.fits.gz,2014-11-22,9h29m13.75s,22d34m36.4s,single,1,1,0
SN2014ed-NUV.fits.gz,2014-11-22,9h29m13.75s,22d34m36.4s,single,1,1,0
SN2014ek-NUV.fits.gz,2014-10-18,23h56m06.55s,29d22m42.3s,single,1,1,0
SN2014ey-FUV.fits.gz,2014-04-25,15h04m29.97s,2d19m51.25s,pre_disc,6,6,0
SN2014ey-NUV.fits.gz,2014-04-25,15h04m29.97s,2d19m51.25s,pre_disc,6,6,0
SN2014fm-FUV.fits.gz,2014-10-25,2h45m41.38s,-8d12m30.1s,pre_disc,2,2,0
SN2014fm-NUV.fits.gz,2014-10-25,2h45m41.38s,-8d12m30.1s,pre_disc,2,2,0
SN2014J-FUV.fits.gz,2014-01-21,9h55m42.12s,69d40m25.9s,pre_disc,18,18,0
SN2014J-NUV.fits.gz,2014-01-21,9h55m42.12s,69d40m25.9s,pre_disc,32,32,0
SN2014W-FUV.fits.gz,2014-01-26,11h54m42.29s,44d01m18.1s,single,1,1,0
SN2014W-NUV.fits.gz,2014-01-26,11h54m42.29s,44d01m18.1s,pre_disc,11,11,0
SN2014X-FUV.fits.gz,2014-03-03,12h10m40.22s,-34d03m40.7s,single,1,1,0
SN2014X-NUV.fits.gz,2014-03-03,12h10m40.22s,-34d03m40.7s,pre_disc,4,4,0
SNF20060526-003-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SNF20060526-003-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SNF20060919-007-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SNF20060919-007-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SNF20070403-001-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SNF20070403-001-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SNF20070427-001-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SNF20070427-001-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SNF20070701-005-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SNF20070701-005-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SNF20070802-000-FUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
SNF20070802-000-NUV.fits.gz,nan,nan,nan,nan,nan,nan,nan
