File,Disc. Date,R.A.,Dec.,Category,Total Epochs,Epochs Pre-SN,Epochs Post-SN
PSc330089-NUV.fits.gz,2011-11-13,2h24m45.665s,-4d49m19.7s,pre_disc,137,137,0
PSc330101-FUV.fits.gz,2011-11-14,2h26m59.028s,-4d20m03.74s,pre_disc,124,124,0
PSc330101-NUV.fits.gz,2011-11-14,2h26m59.028s,-4d20m03.74s,pre_disc,178,178,0
PSc330103-FUV.fits.gz,2011-11-13,8h48m06.032s,43d58m49.07s,pre_disc,7,7,0
PSc330103-NUV.fits.gz,2011-11-13,8h48m06.032s,43d58m49.07s,pre_disc,8,8,0
PSc330128-FUV.fits.gz,2011-11-13,2h27m17.477s,-3d49m16.73s,pre_disc,23,23,0
PSc330128-NUV.fits.gz,2011-11-13,2h27m17.477s,-3d49m16.73s,pre_disc,50,50,0
PSc330132-FUV.fits.gz,2011-11-13,8h47m59.304s,44d52m32.03s,pre_disc,9,9,0
PSc330132-NUV.fits.gz,2011-11-13,8h47m59.304s,44d52m32.03s,pre_disc,10,10,0
PSc330146-FUV.fits.gz,2011-11-14,2h26m52.243s,-3d07m13.98s,pre_disc,23,23,0
PSc330146-NUV.fits.gz,2011-11-14,2h26m52.243s,-3d07m13.98s,pre_disc,48,48,0
PSc340014-FUV.fits.gz,2011-11-24,2h24m36.838s,-5d19m42.69s,pre_disc,24,24,0
PSc340014-NUV.fits.gz,2011-11-24,2h24m36.838s,-5d19m42.69s,pre_disc,49,49,0
PSc340069-FUV.fits.gz,2011-11-23,8h40m59.845s,44d00m53.05s,pre_disc,8,8,0
PSc340069-NUV.fits.gz,2011-11-23,8h40m59.845s,44d00m53.05s,pre_disc,9,9,0
PSc340105-FUV.fits.gz,2010-09-12,2h23m52.675s,-3d38m04s,pre_disc,23,23,0
PSc340105-NUV.fits.gz,2010-09-12,2h23m52.675s,-3d38m04s,pre_post_disc,47,38,9
PSc340115-FUV.fits.gz,2011-11-23,8h38m09.779s,44d52m15.02s,pre_disc,8,8,0
PSc340115-NUV.fits.gz,2011-11-23,8h38m09.779s,44d52m15.02s,pre_disc,9,9,0
PSc340121-FUV.fits.gz,2011-11-13,2h25m47.048s,-3d10m46.09s,pre_disc,22,22,0
PSc340121-NUV.fits.gz,2011-11-13,2h25m47.048s,-3d10m46.09s,pre_disc,47,47,0
PSc340125-FUV.fits.gz,2011-11-30,3h32m08.694s,-26d39m00.75s,pre_disc,33,33,0
PSc340125-NUV.fits.gz,2011-11-30,3h32m08.694s,-26d39m00.75s,pre_disc,62,62,0
PSc340163-FUV.fits.gz,2011-11-24,8h38m15.565s,44d57m33.04s,pre_disc,7,7,0
PSc340163-NUV.fits.gz,2011-11-24,8h38m15.565s,44d57m33.04s,pre_disc,8,8,0
PSc340309-FUV.fits.gz,2011-12-16,3h32m44.143s,-27d39m41.22s,pre_disc,105,105,0
PSc340309-NUV.fits.gz,2011-12-16,3h32m44.143s,-27d39m41.22s,pre_disc,223,223,0
PSc340334-FUV.fits.gz,2011-12-15,10h53m03.134s,57d48m22.94s,pre_disc,11,11,0
PSc340334-NUV.fits.gz,2011-12-15,10h53m03.134s,57d48m22.94s,pre_disc,21,21,0
PSc350027-FUV.fits.gz,2012-01-02,10h52m28.619s,57d48m25.91s,pre_disc,11,11,0
PSc350027-NUV.fits.gz,2012-01-02,10h52m28.619s,57d48m25.91s,pre_disc,21,21,0
PSc350049-FUV.fits.gz,2012-01-02,10h47m20.4s,58d02m51.73s,pre_disc,11,11,0
PSc350049-NUV.fits.gz,2012-01-02,10h47m20.4s,58d02m51.73s,pre_disc,25,25,0
PSc350050-FUV.fits.gz,2011-12-15,10h44m19.122s,58d04m34.29s,pre_disc,21,21,0
PSc350050-NUV.fits.gz,2011-12-15,10h44m19.122s,58d04m34.29s,pre_disc,48,48,0
PSc350073-FUV.fits.gz,2012-01-02,10h43m26.846s,59d01m48.66s,pre_disc,24,24,0
PSc350073-NUV.fits.gz,2012-01-02,10h43m26.846s,59d01m48.66s,pre_disc,51,51,0
PSc350083-FUV.fits.gz,2012-01-03,8h40m33.122s,44d22m25.94s,pre_disc,7,7,0
PSc350083-NUV.fits.gz,2012-01-03,8h40m33.122s,44d22m25.94s,pre_disc,8,8,0
PSc350152-FUV.fits.gz,2012-01-05,9h59m01.052s,0d48m53.52s,pre_disc,19,19,0
PSc350152-NUV.fits.gz,2012-01-05,9h59m01.052s,0d48m53.52s,pre_disc,40,40,0
PSc350181-FUV.fits.gz,2012-01-13,8h44m20.712s,44d14m20.51s,pre_disc,13,13,0
PSc350181-NUV.fits.gz,2012-01-13,8h44m20.712s,44d14m20.51s,pre_disc,14,14,0
PSc350192-FUV.fits.gz,2012-01-15,9h54m51.792s,1d57m41.99s,pre_disc,14,14,0
PSc350192-NUV.fits.gz,2012-01-15,9h54m51.792s,1d57m41.99s,pre_disc,33,33,0
PSc350213-FUV.fits.gz,2012-01-24,10h04m06.984s,2d43m56.99s,pre_disc,21,21,0
PSc350213-NUV.fits.gz,2012-01-24,10h04m06.984s,2d43m56.99s,pre_post_disc,43,42,1
PSc350219-FUV.fits.gz,2012-01-19,10h02m35.109s,2d37m30.71s,pre_disc,75,75,0
PSc350219-NUV.fits.gz,2012-01-19,10h02m35.109s,2d37m30.71s,pre_disc,123,123,0
PSc350233-FUV.fits.gz,2012-01-19,9h57m51.917s,3d28m56.48s,pre_disc,15,15,0
PSc350233-NUV.fits.gz,2012-01-19,9h57m51.917s,3d28m56.48s,pre_disc,36,36,0
PSc350235-FUV.fits.gz,2012-01-09,12h17m24.048s,48d20m46.47s,pre_disc,9,9,0
PSc350235-NUV.fits.gz,2012-01-09,12h17m24.048s,48d20m46.47s,pre_disc,10,10,0
PSc350319-FUV.fits.gz,2012-01-19,8h41m40.962s,43d51m50.37s,pre_disc,7,7,0
PSc350319-NUV.fits.gz,2012-01-19,8h41m40.962s,43d51m50.37s,pre_disc,8,8,0
PSc350335-FUV.fits.gz,2012-01-19,10h47m07.927s,57d25m39.22s,pre_disc,26,26,0
PSc350335-NUV.fits.gz,2012-01-19,10h47m07.927s,57d25m39.22s,pre_disc,39,39,0
PSc350356-FUV.fits.gz,2012-01-09,3h33m48.72s,-28d03m13.36s,pre_disc,112,112,0
PSc350356-NUV.fits.gz,2012-01-09,3h33m48.72s,-28d03m13.36s,pre_disc,256,256,0
PSc350390-FUV.fits.gz,2012-01-19,10h57m44.248s,57d44m52.07s,pre_disc,25,25,0
PSc350390-NUV.fits.gz,2012-01-19,10h57m44.248s,57d44m52.07s,pre_disc,44,44,0
PSc350393-FUV.fits.gz,2012-01-02,10h50m14.479s,57d56m24.81s,pre_disc,22,22,0
PSc350393-NUV.fits.gz,2012-01-02,10h50m14.479s,57d56m24.81s,pre_disc,46,46,0
PSc350436-FUV.fits.gz,2012-01-15,9h56m09.226s,2d08m20.95s,pre_disc,14,14,0
PSc350436-NUV.fits.gz,2012-01-15,9h56m09.226s,2d08m20.95s,pre_disc,33,33,0
PSc350480-FUV.fits.gz,2012-01-03,8h36m02.831s,44d36m11.82s,pre_disc,8,8,0
PSc350480-NUV.fits.gz,2012-01-03,8h36m02.831s,44d36m11.82s,pre_disc,10,10,0
PSc350548-FUV.fits.gz,2012-01-19,8h35m23.466s,44d54m49.1s,pre_disc,7,7,0
PSc350548-NUV.fits.gz,2012-01-19,8h35m23.466s,44d54m49.1s,pre_disc,8,8,0
PSc350567-FUV.fits.gz,2012-01-02,10h38m50.151s,58d43m57.48s,pre_disc,10,10,0
PSc350567-NUV.fits.gz,2012-01-02,10h38m50.151s,58d43m57.48s,pre_disc,22,22,0
PSc350583-FUV.fits.gz,2012-01-09,12h15m48.799s,47d40m51.09s,pre_disc,7,7,0
PSc350583-NUV.fits.gz,2012-01-09,12h15m48.799s,47d40m51.09s,pre_disc,8,8,0
PSc350613-FUV.fits.gz,2012-01-19,10h02m27.844s,3d00m55.2s,pre_disc,20,20,0
PSc350613-NUV.fits.gz,2012-01-19,10h02m27.844s,3d00m55.2s,pre_disc,40,40,0
PSc350637-FUV.fits.gz,2012-01-19,10h51m04.923s,59d13m58.34s,pre_disc,34,34,0
PSc350637-NUV.fits.gz,2012-01-19,10h51m04.923s,59d13m58.34s,pre_disc,62,62,0
PSc350668-FUV.fits.gz,2012-01-20,10h02m22.382s,3d26m05.59s,pre_disc,15,15,0
PSc350668-NUV.fits.gz,2012-01-20,10h02m22.382s,3d26m05.59s,pre_disc,35,35,0
PSc350714-FUV.fits.gz,2012-01-19,12h21m07.726s,46d00m22.9s,pre_disc,9,9,0
PSc350714-NUV.fits.gz,2012-01-19,12h21m07.726s,46d00m22.9s,pre_disc,10,10,0
PSc350771-FUV.fits.gz,2012-01-19,10h43m14.691s,58d23m05.41s,pre_disc,11,11,0
PSc350771-NUV.fits.gz,2012-01-19,10h43m14.691s,58d23m05.41s,pre_disc,25,25,0
PSc350869-FUV.fits.gz,2012-01-19,8h42m16.676s,44d41m23.74s,pre_disc,8,8,0
PSc350869-NUV.fits.gz,2012-01-19,8h42m16.676s,44d41m23.74s,pre_disc,9,9,0
PSc360014-FUV.fits.gz,2012-01-26,12h21m53.454s,46d12m41.1s,pre_disc,9,9,0
PSc360014-NUV.fits.gz,2012-01-26,12h21m53.454s,46d12m41.1s,pre_disc,10,10,0
PSc360027-FUV.fits.gz,2012-01-24,10h40m58.633s,57d05m54.18s,pre_disc,8,8,0
PSc360027-NUV.fits.gz,2012-01-24,10h40m58.633s,57d05m54.18s,pre_disc,21,21,0
PSc360052-FUV.fits.gz,2012-01-22,9h55m43.211s,2d09m34.94s,pre_disc,14,14,0
PSc360052-NUV.fits.gz,2012-01-22,9h55m43.211s,2d09m34.94s,pre_disc,33,33,0
PSc360060-FUV.fits.gz,2009-04-20,12h24m21.874s,47d12m33.79s,pre_disc,11,11,0
PSc360060-NUV.fits.gz,2009-04-20,12h24m21.874s,47d12m33.79s,pre_disc,12,12,0
PSc360106-FUV.fits.gz,2012-02-03,12h17m08.865s,45d45m07.92s,pre_disc,4,4,0
PSc360106-NUV.fits.gz,2012-02-03,12h17m08.865s,45d45m07.92s,pre_disc,6,6,0
PSc360123-FUV.fits.gz,2012-02-10,8h46m41.831s,44d18m57.84s,pre_disc,12,12,0
PSc360123-NUV.fits.gz,2012-02-10,8h46m41.831s,44d18m57.84s,pre_disc,14,14,0
PSc360125-FUV.fits.gz,2012-02-10,8h36m38.099s,44d09m17.59s,pre_disc,8,8,0
PSc360125-NUV.fits.gz,2012-02-10,8h36m38.099s,44d09m17.59s,pre_disc,10,10,0
PSc360136-FUV.fits.gz,2012-01-30,10h46m00.204s,58d13m25.54s,pre_disc,21,21,0
PSc360136-NUV.fits.gz,2012-01-30,10h46m00.204s,58d13m25.54s,pre_disc,48,48,0
PSc360140-FUV.fits.gz,2012-02-03,12h22m28.331s,47d42m58.22s,pre_disc,14,14,0
PSc360140-NUV.fits.gz,2012-02-03,12h22m28.331s,47d42m58.22s,pre_disc,15,15,0
PSc360145-FUV.fits.gz,2012-02-10,10h54m40.471s,59d01m08.36s,pre_disc,13,13,0
PSc360145-NUV.fits.gz,2012-02-10,10h54m40.471s,59d01m08.36s,pre_disc,14,14,0
PSc360147-FUV.fits.gz,2012-01-29,8h43m37.175s,45d47m34.37s,pre_disc,9,9,0
PSc360147-NUV.fits.gz,2012-01-29,8h43m37.175s,45d47m34.37s,pre_disc,9,9,0
PSc360148-FUV.fits.gz,2012-01-29,8h40m10.575s,45d48m56.15s,pre_disc,7,7,0
PSc360148-NUV.fits.gz,2012-01-29,8h40m10.575s,45d48m56.15s,pre_disc,9,9,0
PSc360154-FUV.fits.gz,2012-02-03,9h55m18.524s,1d31m52.39s,pre_disc,6,6,0
PSc360154-NUV.fits.gz,2012-02-03,9h55m18.524s,1d31m52.39s,pre_disc,7,7,0
PSc360162-FUV.fits.gz,2012-02-13,9h56m48.051s,1d00m11.96s,pre_disc,22,22,0
PSc360162-NUV.fits.gz,2012-02-13,9h56m48.051s,1d00m11.96s,pre_disc,43,43,0
PSc360193-FUV.fits.gz,2012-02-13,9h57m01.9s,2d39m55.53s,pre_disc,30,30,0
PSc360193-NUV.fits.gz,2012-02-13,9h57m01.9s,2d39m55.53s,pre_disc,73,73,0
PSc360276-FUV.fits.gz,2012-02-13,10h39m48.38s,58d22m26.93s,pre_disc,11,11,0
PSc360276-NUV.fits.gz,2012-02-13,10h39m48.38s,58d22m26.93s,pre_disc,25,25,0
PSc360283-FUV.fits.gz,2012-02-13,12h27m23.831s,47d44m29.2s,pre_disc,3,3,0
PSc360283-NUV.fits.gz,2012-02-13,12h27m23.831s,47d44m29.2s,pre_disc,6,6,0
PSc360285-FUV.fits.gz,2012-02-11,8h44m18.429s,44d44m33.24s,pre_disc,7,7,0
PSc360285-NUV.fits.gz,2012-02-11,8h44m18.429s,44d44m33.24s,pre_disc,8,8,0
PSc360346-NUV.fits.gz,2011-05-12,14h10m11.725s,52d21m54.82s,pre_disc,20,20,0
PSc360414-FUV.fits.gz,2012-02-10,14h13m56.814s,54d19m36.85s,pre_disc,4,4,0
PSc360414-NUV.fits.gz,2012-02-10,14h13m56.814s,54d19m36.85s,pre_disc,18,18,0
PSc360440-FUV.fits.gz,2012-01-26,9h57m14.72s,1d00m23.85s,pre_disc,22,22,0
PSc360440-NUV.fits.gz,2012-01-26,9h57m14.72s,1d00m23.85s,pre_disc,43,43,0
PSc360465-FUV.fits.gz,2012-02-03,9h59m07.049s,1d42m56.45s,pre_disc,75,75,0
PSc360465-NUV.fits.gz,2012-02-03,9h59m07.049s,1d42m56.45s,pre_disc,129,129,0
PSc360526-FUV.fits.gz,2012-02-20,9h55m53.308s,2d08m17.21s,pre_disc,14,14,0
PSc360526-NUV.fits.gz,2012-02-20,9h55m53.308s,2d08m17.21s,pre_disc,33,33,0
PSc360627-FUV.fits.gz,2012-02-22,10h50m33.772s,56d47m05.69s,pre_disc,42,42,0
PSc360627-NUV.fits.gz,2012-02-22,10h50m33.772s,56d47m05.69s,pre_disc,81,81,0
PSc360647-NUV.fits.gz,2012-02-20,14h14m41.356s,52d24m09.37s,pre_disc,19,19,0
PSc360701-FUV.fits.gz,2012-02-22,10h45m08.247s,57d46m40.78s,pre_disc,10,10,0
PSc360701-NUV.fits.gz,2012-02-22,10h45m08.247s,57d46m40.78s,pre_disc,23,23,0
