Name,Disc. Date,mmax,Host Name,R.A.,Dec.,z,Type,Phot.,Spec.,Radio,X-ray,NUVexpt,FUVexpt
PSc490008,2013/02/21,19.21,,08:45:47.663,+44:25:14.18,0.11951,Ia,41.0,,,,2114.0,2031.0
PTF11cyv,2011/05/04,19.21,,"17:08:30.73,17:08:30.72","+60:16:24.0,+60:16:23.88",0.115,Ia,39.0,1.0,,,2938.0,2938.0
PTF11dec,2011/05/24,19.214000000000002,,"14:18:40.107,14:18:40.08,14:18:40.106,14:18:40.04","+54:10:59.00,+54:10:59.16,+54:10:58.8,+54:10:58.98,+54:10:59.1,+54:10:58.99",0.097,Ia,168.0,1.0,,,16511.0,15903.0
PTF12fut,2012/06/20,19.22,,"15:37:03.91,15:37:03.84","+14:45:42.0,+14:45:42.12",0.092,Ia,48.0,1.0,,,1819.0,138.0
OGLE-2013-SN-109,2013/10/30,19.22,,01:46:09.34,-67:28:00.1,0.088,Ia,36.0,1.0,,,449.0,336.0
SN1998el,1998/10/22,19.22,Abell 3122,"03:21:01.21,03:21:01.210","-41:33:06.6,-41:33:06.59","0.1,0.1",nIa,6.0,,,,0.0,0.0
PTF12czu,2012/04/17,19.23,,"14:15:37.30,14:15:37.2,14:15:37.273,14:15:37.274","+53:07:56.7,+53:07:56.64,+53:07:56.92",0.14721,Ia,89.0,1.0,,,3829.0,0.0
SN2010ar,2010/02/13,19.23,A100326+0101,"10:03:26.078,10:03:26.076,10:03:26.06,10:03:26.060,10:03:26.080,10:03:26.077","+01:01:45.91,+01:01:46.2,+01:01:46.20,+01:01:45.90",0.098,Ia,86.0,,,,67961.0,33238.0
PTF10fym,2010/04/26,19.23,,"15:22:52.28,15:22:52.32",+48:01:22.8,0.074,Ia,24.0,1.0,,,0.0,0.0
PTF10ncu,2010/06/21,19.23,,"17:49:01.12,17:49:01.2","+68:06:18.5,+68:06:18.36",0.07,Ia,12.0,1.0,,,0.0,0.0
SN2007sf,2007/11/12,19.23,SDSS J24859.11+011221.7,"22:48:59.10,22:48:59.04,22:48:59.11","+01:12:21.9,+01:12:21.924,+01:12:21.492",0.101906,Ia,6.0,1.0,,,4754.0,4754.0
SN1994B,1994/01/16,19.23,[P94a] 081751.35+155320.5,"08:20:40.90,08:20:40.920,08:20:40.92","+15:43:48.2,+15:43:48.24,+15:43:48.40,+15:43:48.4",0.089002,Ia,5.0,2.0,,,0.0,0.0
OGLE-2013-SN-136,2013/12/02,19.24,,04:55:46.85,-64:51:20.4,0.08,Ia,27.0,1.0,,,214.0,214.0
SN2003jq,2003/10/22,19.24,A233051-0928,"23:30:51.19,23:30:51.198,23:30:51.191","-09:28:34.0,-09:28:33.95,-09:28:34.09,-09:28:34.044","0.158,0.1568,0.156",Ia Pec,24.0,1.0,,,1730.0,217.0
PTF10fxp,2010/04/25,19.24,,"13:42:42.80,13:42:42.72","+65:18:07.3,+65:18:07.2",0.10443,Ia,19.0,1.0,,,0.0,0.0
SN2006fz,2006/09/12,19.25,SDSS J01641.84-002530.5,"00:16:41.35,00:16:41.314,00:16:41.3496,00:16:41.3136","-00:25:28.3,-00:25:28.344,-00:25:28.668,-00:25:28.686",0.1047,Ia,132.0,2.0,,,3004.0,3004.0
OGLE-2013-SN-040,2013/07/24,19.25,,00:53:49.35,"-63:49:24.1,-63:49:24.3",0.09,Ia,38.0,1.0,,,113.0,113.0
PTF10ujt,2010/09/01,19.25,,"01:49:34.34,01:49:34.344","-08:48:02.5,-08:48:02.52",0.14,Ia,20.0,1.0,,,207.0,207.0
OGLE-2013-SN-032,2013/07/07,19.26,,"00:19:17.49,00:19:17.52","-65:24:42.6,-65:24:42.8",0.09,Ia,71.0,1.0,,,322.0,0.0
PTF10gqi,2010/04/27,19.26,,"12:39:47.65,12:39:47.76","+59:56:41.2,+59:56:41.28",0.0445,Ia,17.0,1.0,,,3662.0,135.0
SN1992aq,1992/07/26,19.27,A230434-3720,"23:04:34.76,23:04:34.759","-37:20:42.1,-37:20:42.11",0.1009,Ia,42.0,,,,2217.0,108.0
OGLE-2012-SN-046,2012/12/16,19.27,,05:29:47.99,-59:29:59.4,0.111,Ia,22.0,,,,190.0,190.0
SN2009bg,2009/03/17,19.27,A132710+3130,"13:27:10.50,13:27:10.56","+31:30:32.5,+31:30:32.4","0.119,0.12,0.119",Ia,12.0,1.0,,,188.0,188.0
PTF10xtu,2010/10/08,19.27,,"01:06:48.77,01:06:48.768","+27:32:03.7,+27:32:03.84",0.11,Ia,10.0,1.0,,,108.0,108.0
PTF10goo,2010/04/24,19.28,,"13:54:34.10,13:54:34.08","+52:16:47.2,+52:16:47.28",0.08699,Ia,35.0,1.0,,,259.0,199.0
PTF11klo,2011/08/19,19.29,ESO 471-G10,"23:46:14.37,23:46:14.4","-28:05:50.6,-28:05:50.64",0.028,Ia,28.0,1.0,,,169.0,0.0
LSQ13dcy,2013/11/21,19.29,PGC 847586,"04:55:16.42,04:55:16.44","-20:00:05.7,-20:00:05.1",0.08,Ia,9.0,1.0,,,0.0,0.0
SN2002fa,2002/08/24,19.3,GALEXASC J205221.54+020843.8,"20:52:21.78,20:52:21.84,20:52:21.780","+02:08:41.9,+02:08:41.892,+02:08:41.89",0.0584,II P,47.0,6.0,,,226.0,226.0
PTF13dpz,2013/10/03,19.3,,"23:11:36.58,23:11:36.55","-01:00:26.1,-01:00:27.0",0.1,Ia,5.0,,,,4818.0,4818.0
PTF13dad,2013/08/28,19.3,,01:48:08.39,+37:33:29.1,0.086,Ia,4.0,,,,3159.0,3159.0
SN2002fu,2002/09/10,19.3,A220955+1205,"22:09:55.99,22:09:55.990","+12:05:06.6,+12:05:06.61","0.091,0.075",II,2.0,,,,212.0,212.0
SN2002gf,2002/09/27,19.3,2MASX J20551849-0004243,"20:55:17.88,20:55:18,20:55:17.880","-00:04:21.4,-00:04:21.36,-00:04:21.40",0.086236,Ia,2.0,1.0,,,116.0,0.0
SN1999ci,1999/05/15,19.3,A145212+2754,"14:52:12.70,14:52:12.701","+27:54:22.2,+27:54:22.21","0.124,0.12,0.124,0.12",Ia,1.0,1.0,,,63.0,63.0
SN1999gs,1999/12/28,19.3,NGC 4725,"12:50:26.28,12:50:26.280","+25:28:16.5,+25:28:16.50",0.004,Ia,1.0,,,,110.0,110.0
SN2000by,2000/04/07,19.3,A113954-0422,"11:39:54.91,11:39:54.910","-04:22:16.4,-04:22:16.39","0.1,0.1",Ia,1.0,,,,0.0,0.0
SN2001ki,2001/01/01,19.3,A104858-0026,"10:48:58.41,10:48:58.001,10:48:58.40","-00:26:45.2,-00:26:08.02","0.1062,0.11,0.1062",Ia,1.0,,,,1701.0,1701.0
SN2003dc,2003/03/26,19.3,A135421+0546,"13:54:21.70,13:54:21.701,13:54:21.708","+05:46:09.3,+05:46:09.30,+05:46:09.39","0.067,0.067",Ia,1.0,,,,112.0,112.0
SN2004hu,2004/09/22,19.3,A011502+0015,01:15:02.42,+00:15:42.9,"0.049,0.049",Ia,1.0,,,,3534.0,3534.0
SN2005hh,2005/10/20,19.3,A041305-2504,04:13:05.51,-25:04:00.5,0.065,Ia,1.0,,,,181.0,181.0
SN2007eg,2007/05/30,19.3,A130950+2044,13:09:50.34,+20:44:42.0,"0.1,0.1",Ia,1.0,,,,238.0,112.0
SN2007gc,2007/07/18,19.3,A144747+3028,14:47:47.32,+30:28:14.5,"0.12,0.12",Ia,1.0,,,,194.0,91.0
SN2008ck,2008/04/27,19.3,A152242+3022,15:22:42.30,"+30:22:08.0,+30:22:08.01","0.065,0.065",Ia,1.0,,,,1068.0,362.0
SN2008iw,2008/09/21,19.3,A230620+0940,23:06:20.03,+09:40:37.6,"0.11,0.11",Ia,1.0,,,,208.0,208.0
SN2009cu,2009/03/26,19.3,A132912+4643,13:29:12.64,+46:43:27.5,"0.1,0.1",Ia,1.0,,,,212.0,212.0
SN2009lt,2009/11/21,19.3,A013055+1836,01:30:54.49,+18:36:39.9,,Ia,1.0,,,,216.0,216.0
SN2009nd,2009/11/09,19.3,A020053+1352,02:00:53.94,+13:52:15.3,,Ia,1.0,,,,2016.0,1949.0
SNF20071001-012,2007/10/01,19.3,,02:35:52.92,+26:14:06.7,0.049,Ia,1.0,,,,202.0,202.0
SNF20080510-000,2008/05/10,19.3,,15:36:25.86,-16:05:52.3,0.03461,Ia,1.0,,,,225.0,115.0
SNF20080606-012,2008/06/06,19.3,,16:17:37.73,+03:28:28.7,0.07485,Ia,1.0,,,,759.0,589.0
SNF20080610-003,2008/06/10,19.3,,17:43:57.23,+51:22:18.8,0.09535,Ia,1.0,,,,175.0,175.0
SNF20080613-008,2008/06/13,19.3,,14:42:00.57,+30:04:21.2,0.10276,Ia,1.0,,,,285.0,104.0
SNF20080822-003,2008/08/22,19.3,,16:13:18.68,+56:28:22.2,0.05257,Ia,1.0,,,,18595.0,18595.0
SNF20080911-007,2008/09/11,19.3,,02:58:31.87,-15:11:25.4,0.08136,Ia,1.0,,,,232.0,232.0
SNF20080926-013,2008/09/26,19.3,,00:38:15.95,+20:21:01.6,0.09,Ia,1.0,,,,320.0,115.0
CSS121106:003304+312335,2012/11/06,19.3,,00:33:03.80,+31:23:35.3,0.14,Ia,1.0,,,,1868.0,1653.0
CSS130401:125031+090817,2013/04/01,19.3,,12:50:31.40,+09:08:16.9,0.084,Ia,1.0,1.0,,,95.0,95.0
iPTF13adw,2013/04/03,19.3,,14:21:01.12,+50:15:00.3,0.092,Ia,1.0,1.0,,,90.0,90.0
iPTF13aia,2013/04/05,19.3,,12:31:53.24,+09:12:19.2,,Ia,1.0,1.0,,,211.0,211.0
iPTF14avr,2014/05/09,19.3,,16:20:00.62,+38:24:02.8,0.09,Ia,1.0,1.0,,,149.0,149.0
iPTF14igh,2014/11/21,19.3,,12:35:50.40,+54:54:06.3,0.1,Ia,1.0,1.0,,,217.0,217.0
LSQ12bxv,2012/04/16,19.3,,14:27:15.55,-12:12:42.5,0.098,Ia,1.0,1.0,,,114.0,114.0
LSQ12bzs,2012/04/18,19.3,,15:13:40.78,-19:26:54.6,0.085,Ia Pec,1.0,1.0,,,212.0,98.0
LSQ12ehw,2012/08/10,19.3,,23:48:14.83,-07:10:18.1,0.08,Ia,1.0,,,,420.0,420.0
LSQ12elt,2012/08/11,19.3,,20:11:07.15,-23:08:44.5,0.1,Ia,1.0,1.0,,,754.0,754.0
LSQ12eve,2012/09/03,19.3,,21:53:16.61,-21:42:55.4,0.098,Ia,1.0,1.0,,,375.0,181.0
LSQ13bbh,2013/07/15,19.3,,22:23:08.51,-05:18:16.7,0.125,Ia,1.0,1.0,,,1847.0,195.0
LSQ13bpe,2013/08/12,19.3,,00:57:06.74,-37:15:31.7,0.089,Ia,1.0,1.0,,,117.0,117.0
LSQ13dn,2013/01/03,19.3,,13:08:45.31,-16:58:03.6,0.105,Ia,1.0,1.0,,,7999.0,1814.0
LSQ13dox,2013/12/18,19.3,,11:28:26.44,-07:39:16.4,0.115,Ia,1.0,1.0,,,385.0,160.0
LSQ13doz,2013/12/18,19.3,,03:42:20.68,+06:32:12.0,0.081,Ia,1.0,1.0,,,218.0,218.0
LSQ14act,2014/03/05,19.3,,15:59:44.65,-10:26:40.8,0.06,Ia,1.0,1.0,,,115.0,115.0
LSQ14azn,2014/03/26,19.3,,11:56:19.96,-19:17:27.3,0.08,Ia,1.0,1.0,,,195.0,195.0
LSQ14bdg,2014/04/21,19.3,,19:52:59.51,-58:48:42.3,0.07,Ia,1.0,1.0,,,113.0,113.0
LSQ14dsx,2014/08/01,19.3,,23:04:09.83,-52:11:44.0,0.1,Ia,1.0,1.0,,,214.0,214.0
LSQ14fhz,2014/09/15,19.3,,00:20:15.10,+02:22:47.2,0.114,Ia,1.0,1.0,,,113.0,113.0
LSQ14hw,2014/01/21,19.3,,09:25:20.41,-07:28:00.9,0.097,Ia,1.0,1.0,,,2078.0,2078.0
PTF10wyq,2010/09/30,19.3,,01:18:24.89,+19:26:46.2,0.08,Ia,1.0,,,,215.0,215.0
PTF11egb,2011/05/28,19.3,,18:42:47.95,+47:33:40.0,0.132,Ia,1.0,,,,0.0,0.0
PTF11fsv,2011/06/11,19.3,,20:58:53.70,-03:59:41.8,0.12,Ia,1.0,,,,87.0,0.0
PTF11fxh,2011/06/13,19.3,,21:35:17.32,+04:43:09.2,0.1325,Ia,1.0,,,,132.0,132.0
PTF11ipz,2011/07/23,19.3,,21:25:04.40,-03:50:33.0,0.163,Ia,1.0,,,,173.0,173.0
PTF12fls,2012/06/14,19.3,,16:00:21.35,+22:50:34.5,0.1071,Ia,1.0,,,,180.0,180.0
PTF12gui,2012/07/19,19.3,,15:50:07.07,+35:10:47.6,0.091,Ia,1.0,,,,467.0,353.0
PTF12iiq,2012/08/29,19.3,,02:50:07.76,-00:15:54.4,0.0291,Ia,1.0,,,,0.0,0.0
PTF12ms,2012/01/10,19.3,,02:43:51.56,+00:35:57.4,0.1147,Ia,1.0,,,,0.0,0.0
PTF13cow,2013/08/07,19.3,,23:43:40.45,+01:55:24.2,0.086,Ia,1.0,,,,239.0,156.0
PTF13dni,2013/09/26,19.3,,02:05:22.13,+23:23:16.5,0.12,Ia,1.0,,,,212.0,0.0
PTF13dym,2013/11/04,19.3,,23:24:30.19,+14:39:04.0,0.04213,Ia,1.0,,,,0.0,0.0
SN2010jx,2010/10/28,19.3,A011942+3024,01:19:42.22,+30:24:49.2,"0.11,0.11",Ia,1.0,,,,0.0,0.0
SN2010ka,2010/11/07,19.3,A032601-0049,03:26:01.99,-00:49:48.0,"0.166,0.17,0.166",Ia,1.0,,,,4324.0,4324.0
SN2010li,2010/11/28,19.3,A020702+2051,02:07:02.52,+20:51:13.9,,Ia,1.0,,,,329.0,117.0
SN2011jw,2011/12/27,19.3,A104741+0218,10:47:41.70,+02:18:15.4,0.049,Ia,1.0,,,,173840.0,121217.0
SN2014bo,2014/05/19,19.3,A162746+4144,16:27:46.15,+41:44:23.7,0.133,Ia,1.0,2.0,,,741.0,145.0
SN1997cz,1997/07/19,19.31,Abell 3565,"13:37:09.39,13:37:09.391","-33:47:31.9,-33:47:31.88",0.048,nIa,15.0,,,,112.0,0.0
SN2005kp,2005/11/01,19.32,SDSS J03053.26-004307.0,"00:30:53.153,00:30:53.1,00:30:53.155,00:30:53.138,00:30:53.1552,00:30:53.1384,00:30:53.16","-00:43:07.77,-00:43:08,-00:43:07.824,-00:43:08.148,-00:43:07.8528,-00:43:08.1372,-00:43:07.8","0.1163,0.117566",Ia,62.0,,,,3685.0,3685.0
PTF12cdb,2012/03/30,19.32,,"13:52:48.52,13:52:48.48","+42:39:43.3,+42:39:43.2",0.116,Ia,44.0,1.0,,,201.0,201.0
SN2007sh,2007/11/12,19.32,SDSS J02924.56+004952.0,"00:29:24.6744,00:29:24.67,00:29:24.6552","+00:49:53.389,+00:49:53.4,+00:49:52.925",0.149566,Ia,18.0,,,,5176.0,5176.0
PTF10gmh,2010/04/26,19.32,,"13:47:03.65,13:47:03.6","+39:08:00.1,+39:08:00.24",0.103,Ia,17.0,1.0,,,0.0,0.0
SN2006ja,2006/09/30,19.32,SDSS J22651.88+003023.0,"22:26:51.840,22:26:51.84,22:26:51.91","+00:30:23.08,+00:30:21.82,+00:30:22,+00:30:21.802,+00:30:21.593,+00:30:21.8","0.107,0.0964,0.0969",Ia,14.0,,,,3533.0,3533.0
PTF12egr,2012/05/14,19.32,,"12:39:34.18,12:39:34.08","+47:32:14.0,+47:32:13.92",0.132,Ia,14.0,1.0,,,221.0,221.0
PSc300105,2010/09/29,19.33,,23:26:50.473,-00:43:48.21,0.09187,Ia,89.0,,,,4818.0,4818.0
PTF10xtp,2010/09/29,19.34,,"02:09:08.93,02:09:08.928","+23:32:17.0,+23:32:17.16",0.1016,Ia,47.0,1.0,,,195.0,195.0
SN1996ap,1996/08/11,19.34,Abell 3806,"21:45:53.49,21:45:53.489","-57:08:27.3,-57:08:27.31","0.075,0.075",nIa,15.0,,,,1005.0,114.0
PS1-14qh,2014/02/27,19.34,,11:16:43.16,-16:45:04.9,0.13,Ia,2.0,1.0,,,116.0,116.0
PTF10gnj,2010/05/01,19.35,,"12:14:41.78,12:14:41.76","+10:57:33.2,+10:57:33.12",0.07832,Ia,58.0,1.0,,,116.0,116.0
SN2007px,2007/11/02,19.35,SDSS J02243.95-002845.7,"00:22:43.96,00:22:44.0064,00:22:43.9896,00:22:44.01","-00:28:46.0,-00:28:44.436,-00:28:44.67,-00:28:44.4",0.108128,Ia,22.0,2.0,,,3004.0,3004.0
PTF10nyt,2010/07/03,19.35,,"21:04:35.83,21:04:35.76","-04:02:49.3,-04:02:49.272",0.109,Ia,20.0,1.0,,,173.0,173.0
OGLE-2014-SN-153,2014/11/19,19.35,,"06:00:35.17,06:00:35.18","-61:49:41.6,-61:49:41.7",0.092,Ia,19.0,1.0,,,206.0,206.0
SN2005lk,2005/11/08,19.36,SDSS J15949.73-011132.7,"21:59:49.42,21:59:49.4,21:59:49.44,21:59:49.43","-01:11:37.4,-01:11:37,-01:11:37.356,-01:11:37.464,-01:11:37.3","0.104,0.113",Ia,42.0,,,,0.0,0.0
PTF10qoj,2010/08/01,19.36,,"17:08:20.99,17:08:20.88","+18:50:51.9,+18:50:52.08",0.11,Ia,26.0,1.0,,,1122.0,119.0
PTF11ddx,2011/05/06,19.36,,"12:21:08.60,12:21:08.64","+64:26:52.4,+64:26:52.44",0.13506,Ia,26.0,1.0,,,1627.0,1627.0
SDSS-II SN 11120,2005/11/12,19.36,SDSS J14150.10+002209.3,"21:41:49.630,21:41:49.68","+00:22:13.36,+00:22:13.357,+00:22:13.3,+00:22:12.961",0.107264,Ia,23.0,,,,5647.0,4564.0
SN1997fe,1997/12/31,19.36,Abell 3266,"04:33:07.64,04:33:07.60,04:33:07.639","-61:26:19.3,-61:26:19.2,-61:26:19.28","0.059,0.059",nIa,10.0,,,,98.0,98.0
PTF10qfo,2010/07/23,19.36,,"15:03:23.88,15:03:24","+68:27:27.9,+68:27:28.08",0.078,Ia,4.0,2.0,,,187.0,187.0
PS1-10s,2010/01/16,19.38,,"09:55:57.231,09:55:57.232,09:55:57.233","+02:15:48.47,+02:15:48.48",0.10229,Ia,61.0,,,,3493.0,3493.0
OGLE-2013-SN-015,2013/02/15,19.38,,"02:02:21.55,02:02:21.56","-65:44:08.4,-65:44:08.7",0.09,Ia,28.0,,,,207.0,95.0
PS1-14ub,2014/03/19,19.38,2MASX J14395503+5411188,14:39:54.11,+54:11:19.1,,Ia,3.0,,,,16604.0,15996.0
PTF11cml,2011/04/27,19.39,,"12:20:33.010,12:20:33.008,12:20:33.05,12:20:33.009","+46:39:58.14,+46:39:58.13,+46:39:57.9",0.132,Ia,75.0,,,,1764.0,119.0
PTF10hcu,2010/05/06,19.39,,"12:27:01.07,12:27:00.96","+09:45:43.0,+09:45:43.02",0.0925,Ia,51.0,1.0,,,116.0,116.0
SN1997df,1997/09/08,19.39,Abell 3223,"04:09:13.8,04:09:13.80,04:09:13.800","-30:42:23,-30:42:23.2,-30:42:23.3,-30:42:23.29",0.059,nIa,23.0,,,,0.0,0.0
PTF10bhw,2010/01/05,19.39,,"14:09:55.13,14:09:55.2","+08:50:57.7,+08:50:57.696",0.11,Ia,23.0,1.0,,,0.0,0.0
PTF11dtm,2011/05/21,19.39,,12:16:15.84,"+18:47:25.6,+18:47:25.44",0.112,Ia,16.0,1.0,,,513.0,105.0
SN2005hr,2005/10/03,19.4,SDSS J31833.80+000724.0,"03:18:33.816,03:18:33.8,03:18:33.792,03:18:33.83","+00:07:24.03,+00:07:24,+00:07:24.06,+00:07:23.77,+00:07:24.028,+00:07:23.768,+00:07:24.1","0.12,0.12",Ia,141.0,,,,3507.0,3507.0
OGLE-2014-SN-016,2014/02/18,19.4,,"07:42:01.43,07:42:01.479","-72:29:41.4,-72:29:41.66",0.07,Ia,50.0,1.0,,,282.0,282.0
OGLE-2013-SN-057,2013/08/22,19.4,,00:37:02.41,"-64:29:50.0,-64:29:49.9",0.1,Ia,37.0,1.0,,,0.0,0.0
SN2005ef,2005/09/09,19.4,SDSS J05822.99+004045.8,"00:58:22.87,00:58:22.9,00:58:22.872,00:58:22.848","+00:40:44.6,+00:40:45,+00:40:44.62,+00:40:44.602,+00:40:44.234,+00:40:44.4",0.108,Ia,35.0,,,,5880.0,5880.0
LSQ13pf,2013/03/21,19.4,,"13:48:14.34,13:48:14.35","-11:38:38.7,-11:38:38.58",0.085,Ia,34.0,,,,113.0,113.0
PTF11jgq,2011/07/28,19.4,,"17:55:28.99,17:55:29.04","+45:32:27.2,+45:32:27.24",0.129,Ia,18.0,1.0,,,138.0,138.0
PSc380204,2009/06/02,19.4,,14:15:14.266,+53:05:16.23,0.24035,Ia,15.0,,,,3829.0,0.0
SN2002eq,2002/08/08,19.4,A211900-1617,"21:19:00.19,21:19:00.190","-16:17:12.7,-16:17:12.70","0.088,0.088",Ia,2.0,,,,381.0,270.0
SN2000et,2000/11/17,19.4,A082115+0109,"08:21:15.21,08:21:15.209","+01:09:25.3,+01:09:25.31",,Ia,1.0,,,,86.0,86.0
SN2001eu,2001/09/21,19.4,2MASX J02375888-0101390,"02:37:58.89,02:37:58.80,02:37:58.800","-01:01:39.2,-01:01:40.1,-01:01:40.12",0.13524,Ia,1.0,1.0,,,3563.0,3563.0
SN2006rw,2006/11/14,19.4,A033809+0226,03:38:09.57,+02:26:05.6,"0.08,0.08",Ia,1.0,,,,250.0,250.0
SN2007dj,2007/04/19,19.4,A111019-0120,11:10:19.97,-01:20:20.0,"0.11,0.11",Ia,1.0,,,,222.0,108.0
SN2007ee,2007/05/28,19.4,A144747+1649,14:47:47.34,+16:49:53.1,0.03,Ia,1.0,,,,1752.0,256.0
SN2007ep,2007/06/08,19.4,A165438+1602,16:54:38.51,+16:02:59.7,"0.12,0.12",Ia,1.0,,,,222.0,144.0
SN2007gb,2007/07/18,19.4,A224237+2818,22:42:37.33,+28:18:56.4,"0.1,0.1",Ia,1.0,,,,0.0,0.0
SN2007in,2007/09/09,19.4,A010813+1844,01:08:13.68,+18:44:27.0,0.06,Ia,1.0,,,,262.0,262.0
SN2008fy,2008/09/30,19.4,A022408+2640,02:24:08.86,"+26:40:10.3,+26:40:10.31",,Ia,1.0,,,,414.0,414.0
SN2009du,2009/04/17,19.4,A133946-2127,13:39:46.36,-21:27:19.1,"0.062,0.062",Ia,1.0,,,,221.0,110.0
SN2009fc,2009/05/17,19.4,A152748+4135,15:27:48.59,+41:35:34.1,"0.082,0.082",Ia,1.0,,,,265.0,148.0
SNF20071003-000,2007/10/03,19.4,,00:02:49.99,-22:32:06.1,0.09782,Ia,1.0,,,,306.0,306.0
SNF20080510-005,2008/05/10,19.4,,13:38:24.29,+09:40:11.3,0.08732,Ia,1.0,,,,355.0,196.0
SNF20080813-002,2008/08/13,19.4,,20:43:32.61,-13:45:47.1,0.07161,Ia,1.0,,,,111.0,0.0
SNF20080817-005,2008/08/17,19.4,,16:54:32.99,+59:35:46.3,0.10057,Ia,1.0,,,,192.0,192.0
SNF20080821-000,2008/08/21,19.4,,20:24:19.93,+06:10:28.3,0.07464,Ia,1.0,,,,109.0,109.0
SNF20080828-003,2008/08/28,19.4,,22:28:50.38,+16:29:48.1,0.06664,Ia,1.0,,,,183.0,183.0
CSS120424:151613-095504,2012/04/24,19.4,,15:16:13.05,-09:55:03.9,0.116,Ia,1.0,1.0,,,93.0,93.0
CSS121014:233045-124838,2012/10/14,19.4,,23:30:45.00,-12:48:38.0,0.13,Ia,1.0,,,,113.0,113.0
CSS140104:002811-041606,2014/01/04,19.4,,00:28:10.90,-04:16:06.2,0.13,Ia,1.0,1.0,,,2574.0,186.0
iPTF13acq,2013/03/31,19.4,,10:00:46.20,+02:33:04.5,0.105,Ia,1.0,1.0,,,205181.0,153880.0
iPTF14fri,2014/09/17,19.4,,22:06:12.99,+15:32:10.9,0.081,Ia,1.0,1.0,,,0.0,0.0
iPTF14gdr,2014/09/26,19.4,,00:27:58.35,-05:12:59.5,0.069,Ia,1.0,1.0,,,2574.0,186.0
LSQ12bpo,2012/04/02,19.4,,11:23:34.49,"-12:23:58.9,-12:23:58.92",0.12,Ia,1.0,1.0,,,205.0,205.0
LSQ13azx,2013/07/12,19.4,,16:54:58.72,+13:07:27.8,0.13,Ia,1.0,1.0,,,179.0,179.0
LSQ13bjq,2013/08/07,19.4,,22:00:48.53,-13:07:17.2,0.07,Ia,1.0,,,,94.0,0.0
LSQ13byn,2013/08/25,19.4,,01:36:41.14,-17:53:59.1,0.11,Ia,1.0,1.0,,,187.0,187.0
LSQ13dj,2013/01/05,19.4,,10:39:34.04,-16:26:42.1,0.175,Ia,1.0,1.0,,,218.0,218.0
LSQ14am,2014/01/02,19.4,,12:58:28.50,-29:18:33.9,0.11,Ia,1.0,1.0,,,204.0,91.0
LSQ14dtr,2014/08/02,19.4,,03:19:52.03,-19:28:43.3,0.08,Ia,1.0,1.0,,,265.0,265.0
LSQ14duc,2014/08/02,19.4,,21:44:40.94,-01:26:44.1,0.12,Ia,1.0,1.0,,,0.0,0.0
LSQ14eew,2014/07/25,19.4,,23:20:42.10,+15:54:37.1,0.1,Ia,1.0,1.0,,,0.0,0.0
LSQ14fnt,2014/09/04,19.4,,21:26:53.77,-11:45:21.3,0.08,Ia,1.0,1.0,,,202.0,202.0
LSQ14vw,2014/02/15,19.4,,13:17:37.00,-12:15:04.6,0.1,Ia,1.0,1.0,,,9171.0,2557.0
PS1-1000791,2010/08/14,19.4,,"20:45:13.0890,20:45:13.089",-06:56:11.090,0.2,Ia,1.0,,,,2534.0,385.0
PTF11cbq,2011/04/12,19.4,,15:39:08.91,+34:36:03.0,0.12,Ia,1.0,,,,2694.0,315.0
PTF11dhw,2011/05/08,19.4,,14:38:33.27,+29:37:18.0,0.15,Ia,1.0,,,,285.0,104.0
PTF11hfu,2011/07/08,19.4,,21:21:13.83,+02:19:11.9,0.038,Ia,1.0,,,,209.0,0.0
PTF11ixp,2011/07/22,19.4,,23:05:25.14,+16:07:22.6,0.154,Ia,1.0,,,,0.0,0.0
PTF11jle,2011/07/23,19.4,,21:11:02.06,-01:07:08.3,0.22,Ia,1.0,,,,200.0,200.0
PTF11ogy,2011/10/03,19.4,,22:48:17.73,+18:09:22.7,0.1,Ia,1.0,,,,231.0,231.0
PTF11phm,2011/10/25,19.4,,02:01:42.59,+27:45:21.0,0.173,Ia,1.0,,,,2406.0,216.0
PTF12chm,2012/03/31,19.4,,15:08:42.90,+49:37:40.4,0.125,Ia,1.0,,,,193.0,193.0
PTF12eac,2012/05/01,19.4,,16:53:22.58,+36:16:23.3,0.088,Ia,1.0,,,,134.0,134.0
PTF12eaj,2012/05/01,19.4,,16:56:56.13,+38:45:18.6,0.1,Ia,1.0,,,,149.0,149.0
PTF12ebv,2012/05/11,19.4,,12:32:23.91,+33:51:49.2,0.132,Ia,1.0,,,,137.0,137.0
PTF12eer,2012/05/13,19.4,,12:51:32.50,+40:26:40.8,0.0658,Ia,1.0,,,,104.0,104.0
PTF12ekl,2012/05/16,19.4,,12:51:49.78,+44:24:01.4,0.12,Ia,1.0,,,,110.0,110.0
PTF12fxn,2012/06/22,19.4,,14:47:03.23,+09:39:25.9,0.0503,Ia,1.0,,,,1610.0,112.0
PTF12gax,2012/06/23,19.4,,16:45:04.61,+12:11:30.3,0.127,Ia,1.0,,,,218.0,218.0
PTF12gix,2012/07/02,19.4,,00:47:03.47,+41:30:07.7,0.11,Ia,1.0,,,,647.0,225.0
PTF13das,2013/08/29,19.4,,16:54:52.83,+27:34:36.2,0.108,Ia,1.0,,,,203.0,98.0
PTF13eel,2013/12/01,19.4,,08:30:15.52,+18:06:27.2,0.09,Ia,1.0,,,,0.0,0.0
