Name,Disc. Date,mmax,Host Name,R.A.,Dec.,z,Type,Phot.,Spec.,Radio,X-ray,NUVexpt,FUVexpt
PSc520232,2013/06/15,22.06,,14:12:32.820,+53:36:22.68,0.47182,Ia,31.0,,,,4662.0,1440.0
PSc540116,2013/07/11,22.06,,23:32:49.534,+00:08:35.34,0.3588,Ia,24.0,,,,4461.0,4461.0
PSc440229,2012/10/06,22.06,,02:28:17.337,-04:25:24.36,0.43776,Ia,22.0,,,,37140.0,217.0
PSc080438,2010/09/08,22.06,,03:31:44.958,-27:40:58.79,0.41836,Ia,20.0,,,,1929.0,228.0
PS1-12u,2012/01/03,22.06,,08:42:39.034,"+43:47:02.93,+43:47:02.94",0.3,Ia,19.0,,,,219.0,219.0
SDSS-II SN 7127,2005/10/20,22.06,,"01:05:25.704,01:05:25.68","+01:09:50.508,+01:09:50.148",,Ia,18.0,,,,2713.0,2713.0
SDSS-II SN 15455,2006/10/11,22.06,SDSS J20019.27-010305.7,"22:00:19.333,22:00:19.2,22:00:19.44","-01:03:04.91,-01:03:05.112,-01:03:04.932,-01:03:04.968",0.407071,Ia,17.0,,,,6328.0,6328.0
SDSS-II SN 8600,2005/10/26,22.06,SDSS J25705.01-000531.6,"02:57:04.987,02:57:04.992,02:57:04.968","-00:05:32.72,-00:05:32.7228,-00:05:32.7552,-00:05:32.9208",0.437935,Ia,16.0,,,,3348.0,3348.0
PSc150273,2011/04/12,22.06,,12:14:48.831,+47:19:09.63,0.45842,Ia,16.0,,,,108.0,108.0
SDSS-II SN 6120,2005/10/11,22.06,SDSS J21234.51-000327.4,"22:12:34.412,22:12:34.32","-00:03:26.33,-00:03:26.334,-00:03:26.3808,-00:03:26.7228",0.470141,Ia,15.0,,,,3558.0,2445.0
PSc530219,2013/07/04,22.06,,23:26:06.867,-00:19:09.92,,Ia,15.0,,,,4461.0,4461.0
SN2004fs,2004/10/15,22.06,A023119-0849,"02:31:19.95,02:31:19.943","-08:49:21.7,-08:49:21.67,-08:49:21.751","0.507,0.5062,0.493",Ia,13.0,1.0,,,5780.0,5780.0
SN1997ai,1997/03/05,22.06,A104857+0031,"10:48:57.61,10:48:57.610","+00:31:50.0,+00:31:50.02","0.45,0.45,0.45",Ia,12.0,,,,4846.0,4731.0
PSc360704,2012/02/14,22.06,,12:18:00.687,+46:48:52.39,0.23343,Ia,12.0,,,,1764.0,119.0
PSc530630,2013/07/26,22.06,,02:25:54.621,-03:04:06.40,0.36226,Ia,11.0,,,,1804.0,291.0
SDSS-II SN 13275,2006/08/27,22.06,,21:32:02.16,"-00:53:07.8252,-00:53:08.25",,Ia,8.0,,,,0.0,0.0
SDSS-II SN 18100,2007/09/14,22.06,SDSS J15743.76+002527.6,"01:57:43.872,01:57:43.848,01:57:43.824","+00:25:26.886,+00:25:27.016,+00:25:26.612",0.498089,Ia,8.0,,,,5470.0,5470.0
PSc070459,2010/08/07,22.06,,22:12:43.607,+00:36:42.44,0.53115,Ia,8.0,,,,3533.0,3533.0
SN1996ci,1996/03/17,22.06,A134556+0226,"13:45:56.16,13:45:56.160","+02:26:53.7,+02:26:53.70","0.495,0.495,0.495",Ia,7.0,,,,2106.0,209.0
SDSS-II SN 7365,2005/09/23,22.06,SDSS J32916.13+003447.3,23:29:16.08,"+00:34:47.3,+00:34:47.1,+00:34:47.6,+00:34:47.089",0.393925,Ia,7.0,,,,4291.0,2651.0
SDSS-II SN 21322,2007/10/30,22.06,,20:36:54.48,"-01:00:29.808,-01:00:30.168",,Ia,6.0,,,,0.0,0.0
PSc480630,2013/01/21,22.06,,09:58:40.671,+02:19:19.93,0.35531,Ia,6.0,,,,3493.0,3493.0
SDSS-II SN 18800,2007/09/22,22.06,SDSS J31326.29-002745.2,"03:13:26.28,03:13:26.256","-00:27:45.252,-00:27:45.216,-00:27:45.5508","0.317,0.278",Ia,4.0,,,,3460.0,3460.0
SDSS-II SN 11263,2005/11/19,22.06,SDSS J32009.52+001725.9,23:20:09.6,"+00:17:25.825,+00:17:25.51",,Ia,1.0,,,,4461.0,4461.0
PS1-10nf,2010,22.064,,16:13:54.72,+54:11:24,0.38,Ia?,,,,,22862.0,9290.0
SN2013hy,2013/08/30,22.07,A024232-0121,"02:42:32.82,02:42:32.83",-01:21:30.1,"0.663,0.663",SLSN-I,78.0,1.0,,,3676.0,3676.0
SNLS-04D4im,2004/10/09,22.07,[HSP2005] J221500.88-172345.84,"22:15:00.846,22:15:00.885","-17:23:45.75,-17:23:45.750,-17:23:45.84","0.751,0.751",Ia,27.0,1.0,,,611.0,475.0
SN2007ub,2007/11/07,22.07,A020724-0351,"02:07:24.14,02:07:24.136,02:07:24.132","-03:51:55.2,-03:51:55.20,-03:51:55.226","0.4621,0.4642",Ia,22.0,2.0,,,4146.0,229.0
PSc070096,2010/08/03,22.07,,16:12:31.207,+53:48:33.16,0.39277,Ia,21.0,,,,22862.0,9290.0
PSc080343,2010/08/31,22.07,,03:37:28.646,-27:43:23.52,0.45027,Ia,18.0,,,,1727.0,26.0
PSc350152,2012/01/05,22.07,,09:59:01.052,+00:48:53.52,0.69207,Ia,16.0,,,,7687.0,7687.0
PSc590177,2013/12/30,22.07,,08:38:56.135,+45:26:53.11,0.33165,Ia,15.0,,,,1896.0,1896.0
SN2004hd,2004/11/14,22.07,A020848-0426,"02:08:48.21,02:08:48.217","-04:26:10.4,-04:26:10.42,-04:26:10.319","0.4891,0.4903",Ia,14.0,1.0,,,2775.0,154.0
SDSS-II SN 14149,2006/09/16,22.07,SDSS J24029.86+000304.6,"02:40:29.904,02:40:29.88","+00:03:04.738,+00:03:04.457",0.53615,Ia,13.0,,,,0.0,0.0
SDSS-II SN 19518,2007/09/22,22.07,SDSS J04428.20-000612.7,"00:44:28.183,00:44:28.176","-00:06:12.73,-00:06:12.726,-00:06:12.7764,-00:06:13.0212","0.243,0.219,0.534",Ia,12.0,,,,7154.0,7154.0
SDSS-II SN 17115,2006/11/10,22.07,SDSS J22959.52-004549.4,"02:29:59.472,02:29:59.448","-00:45:49.4532,-00:45:49.7232",0.217547,Ia,11.0,,,,6803.0,6803.0
SDSS-II SN 15693,2006/10/13,22.07,SDSS J13928.35+003909.8,"01:39:28.34,01:39:27.984","+00:39:09.8,+00:39:04.8312,+00:39:04.5396",0.341212,Ia,10.0,,,,4863.0,4863.0
SDSS-II SN 21391,2007/11/04,22.07,SDSS J04318.78+000442.7,"00:43:18.79,00:43:18.72,00:43:18.696","+00:04:43.0,+00:04:41.96,+00:04:41.67",0.432962,Ia,9.0,,,,3432.0,3432.0
SDSS-II SN 8138,2005/10/30,22.07,SDSS J04552.04+002242.0,"00:45:51.98,00:45:51.984,00:45:52.008","+00:22:41.0,+00:22:40.98,+00:22:41.326,+00:22:40.976",0.397867,Ia,5.0,,,,3817.0,3817.0
SDSS-II SN 8421,2005/11/01,22.07,SDSS J05804.32-005602.7,"00:58:04.32,00:58:04.296","-00:56:02.9,-00:56:02.6556,-00:56:03.2028",0.479268,Ia,3.0,,,,4915.0,4915.0
SDSS-II SN 4639,2005/09/27,22.07,SDSS J15725.82-004526.2,"01:57:25.824,01:57:25.8","-00:45:26.1108,-00:45:26.2152,-00:45:26.2764",0.365265,Ia,2.0,,,,3393.0,3393.0
SDSS-II SN 19593,2007/10/20,22.07,SDSS J15952.65+004044.3,"01:59:52.676,01:59:52.632,01:59:52.656","+00:40:44.41,+00:40:44.22,+00:40:44.526,+00:40:44.522,+00:40:44.227","0.307,0.375455",Ia,1.0,,,,7424.0,7424.0
SNLS-05D4dt,2005/09/01,22.08,,22:14:25.847,"-17:40:16.00,-17:40:16.000","0.407,0.407",Ia,42.0,1.0,,,421.0,278.0
PSc330016,2011/10/19,22.08,,02:20:20.865,-03:46:30.62,0.32869,Ia,18.0,,,,4146.0,229.0
PSc300124,2011/07/23,22.08,,23:24:58.550,-00:17:47.36,0.40928,Ia,15.0,,,,4461.0,4461.0
SDSS-II SN 20719,2007/10/20,22.08,SDSS J21529.81-000504.3,"02:15:29.798,02:15:29.808,02:15:29.784","-00:05:03.05,-00:05:03.048,-00:05:03.1632,-00:05:03.4656",0.373119,Ia,14.0,,,,3316.0,3316.0
SDSS-II SN 21069,2007/10/20,22.08,SDSS J31614.77-005018.3,23:16:14.64,"-00:50:18.5,-00:50:22.2468,-00:50:22.4592",0.473334,Ia,13.0,,,,4818.0,4818.0
PSc310090,2011/09/05,22.08,,23:25:14.006,-00:36:18.39,0.34727,Ia,12.0,,,,5185.0,5185.0
SDSS-II SN 3539,2005/09/15,22.08,SDSS J30803.75-000742.1,"03:08:03.744,03:08:03.72,03:08:03.696","-00:07:41.808,-00:07:41.6604,-00:07:41.9916","0.468,0.392",Ia,11.0,,,,6997.0,6997.0
SDSS-II SN 19099,2007/10/06,22.08,,"00:06:55.442,00:06:55.4184","+00:10:29.359,+00:10:29.03",,Ia,10.0,,,,3432.0,3432.0
PSc580285,2013/12/26,22.08,,03:37:37.944,-28:09:20.39,0.23148,Ia,10.0,,,,1938.0,237.0
SDSS-II SN 9595,2005/10/26,22.08,SDSS J11257.32+000819.2,"01:12:57.216,01:12:57.192","+00:08:21.142,+00:08:20.771",,Ia,8.0,,,,3534.0,3534.0
SDSS-II SN 14811,2006/09/20,22.08,,22:20:31.92,"-00:46:01.074,-00:46:01.164,-00:46:01.2864","0.135,0.126",Ia,6.0,,,,10457.0,9264.0
SDSS-II SN 9458,2005/10/25,22.08,,"02:43:13.968,02:43:13.92","-00:09:42.7536,-00:09:42.8796",,Ia,6.0,,,,3316.0,3316.0
SDSS-II SN 21594,2007/11/02,22.08,SDSS J23856.02-001208.6,"02:38:56.04,02:38:56.016","-00:12:08.046,-00:12:08.3844",0.451125,Ia,5.0,,,,3316.0,3316.0
SDSS-II SN 15865,2006/10/27,22.08,SDSS J34816.11+002955.4,"03:48:16.08,03:48:16.104","+00:29:55.64,+00:29:55.612,+00:29:55.19",0.33,Ia,4.0,,,,7053.0,7053.0
SDSS-II SN 1998,2005/09/12,22.08,SDSS J05223.37+003351.5,"20:52:23.28,20:52:23.52","+00:33:51.62,+00:33:51.746,+00:33:51.44","0.625,0.495",Ia,1.0,,,,107.0,0.0
SNLS-05D1ix,2005/11/29,22.09,,02:24:19.967,"-04:40:12.01,-04:40:12.010","0.49,0.49",Ia,31.0,1.0,,,35484.0,217.0
SN2007tg,2007/10/06,22.09,A020610-0442,"02:06:10.51,02:06:10.506,02:06:10.505","-04:42:23.2,-04:42:23.19,-04:42:23.286","0.516,0.5151",Ia,20.0,4.0,,,2775.0,154.0
PSc480195,2013/01/27,22.09,,10:56:01.292,+58:21:17.28,0.41923,Ia,16.0,,,,209.0,209.0
SDSS-II SN 8576,2005/10/20,22.09,SDSS J05527.78-000942.3,"00:55:27.792,00:55:27.768","-00:09:41.2092,-00:09:41.2236,-00:09:41.4756",0.564,Ia,14.0,,,,3245.0,3245.0
PSc150009,2011/03/26,22.09,,08:39:34.012,+43:45:00.59,0.4317,Ia,11.0,,,,219.0,219.0
SDSS-II SN 10517,2005/10/27,22.09,,"02:35:21.456,02:35:21.432","+00:26:43.595,+00:26:43.465",,Ia,9.0,,,,0.0,0.0
SDSS-II SN 21166,2007/10/14,22.09,,22:35:16.8,"+00:08:30.426,+00:08:30.43,+00:08:30.23","0.548,0.446",Ia,8.0,,,,5438.0,4245.0
PSc160222,2011/05/29,22.09,,12:17:01.165,+47:01:48.46,,Ia,8.0,,,,108.0,108.0
SDSS-II SN 15660,2006/10/11,22.09,SDSS J21117.32-000226.7,22:11:17.28,"-00:02:26.232,-00:02:26.2572,-00:02:26.6568","0.574,0.463",Ia,6.0,,,,4165.0,4165.0
SDSS-II SN 18139,2007/09/14,22.09,SDSS J15213.44+001012.5,"01:52:13.512,01:52:13.488","+00:10:14.466,+00:10:14.095",0.486492,Ia,6.0,,,,3682.0,3682.0
SDSS-II SN 15558,2006/10/14,22.09,SDSS J22958.44+005712.3,"22:29:58.433,22:29:58.32","+00:57:12.62,+00:57:12.618,+00:57:12.319",0.305943,Ia,5.0,,,,5485.0,4754.0
PSc370593,2012/03/28,22.09,,10:45:03.743,+56:39:01.92,,Ia,5.0,,,,1821.0,120.0
SDSS-II SN 2079,2005/09/12,22.09,SDSS J22713.58-010403.9,22:27:13.68,"-01:04:03.9,-01:04:03.792,-01:04:03.972",0.306576,Ia,1.0,,,,6328.0,6328.0
PS1-10uu,2010,22.093000000000004,,10:51:04.56,+58:25:31.08,0.4,Ia?,,,,,1840.0,1840.0
SDSS-II SN 19014,2007/10/06,22.1,,"21:25:48,21:25:47.76","-00:38:46.0932,-00:38:46.356",,Ia,13.0,,,,3452.0,3452.0
SDSS-II SN 19739,2007/10/13,22.1,SDSS J22838.25-003004.1,22:28:38.16,"-00:30:04.716,-00:30:04.662,-00:30:04.9212","0.162,0.149",Ia,13.0,,,,3776.0,2583.0
PSc150221,2011/04/13,22.1,,14:12:02.497,+52:19:29.66,0.45949,Ia,13.0,,,,2101.0,0.0
SDSS-II SN 14916,2006/09/27,22.1,,"01:52:05.841,01:52:05.832,01:52:05.808","-01:08:30.39,-01:08:30.372,-01:08:30.516","0.262,0.234,0.472,0.481",Ia,12.0,,,,5900.0,5900.0
SDSS-II SN 18286,2007/09/03,22.1,,"02:47:48.624,02:47:48.6","-00:29:22.992,-00:29:22.9848,-00:29:23.2296","0.287,0.255",Ia,11.0,,,,0.0,0.0
PSc320180,2011/09/30,22.1,,02:23:34.624,-05:16:11.01,0.35287,Ia,11.0,,,,35669.0,218.0
PSc440398,2012/10/04,22.1,,03:27:47.165,-26:57:02.83,0.3667,Ia,11.0,,,,224.0,224.0
SDSS-II SN 5209,2005/09/26,22.1,SDSS J35939.20-010058.8,23:59:39.12,"-01:00:58.5,-01:00:58.716",0.284278,Ia,4.0,,,,4018.0,3677.0
SN2007or,2007/10/09,22.1,SDSS J14238.34+010149.2,"01:42:38.34,01:42:38.304,01:42:38.328,01:42:38.33","+01:01:49.6,+01:01:49.404,+01:01:49.008,+01:01:49.5","0.138,0.163",Ia,2.0,,,,4234.0,4234.0
SN1997as,1997/03/08,22.1,A082409-0048,"08:24:09.46,08:24:09.461","-00:48:08.2,-00:48:08.21","0.508,0.51,0.51",Ia,1.0,,,,114.0,114.0
SN1997bb,1997/03/08,22.1,A122900+0009,"12:29:00.72,12:29:00.720","+00:09:11.3,+00:09:11.30","0.518,0.52,0.52",Ia,1.0,,,,2017.0,2017.0
SN1998bc,1998/03/22,22.1,A134510+0223,"13:45:10.14,13:45:10.140","+02:23:52.4,+02:23:52.40","0.4,0.4",Ia,1.0,,,,2106.0,209.0
SN1999dr,1999/09/02,22.1,A230017-0005,"23:00:17.56,23:00:17.561","-00:05:12.5,-00:05:12.52","0.182,0.18,0.182",Ia,1.0,,,,18437.0,12513.0
SN1999gt,1999/12/29,22.1,A033210-2806,"03:32:10.28,03:32:10.279","-28:06:16.0,-28:06:15.98","0.274,0.27,0.274",Ia,1.0,,,,2165.0,464.0
SN2003lf,2003/12/13,22.1,A010849-0044,"01:08:49.81,01:08:49.818,01:08:49.807","-00:44:13.5,-00:44:13.49,-00:44:13.59,-00:44:13.490",0.41,Ia,1.0,2.0,,,3631.0,3631.0
SN2006ud,2006/12/16,22.1,A090632+1009,"09:06:32.460,09:06:32.46","+10:09:28.70,+10:09:28.7",,Ia,1.0,,,,2502.0,2502.0
DES14S2qb,2014/08/20,22.1,,02:43:59.72,-00:54:22.1,0.24,Ia,1.0,,,,3563.0,3563.0
DES14X2rao,2014/12/09,22.1,,02:24:01.90,-06:48:38.2,0.283,Ia,1.0,,,,1866.0,218.0
PTF11foq,2011/06/07,22.1,,16:53:56.45,+26:46:43.3,0.22,Ia,1.0,,,,182.0,99.0
SN2010fs,2010/06/15,22.11,A141403+5321,"14:14:03.340,14:14:03.339,14:14:03.34,14:14:03.337","+53:21:43.87,+53:21:43.8,+53:21:43.84,+53:21:43.88","0.43913,0.441,0.441,0.443",Ia,42.0,,,,3883.0,55.0
PSc520071,2013/06/04,22.11,,14:22:00.957,+53:37:09.57,,Ia,29.0,,,,5318.0,3050.0
PSc530547,2013/07/08,22.11,,23:27:56.725,-00:44:05.74,0.19785,Ia,25.0,,,,4621.0,4608.0
SN2007ui,2007/11/13,22.11,A023457-0804,"02:34:57.12,02:34:57.120,02:34:57.445","-08:04:00.2,-08:04:00.20,-08:03:57.919","0.413,0.4123,0.413",Ia,22.0,1.0,,,1867.0,1867.0
PSc350335,2012/01/19,22.11,,10:47:07.927,+57:25:39.22,0.34939,Ia,18.0,,,,117.0,117.0
PSc180255,2011/07/01,22.11,,22:14:56.395,+00:32:39.24,0.45836,Ia,17.0,,,,3533.0,3533.0
PSc200170,2011/09/25,22.11,,22:17:44.370,+01:21:00.72,0.44909,Ia,15.0,,,,6633.0,4754.0
SDSS-II SN 21582,2007/10/15,22.11,,"02:25:01.608,02:25:01.584","-00:30:55.098,-00:30:55.1052,-00:30:55.3788","0.352,0.305",Ia,14.0,,,,3316.0,3316.0
PSc150607,2011/04/13,22.11,,14:07:47.198,+53:52:51.93,0.43096,Ia,14.0,,,,1988.0,1380.0
SDSS-II SN 8323,2005/09/15,22.11,,"03:17:56.664,03:17:56.64","+00:42:19.552,+00:42:19.26",,Ia,11.0,,,,3507.0,3507.0
SDSS-II SN 4361,2005/09/13,22.11,,"00:21:21.298,00:21:21.2736","-00:37:06.6576,-00:37:07.0608",,Ia,8.0,,,,3004.0,3004.0
SDSS-II SN 8276,2005/10/26,22.11,SDSS J30741.38+011513.8,"03:07:41.4,03:07:41.376","+01:15:14.472,+01:15:13.968",0.472,Ia,8.0,,,,5822.0,4224.0
PSc370321,2012/03/14,22.11,,08:41:45.270,+43:41:57.30,0.42312,Ia,7.0,,,,219.0,219.0
SDSS-II SN 13807,2006/09/16,22.11,SDSS J04223.97+002653.9,"00:42:23.98,00:42:23.952","+00:26:54.0,+00:26:54.218,+00:26:53.837",0.513851,Ia,6.0,,,,3432.0,3432.0
SDSS-II SN 1461,2005/09/09,22.11,SDSS J13729.43+001234.7,"01:37:29.44,01:37:29.448,01:37:29.424","+00:12:35.0,+00:12:35.046,+00:12:34.844,+00:12:34.618",0.341186,Ia,5.0,,,,3534.0,3534.0
SDSS-II SN 3180,2005/09/26,22.11,SDSS J02826.82+001843.2,"00:28:26.82,00:28:26.8128","+00:18:43.384,+00:18:43.13",0.246952,Ia,2.0,,,,3432.0,3432.0
PSc530704,2013/07/15,22.12,,16:12:06.153,+56:04:37.60,0.39047,Ia,21.0,,,,11528.0,11528.0
PSc190241,2011/08/06,22.12,,16:05:45.472,+55:43:31.91,0.3882,Ia,20.0,,,,1331.0,1331.0
PSc310219,2011/09/09,22.12,,02:19:50.820,-03:48:47.14,0.43221,Ia,15.0,,,,4146.0,229.0
PS1-13zp,2013/03/07,22.12,,09:55:27.641,"+01:34:31.05,+01:34:31.06",0.34,Ia,13.0,,,,7286.0,7286.0
PSc310205,2011/09/06,22.12,,02:22:09.585,-03:52:18.90,0.28001,Ia,13.0,,,,4146.0,229.0
SN2007tl,2007/10/10,22.12,A011104-0015,"01:11:04.91,01:11:04.910,01:11:04.912","-00:15:43.3,-00:15:43.33,-00:15:43.364","0.3709,0.3731",Ia,8.0,1.0,,,3892.0,3892.0
SDSS-II SN 18071,2007/09/14,22.12,SDSS J34817.27+005844.8,"03:48:17.184,03:48:17.208","+00:58:46.506,+00:58:46.481,+00:58:46.096","0.248,0.223",Ia,4.0,,,,5268.0,3597.0
SDSS-II SN 14771,2006/10/04,22.12,SDSS J24722.74+010924.7,"02:47:22.752,02:47:22.704","+01:09:25.272,+01:09:24.804",0.267073,Ia,1.0,,,,3343.0,3343.0
SDSS-II SN 18473,2007/09/14,22.12,SDSS J31129.76-001427.1,23:11:29.76,"-00:14:27.2,-00:14:28.0716,-00:14:28.428",0.362207,Ia,1.0,,,,5598.0,5598.0
SDSS-II SN 19246,2007/09/22,22.12,SDSS J32638.58-005155.5,23:26:38.64,"-00:51:55.5,-00:51:55.2816,-00:51:55.89",0.335217,Ia,1.0,,,,5320.0,5320.0
SDSS-II SN 20971,2007/11/04,22.12,SDSS J15610.05-001256.7,"01:56:10.06,01:56:10.056,01:56:10.104","-00:12:57.5,-00:12:57.492,-00:12:57.15,-00:12:57.5064",0.300455,Ia,1.0,,,,6697.0,6697.0
PS1-10qu,2010,22.129,,12:25:52.32,+47:51:19.44,0.38,Ia?,,,,,223.0,223.0
SNLS-05D3dd,2005/04/10,22.13,[NSB2006] J142230.41+523624.7,"14:22:30.448,14:22:30.410","+52:36:24.46,+52:36:24.460,+52:36:24.76","0.48,0.48,0.48",Ia,46.0,,,,3479.0,0.0
SN2006sl,2006/11/14,22.13,A023215-0848,"02:32:15.952,02:32:15.95","-08:48:34.31,-08:48:34.3,-08:48:34.335","0.4092,0.418",Ia?,19.0,1.0,,,5161.0,5161.0
SDSS-II SN 21402,2007/11/04,22.13,SDSS J32427.69+000204.3,03:24:27.672,"+00:02:04.999,+00:02:04.772",,Ia,16.0,,,,3507.0,3507.0
PSc550059,2013/09/14,22.13,,23:25:12.699,-01:01:28.22,,Ia,14.0,,,,3458.0,3458.0
SDSS-II SN 15003,2006/09/22,22.13,,"01:29:33.264,01:29:33.24","+00:41:44.43,+00:41:44.459,+00:41:44.059","0.587,0.472",Ia,13.0,,,,1763.0,1763.0
PSc450075,2012/11/01,22.13,,08:42:42.207,+43:45:49.28,0.34327,Ia,13.0,,,,219.0,219.0
SDSS-II SN 16129,2006/10/20,22.13,SDSS J31359.51+001246.7,"03:13:59.52,03:13:59.496","+00:12:46.73,+00:12:46.735,+00:12:46.282",0.358,Ia,12.0,,,,3507.0,3507.0
SN2006tr,2006/12/17,22.13,A022829-0753,"02:28:29.535,02:28:29.54,02:28:29.532","-07:53:28.51,-07:53:28.5,-07:53:28.493","0.5792,0.5956",Ia?,12.0,5.0,,,1867.0,1867.0
SDSS-II SN 14752,2006/09/19,22.13,SDSS J25151.20+004005.9,"02:51:51.194,02:51:51.192,02:51:51.168","+00:40:05.99,+00:40:05.988,+00:40:06.0312,+00:40:05.736","0.404,0.593,0.619",Ia,11.0,,,,0.0,0.0
PSc140124,2011/02/21,22.13,,12:22:51.336,+46:17:26.08,0.34566,Ia,11.0,,,,1764.0,119.0
SDSS-II SN 8662,2005/10/20,22.13,SDSS J22946.41-002858.1,"02:29:46.44,02:29:46.584,02:29:46.56","-00:28:58.2,-00:28:54.9552,-00:28:55.38",0.55816,Ia,10.0,,,,3316.0,3316.0
SN1997P,1997/01/06,22.13,A105555-0356,"10:55:55.93,10:55:55.930","-03:56:48.2,-03:56:48.19","0.472,0.472,0.47,0.47",Ia,8.0,,,,1819.0,1819.0
SN1996cg,1996/03/17,22.13,A082413+0324,"08:24:13.33,08:24:13.330","+03:24:58.5,+03:24:58.50","0.49,0.49,0.47,0.49",Ia,7.0,,,,166.0,166.0
SN1996cn,1996/03/18,22.13,A134827+0227,"13:48:27.22,13:48:27.221","+02:27:46.6,+02:27:46.58","0.43,0.44,0.43",Ia,7.0,,,,2106.0,209.0
PSc160195,2011/05/27,22.13,,16:10:40.306,+53:39:26.32,0.22929,Ia,7.0,,,,22862.0,9290.0
SDSS-II SN 21013,2007/10/31,22.13,SDSS J20112.28-005602.0,"02:01:12.288,02:01:12.264","-00:56:02.1408,-00:56:02.436",,Ia,6.0,,,,3555.0,3555.0
SN1992bi,1992/04/21,22.13,A161012+3947,"16:10:12.79,16:10:12.799,16:10:12.80","+39:47:12.5,+39:47:12.53,+39:47:12.59,+39:47:12.6","0.458,0.458",Ia,5.0,,,,303.0,303.0
SN1994F,1994/01/09,22.13,A114959+1042,"11:49:59.53,11:49:59.539,11:49:59.54","+10:42:57.8,+10:42:58.00,+10:42:58.0","0.354,0.354",Ia,2.0,,,,140.0,16.0
SN2010fp,2010/06/15,22.136,A121406+4659,"12:14:06.504,12:14:06.48,12:14:06.50,12:14:06.501,12:14:06.505","+46:59:32.29,+46:59:32.28,+46:59:32.4,+46:59:32.37","0.35,0.35,0.35",Ia,1.0,,,,1118.0,127.0
PS1-10byj,2010/12/06,22.136,,"23:33:31.714,23:33:31.68,23:33:31.716","+00:08:24.06,+00:08:02.4","0.511,0.511",Ia,,,,,4461.0,4461.0
SNLS-05D3lc,2005/06/05,22.14,,"14:22:22.920,14:22:22.902","+52:28:43.920,+52:28:44.11","0.461,0.461",Ia,34.0,,,,2101.0,0.0
SDSS-II SN 10620,2005/10/25,22.14,,23:49:57.12,"-00:25:13.4364,-00:25:13.7856",,Ia,25.0,,,,5613.0,5272.0
SNLS-05D3cf,2005/03/07,22.14,DEEP2 11044756,"14:16:53.391,14:16:53.369","+52:20:42.19,+52:20:42.190,+52:20:42.47",0.418732,Ia,21.0,1.0,,,2101.0,0.0
PSc150604,2011/04/21,22.14,,10:44:27.019,+58:35:25.33,0.4926,Ia,16.0,,,,1895.0,1895.0
PSc500328,2013/04/05,22.14,,14:06:57.508,+52:29:23.98,0.45543,Ia,13.0,,,,2762.0,0.0
SDSS-II SN 10146,2005/10/20,22.14,SDSS J14306.99+011504.5,"01:43:07.008,01:43:06.984","+01:15:04.824,+01:15:04.608",0.284241,Ia,12.0,,,,5042.0,5042.0
SDSS-II SN 14579,2006/09/16,22.14,SDSS J30639.59-010611.8,"03:06:39.432,03:06:39.384","-01:06:14.184,-01:06:14.04,-01:06:14.328","0.562,0.454",Ia,12.0,,,,2078.0,2078.0
PSc530198,2013/07/04,22.14,,23:32:50.887,-00:41:44.54,0.37621,Ia,12.0,,,,4981.0,4640.0
SDSS-II SN 14722,2006/09/29,22.14,SDSS J32813.28-003023.7,03:28:13.272,"-00:30:23.652,-00:30:23.6196,-00:30:23.958","0.167,0.154",Ia,11.0,,,,2320.0,2320.0
PSc360193,2012/02/13,22.14,,09:57:01.900,+02:39:55.53,0.37424,Ia,11.0,,,,3614.0,3614.0
SDSS-II SN 20619,2007/09/16,22.14,SDSS J22308.49-002548.8,22:23:08.4,"-00:25:48.522,-00:25:48.7776",,Ia,10.0,,,,3776.0,2583.0
SDSS-II SN 15559,2006/10/14,22.14,,22:33:49.92,"+00:51:02.0808,+00:51:01.8504",,Ia,9.0,,,,8116.0,8116.0
PS1-12uq,2012/03/14,22.14,,10:05:14.133,"+01:42:02.41,+01:42:02.42",0.47736,Ia,9.0,,,,184492.0,125255.0
SDSS-II SN 9551,2005/10/26,22.14,SDSS J13256.00+000502.1,"01:32:55.968,01:32:55.944","+00:05:01.781,+00:05:01.18",,Ia,8.0,,,,3534.0,3534.0
PSc360263,2012/01/26,22.14,,12:15:15.882,+46:59:31.63,,Ia,8.0,,,,1674.0,189.0
SDSS-II SN 18275,2007/09/05,22.14,SDSS J25529.61-003720.3,22:55:29.52,"-00:37:20.514,-00:37:20.4672,-00:37:20.6868",0.472048,Ia,7.0,,,,3776.0,2583.0
SDSS-II SN 18969,2007/10/08,22.14,SDSS J12624.95+011153.6,01:26:24.96,"+01:11:54.132,+01:11:53.556",0.289217,Ia,7.0,,,,3408.0,3408.0
SDSS-II SN 14090,2006/09/16,22.14,SDSS J04638.67-004404.1,"00:46:38.688,00:46:38.664","-00:44:03.894,-00:44:03.8436,-00:44:04.146",0.357151,Ib/c,6.0,,,,3245.0,3245.0
ESSENCEq006,2006/09/16,22.14,,02:10:52.276,-03:57:39.374,"0.29,0.2891",Ia?,5.0,,,,4146.0,229.0
SDSS-II SN 15102,2006/10/03,22.14,SDSS J20128.74-003552.5,22:01:28.8,"-00:35:52.44,-00:35:52.422,-00:35:52.7856",0.583407,Ia,3.0,,,,5668.0,5668.0
