"Name","Disc. Date","Max Date","mmax","Host Name","R.A.","Dec.","z","Type","Phot.","Spec.","References"
"SN2009ik","2009/08/22","2009/08/22","14.9","NGC 4653","12:43:51.21","-00:34:54.4","0.0088,0.0088","Ia","1","","2012A&A...538A.120L,2009CBET.1923....1M,2008yCat....1.2024B,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009im","2009/08/24","2009/08/26","15.2","NGC 1355","03:33:22.07,03:33:22.10,03:33:22.104,03:33:22.08","-04:59:56.4,-04:59:55.2,-04:59:55.212,-04:59:56.508","0.0131","Ia","85","1","2014MNRAS.444.3258M,2015ApJS..220....9F,2015MNRAS.446.3895F,2012PASP..124..668Y,2012A&A...538A.120L"
"SN2009jk","2009/08/24","2009/08/23","23","A063103+2449","06:31:03.17","+24:49:13.4","0.07,0.07","II","1","","2009CBET.1961....6G,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009in","2009/08/25","2009/08/24","16.3","MCG -02-59-13","23:22:35.32","-13:05:43.6","0.0237","Ia","1","","2012A&A...538A.120L,2009CBET.1926....1P,2008yCat....1.2024B,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009ir","2009/08/25","2009/08/24","19.4","UGC 10396","16:26:52.41","+51:33:24.0","0.021,0.029","II","1","","2009CBET.1929....2S,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2012PASP..124..668Y"
"SN2009it","2009/08/27","2009/08/26","16.2","NGC 6841","19:57:48.68","-31:48:35.4","0.0195","Ia","1","","2009CBET.1933....1P,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009iu","2009/09/01","2009/11/07","14.75","NGC 7329","22:40:10.35","-66:28:06.4","0.0108","Ib","3","","2012A&A...538A.120L,2009CBET.1937....1M,2018arXiv180302571S,2008yCat....1.2024B,2016A&A...594A..13P"
"SN2009ix","2009/09/08","2009/09/07","18.1","A031753+4057","03:17:53.02","+40:57:31.9","","Ia","1","","2009CBET.1943....1R,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ks","2009/09/09","2009/08/31","21.46","A221548+0111","22:15:48.000,22:15:48.06","+01:11:05.39,+01:11:05.4","0.284,0.28","Ia","30","","2017arXiv171000846J,2014ApJ...795...44R,2012A&A...538A.120L,2016A&A...594A..13P,2009CBET.2012....1R"
"PSc440101","2009/09/12","2012/10/06","19.7","","23:32:23.930","-01:14:24.17","0.09249","Ia","39","","2017arXiv171000846J,2016A&A...594A..13P,2011ApJ...737..103S"
"PS0909010","2009/09/12","2009/09/22","21.12","","02:28:28.368","-04:04:44.08","","Ia","20","","2017arXiv171000846J,2011ApJ...737..103S"
"SN2009jl","2009/09/12","2009/09/11","22.3","A222322-0132","22:23:22.92","-01:32:26.5","0.3,0.3","Ia","1","","2012A&A...538A.120L,2009CBET.1961....6G,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009jm","2009/09/12","2009/09/11","22.2","A225014+1033","22:50:14.06","+10:33:35.1","0.29,0.29","Ia","1","","2012A&A...538A.120L,2009CBET.1961....6G,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009jn","2009/09/12","2009/09/11","21.9","A225139+1116","22:51:39.17","+11:16:55.7","0.29,0.29","Ia","1","","2012A&A...538A.120L,2009CBET.1961....6G,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"PSc080363","2009/09/15","2010/09/09","21.66","","03:26:38.821","-27:55:14.34","0.3166","Ia","32","","2017arXiv171000846J,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009iw","2009/09/15","2009/09/14","14.6","IC 2160","05:55:25.63","-76:55:15.9","0.0159","Ia","1","","2012A&A...538A.120L,2009CBET.1942....1D,2008yCat....1.2024B,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009iy","2009/09/15","2009/09/14","17.9","UGC 8520","13:30:10.54","+80:30:26.8","0.025,0.025","Ia","1","","2009CBET.1944....1O,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009kt","2009/09/15","2009/09/29","21.5","A022828-0404","02:28:28.368,02:28:28.37","-04:04:44.08,-04:04:44.1","0.27,0.33","Ia","1","","2012A&A...538A.120L,2009CBET.2012....1R,2016A&A...594A..13P,2014ApJ...795...44R,2011ApJ...737..103S"
"PSc550031","2009/09/16","2013/09/15","21.17","","02:25:20.926","-05:19:18.51","0.28078","Ia","28","","2017arXiv171000846J,2016A&A...594A..13P,2011ApJ...737..103S"
"AT2009oe","2009/09/16","2009/09/15","18.1","IC 1781","02:06:53.230","-00:31:23.16","0.043","Candidate","1","","2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009jo","2009/09/16","2009/09/15","21.8","A004042-0931","00:40:42.33","-09:31:54.4","0.31,0.31","Ia","1","","2012A&A...538A.120L,2009CBET.1961....6G,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009jb","2009/09/17","2009/08/28","15.79","A172341+3029","17:23:41.76,17:23:41.69,17:23:41.93","+30:29:50.64,+30:29:51.0,+30:29:50.2","0.0237","Ia","57","7","2012PASP..124..668Y,2014Ap&SS.354...89B,2014arXiv1408.1430M,2014MNRAS.444.3258M,2014MNRAS.438.1391P"
"SN2009jc","2009/09/17","2009/09/16","18.2","A010243-1927","01:02:43.63","-19:27:45.4","","Ia","1","","2009CBET.1950....1C,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009je","2009/09/17","2009/09/16","17.8","UGC 3312","05:28:40.07","+22:06:46.4","0.019,0.019","Ic","1","","2009CBET.1951....1C,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009iz","2009/09/19","2009/10/15","15.62","UGC 2175","02:42:15.41","+42:23:50.1","0.014,0.014","Ib","234","11","2014ApJS..213...19B,2014AJ....147...99M,2014Ap&SS.354...89B,2009CBET.1947....2S,2012A&A...538A.120L"
"PSc120715","2009/09/19","2011/01/07","21.41","","02:28:28.234","-04:10:43.65","0.26321","Ia","15","","2017arXiv171000846J,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009jd","2009/09/19","2009/09/18","18.4","A002955-0434","00:29:56.04","-04:34:50.7","0.0252","II","1","","2009CBET.1950....1C,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ku","2009/09/22","2009/09/23","19.21","A032953-2805","03:29:53.232,03:29:53.23","-28:05:12.12,-28:05:12.2","0.079","Ia","42","","2011ApJ...731L..11N,2014ApJ...795...44R,2012A&A...538A.120L,2016A&A...594A..13P,2009CBET.2012....1R"
"SN2009jg","2009/09/22","2009/09/26","15.7","A174034+1842","17:40:34.33","+18:42:49.2","","Ia","1","","2009CBET.1956....1D,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ji","2009/09/23","2009/09/22","17.9","A155452+3205","15:54:52.48","+32:05:05.6","0.048","Ia","1","","2012A&A...538A.120L,2009CBET.1960....1D,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009lz","2009/09/25","2009/09/24","18.8","A001259+1441","00:12:59.46","+14:41:21.3","0.05,0.05","II","1","","2009CBET.2059....3G,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009jf","2009/09/27","2009/10/16","14.3","NGC 7479","23:04:52.98","+12:19:59.5","0.0079","Ib","331","51","2012PASP..124..668Y,2011MNRAS.416.3138V,2014ApJS..213...19B,2014AJ....147...99M,2011MNRAS.413.2583S"
"AT2009oa","2009/09/27","2009/09/26","18.7","","01:38:50.590","+01:44:00.05","","Candidate","1","","2011ApJ...737..103S"
"SN2009jt","2009/09/29","2009/08/01","18.6","A034110-0935","03:41:10.67","-09:35:46.9","","Ia","1","","2009CBET.1970....1D,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009kv","2009/09/30","2009/10/09","21.45","A022106-0501","02:21:06.600,02:21:06.60","-05:01:23.84,-05:01:23.8","0.32,0.32","Ia","40","","2017arXiv171000846J,2014ApJ...795...44R,2012A&A...538A.120L,2016A&A...594A..13P,2009CBET.2012....1R"
"SN2009kz","2009/09/30","2009/10/10","21.19","A022240-0401","02:22:40.080,02:22:40.07","-04:01:38.32,-04:01:38.3","0.265,0.27","Ia","33","","2017arXiv171000846J,2014ApJ...795...44R,2012A&A...538A.120L,2016A&A...594A..13P,2009CBET.2012....1R"
"SN2009kw","2009/09/30","2009/10/11","21.3","A033823-2815","03:38:23.400,03:38:23.39","-28:15:11.88,-28:15:11.8","0.242,0.24","Ia","1","","2014ApJ...795...44R,2012A&A...538A.120L,2009CBET.2012....1R,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009kx","2009/09/30","2009/10/10","21","A022113-0354","02:21:13.752,02:21:13.75","-03:54:35.82,-03:54:35.8","0.23,0.23","Ia","1","","2012A&A...538A.120L,2009CBET.2012....1R,2016A&A...594A..13P,2014ApJ...795...44R,2011ApJ...737..103S"
"SN2009ky","2009/09/30","2009/10/01","20.8","A033428-2754","03:34:28.800,03:34:28.80","-27:54:30.24,-27:54:30.3","0.256,0.26","Ia","1","","2014ApJ...795...44R,2012A&A...538A.120L,2009CBET.2012....1R,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009jw","2009/10/03","2009/10/02","18.3","MCG +07-16-08","07:37:36.76","+41:56:56.9","0.01967","II","1","","2012A&A...538A.120L,2009CBET.1978....1K,2008yCat....1.2024B,2016A&A...594A..13P,2011ApJ...737..103S"
"PTF09fma","2009/10/05","2009/10/10","17.33","","03:10:23.33,03:10:23.327","-09:59:58.0,-09:59:58.04","0.031","II","37","","2016ApJ...820...33R,2016A&A...594A..13P,2010ApJ...721..777A,2012PASP..124..668Y,2011ApJ...737..103S"
"SN2009jr","2009/10/08","2009/10/07","16","IC 1320","20:26:26.03,20:26:26.013,20:26:25.92","+02:54:32.1,+02:54:31.73,+02:54:32.004","0.0165,0.0156,0.0165","Ia","127","","2012ApJS..200...12H,2014Ap&SS.354...89B,2015ApJS..220....9F,2012A&A...538A.120L,2009CBET.1964....1B"
"PTF09fox","2009/10/09","2009/11/02","18.42","","23:20:47.800,23:20:47.76,23:20:47.79,23:20:48.01","+32:30:06.27,+32:30:06.12,+32:30:06.1,+32:30:08.6","0.0718,0.0707,0.0718","Ia","15","4","2014MNRAS.444.3258M,2012PASP..124..668Y,2014arXiv1408.1430M,2014MNRAS.438.1391P,2013ApJ...770..107C"
"PTF09foz","2009/10/09","2009/11/02","17.87","","00:42:11.893,00:42:11.928,00:42:11.90,00:42:11.72","-09:52:54.65,-09:52:54.804,-09:52:54.8,-09:52:52.5","0.05331","Ia","14","4","2012PASP..124..668Y,2014MNRAS.444.3258M,2014arXiv1408.1430M,2014MNRAS.438.1391P,2013ApJ...770..107C"
"SN2009jp","2009/10/09","2009/10/08","17.6","A231742+1357","23:17:42.71","+13:57:24.7","0.055,0.055","Ia","1","","2009CBET.1962....1S,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009jq","2009/10/09","2009/10/08","17.9","UGC 1919","02:27:39.82","+36:09:28.6","0.0359","II","1","","2009CBET.1963....1N,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009js","2009/10/11","2009/10/13","15.06","NGC 918","02:25:48.28","+18:29:25.8","0.005027","II-Pp.","188","4","2013ApJ...767..166G,2012A&A...538A.120L,2009CBET.1969....2S,2008yCat....1.2024B,2014AJ....148..107R"
"SN2009ju","2009/10/11","2009/10/10","18.2","UGC 3285","05:18:54.84","+19:10:11.5","0.0199","II","1","","2009CBET.1974....1P,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2012PASP..124..668Y"
"SN2009jy","2009/10/14","2009/10/13","17.2","NGC 3208","10:19:39.25","-25:49:21.9","0.012,0.0097","Ic","1","","2012A&A...538A.120L,2009CBET.1983....1M,2008yCat....1.2024B,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009ml","2009/10/14","2009/10/13","20.9","A235333-1009","23:53:33.47","-10:09:49.9","0.21,0.21","Ia","1","","2012A&A...538A.120L,2009CBET.2089....9G,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009kk","2009/10/15","2009/10/14","15","2MFGC 3182","03:49:44.27,03:49:44.320,03:49:44.256","-03:15:51.9,-03:15:52.66,-03:15:52.092","0.0129,0.0124,0.0125","Ia","174","","2012ApJS..200...12H,2015ApJS..220....9F,2009CBET.1991....2S,2012A&A...538A.120L,2014ApJ...795...44R"
"SN2009mm","2009/10/15","2009/10/14","20.6","A025623+4140","02:56:23.61","+41:40:31.6","0.17,0.17","Ia","1","","2012A&A...538A.120L,2009CBET.2089....9G,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009mn","2009/10/15","2009/10/14","21.8","A063136+2519","06:31:36.88","+25:19:35.9","0.25,0.25","Ia","1","","2012A&A...538A.120L,2009CBET.2089....9G,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ns","2009/10/15","2009/10/14","16.9","A021537-0325","02:15:37.60","-03:25:41.0","0.05,0.05","Ia","1","","2010CBET.2131....2K,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009jv","2009/10/16","2009/10/15","17.2","UGC 5157","09:40:57.83","+47:37:04.0","0.0161","IIb","1","2","2019MNRAS.482.1545S,2012A&A...538A.120L,2009CBET.1977....1G,2008yCat....1.2024B,2016A&A...594A..13P"
"SN2009jx","2009/10/17","2009/10/16","17.3","UGC 11695","21:12:09.77","-01:28:32.5","0.0323","II","1","","2009CBET.1979....1G,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ma","2009/10/17","2009/10/16","18.2","A082858-0035","08:28:58.20","-00:35:12.3","0.089,0.089","II","1","","2009CBET.2059....3G,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009mo","2009/10/17","2009/10/16","21.5","A091424+1551","09:14:24.15","+15:51:10.3","0.07,0.07","Ia","1","","2009CBET.2089....9G,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009mp","2009/10/17","2009/10/16","21.5","A092359+1406","09:23:59.78","+14:06:47.7","0.13,0.13","Ia","1","","2012A&A...538A.120L,2009CBET.2089....9G,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"AT2009od","2009/10/18","2009/10/17","16.1","","22:48:47.820","+28:11:09.24","0.0899","Candidate","1","","2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009jz","2009/10/18","2009/10/17","17","ESO 159-G23","05:40:05.30","-55:32:03.9","0.024,0.024","Ia","1","","2009CBET.1984....1D,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ka","2009/10/18","2009/10/17","17","A211737+2600","21:17:35.78","+26:01:12.0","","IIb","1","2","2019MNRAS.482.1545S,2009CBET.1985....1B,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009mb","2009/10/18","2009/10/17","19","A091109+1959","09:11:09.20","+19:59:45.2","0.154,0.15,0.154","II","1","","2009CBET.2059....3G,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ny","2009/10/20","2009/10/19","18.2","A221123-0912","22:11:23.59","-09:12:44.4","0.057","Ib","1","","2012A&A...538A.120L,2010CBET.2156....1C,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009kl","2009/10/23","2009/10/22","16.8","IC 2548","10:07:56.75","-35:13:59.3","0.0147","II","1","","2009CBET.1993....1D,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009km","2009/10/23","2009/10/22","16","A030259-1449","03:02:59.01","-14:49:01.9","0.0183","Ia","1","","2009CBET.1996....1D,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009nl","2009/10/23","2009/10/22","18.7","A033947-1113","03:39:47.78","-11:13:25.0","","Ic","1","","2009CBET.2106....2G,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009kn","2009/10/26","2009/11/04","16.41","MCG -03-21-06","08:09:43.04","-17:44:51.3","0.0143","IIn","105","4","2012MNRAS.424..855K,2017arXiv170601030H,2017ApJS..233....6H,2009CBET.1997....1G,2012A&A...538A.120L"
"SN2009ko","2009/10/28","2009/10/27","16.3","UGC 4175","08:01:58.38","+15:03:34.7","0.0162","Ia","1","","2009CBET.1998....1K,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"PTF09gvo","2009/11/03","2009/11/08","19.71","","00:24:04.02","+17:15:26.8,+17:15:26.64","0.139","Ia","6","1","2014MNRAS.444.3258M,2012PASP..124..668Y,2014arXiv1408.1430M,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009kp","2009/11/03","2009/11/02","15.1","NGC 6246","16:49:51.49","+55:32:35.8","0.0178","Ia","1","","2009CBET.2004....1B,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ld","2009/11/04","2009/11/03","18.8","A224948+1138","22:49:48.41","+11:38:46.8","0.0253","II","1","","2009CBET.2021....1L,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009kq","2009/11/05","2009/11/21","14.6","MCG +05-21-01","08:36:15.09,08:36:15.148,08:36:15.12","+28:04:01.7,+28:04:01.67,+28:04:01.56","0.0116,0.0124,0.0117,0.0126","Ia","223","","2012ApJS..200...12H,2015ApJS..220....9F,2012A&A...538A.120L,2009CBET.2005....1G,2016A&A...594A..13P"
"SN2009kr","2009/11/06","2009/11/13","13.9","NGC 1832","05:12:03.30","-15:41:52.2","0.0065,0.0065,0.0063","II","321","11","2014Ap&SS.354...89B,2017ApJS..233....6H,2017arXiv170601030H,2012A&A...538A.120L,2009CBET.2006....1N"
"SN2009lf","2009/11/06","2009/11/13","17.1","2MASX J02014081+1519521","02:01:39.61,02:01:39.616,02:01:39.624","+15:19:58.1,+15:19:58.13,+15:19:58.44","0.0441,0.0307,0.0314,0.0442","Ia","99","","2012ApJS..200...12H,2015ApJS..220....9F,2012A&A...538A.120L,2009CBET.2023....1D,2015Sci...347.1459K"
"SN2009ly","2009/11/06","2009/11/05","19","A004113-0909","00:41:12.70,00:41:12.91","-09:08:53.0,-09:09:00.4","0.0529","Ia","1","1","2009CBET.2056....1Z,2012A&A...538A.120L,2012PASP..124..668Y,2014MNRAS.438.1391P,2016A&A...594A..13P"
"SN2009nc","2009/11/08","2009/11/07","18.6","A113307+2441","11:33:07.28","+24:41:30.8","","Ia","1","","2009CBET.2101....1D,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009nd","2009/11/09","2009/11/08","19.3","A020053+1352","02:00:53.94","+13:52:15.3","","Ia","1","","2009CBET.2101....1D,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009lg","2009/11/10","2009/11/17","18.18","A233849+2815","23:38:49.93,23:38:49.90,23:38:49.92,23:38:49.63","+28:15:54.2,+28:15:53.8,+28:15:53.64,+28:16:13.8","0.0575","Ia","7","1","2014MNRAS.444.3258M,2012A&A...538A.120L,2012PASP..124..668Y,2014arXiv1408.1430M,2014MNRAS.438.1391P"
"SN2009ne","2009/11/10","2009/11/09","18.6","A120736+2042","12:07:36.61","+20:42:13.4","","Ia","1","","2009CBET.2101....1D,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009mq","2009/11/11","2009/11/10","20.1","A234459-0359","23:44:59.82","-03:59:13.7","0.04,0.04","Ia","1","","2009CBET.2089....9G,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009nf","2009/11/11","2009/11/10","19.8","A015856-0716","01:58:56.97","-07:16:58.3","","II","1","","2009CBET.2101....1D,2012A&A...538A.120L,2008yCat....1.2024B,2012PASP..124..668Y,2011ApJ...737..103S"
"SN2009la","2009/11/12","2009/11/11","15.7","NGC 1572","04:22:45.74","-40:36:48.1","0.0204","Ia","1","","2009CBET.2013....1D,2012A&A...538A.120L,2008yCat....1.2024B,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2009lb","2009/11/12","2009/11/11","18","UGC 2944","04:04:35.97","+33:17:27.0","0.0187","II","1","","2009CBET.2014....1R,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ll","2009/11/12","2009/11/11","18.2","ESO 122-G4","06:42:12.52","-61:04:27.2","0.045","II","1","","2014Ap&SS.354...89B,2012A&A...538A.120L,2009CBET.2031....1M,2016A&A...594A..13P,2008yCat....1.2024B"
"SN2009lj","2009/11/13","2009/11/12","18.8","NGC 1233","03:12:32.49","+39:18:42.0","0.0146","IIb/Ib/Ic","1","1","2009CBET.2027....1C,2019MNRAS.482.1545S,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B"
"SN2009mr","2009/11/15","2009/11/14","20.1","A222559+1713","22:25:59.56","+17:13:32.7,+17:13:33.0","0.11,0.11","Ia","1","","2012A&A...538A.120L,2009CBET.2089....9G,2016A&A...594A..13P,2003yCat.2246....0C,2011ApJ...737..103S"
"SN2009le","2009/11/16","2009/11/25","15.59","ESO 478-6","02:09:17.14,02:09:17.160,02:09:17.16","-23:24:44.8,-23:24:44.74,-23:24:44.64","0.017792","Ia","58","2","2012ApJS..200...12H,2015ApJS..220....9F,2012A&A...538A.120L,2009CBET.2022....1P,2012MNRAS.426.2359M"
"SN2009li","2009/11/16","2009/11/20","17.69","IC 1549","00:22:51.40,00:22:51.395","+06:58:11.8,+06:58:11.35","0.0404,0.0392,0.0404","Ia","13","","2012ApJS..200...12H,2012A&A...538A.120L,2009CBET.2026....1J,2016A&A...594A..13P,2008yCat....1.2024B"
"SN2009lh","2009/11/16","2009/11/15","18.8","A095322-1838","09:53:22.52","-18:38:26.1","0.07,0.07","Ia","1","","2009CBET.2024....1M,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009lk","2009/11/17","2009/11/16","17.8","A015708+0405","01:57:08.66","+04:05:07.3","0.041,0.041","II","1","","2009CBET.2028....1P,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009lm","2009/11/17","2009/11/16","17.7","NGC 2980","09:43:12.07","-09:36:19.9","0.0191","II","1","","2014Ap&SS.354...89B,2012A&A...538A.120L,2009CBET.2032....1C,2008yCat....1.2024B,2016A&A...594A..13P"
"SN2009lp","2009/11/17","2009/11/16","16.5","A103728-2739","10:37:28.45","-27:39:18.9","0.015,0.015","Ia","1","","2009CBET.2037....2S,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ln","2009/11/18","2009/11/17","18.2","A030757+1621","03:07:56.50","+16:21:45.5","0.035,0.035","II","1","","2009CBET.2035....1K,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ms","2009/11/18","2009/11/17","20","A103955+3948","10:39:55.40","+39:48:10.9","0.11,0.11","Ia","1","","2012A&A...538A.120L,2009CBET.2089....9G,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009lv","2009/11/19","2009/10/18","17.4","A001626+2226","00:16:26.57","+22:26:10.1","","Ia","1","","2009CBET.2045....1D,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009lo","2009/11/20","2009/11/19","18","UGC 717","01:09:21.48","+14:20:22.8","0.0384","II","1","","2009CBET.2036....1N,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009lu","2009/11/20","2009/11/19","18.3","MCG -01-28-05","10:54:20.96","-04:20:39.1","0.0215","Ia","1","","2009CBET.2044....1N,2012A&A...538A.120L,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009nm","2009/11/20","2009/11/19","18.8","A100524+5116","10:05:24.54","+51:16:38.7","0.21,0.21","II","1","","2012A&A...538A.120L,2009CBET.2106....2G,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009nt","2009/11/20","2009/11/19","19.6","A231103+2026","23:11:03.12","+20:26:19.6","0.1,0.1","Ia","1","","2012A&A...538A.120L,2010CBET.2131....2K,2016A&A...594A..13P,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009lt","2009/11/21","2009/11/20","19.3","A013055+1836","01:30:54.49","+18:36:39.9","","Ia","1","","2009CBET.2043....2E,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009mc","2009/11/21","2009/10/20","17.7","A085559-0519","08:55:59.81","-05:19:44.6","","Ia","1","","2009CBET.2060....1C,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
"SN2009ng","2009/11/21","2009/11/20","17.9","A013728+2534","01:37:28.24","+25:34:50.2","","Ia","1","","2009CBET.2101....1D,2012A&A...538A.120L,2008yCat....1.2024B,2011ApJ...737..103S"
