"Name","Disc. Date","Max Date","mmax","Host Name","R.A.","Dec.","z","Type","Phot.","Spec.","References"
"SN2006ls","2006/10/17","2006/11/02","19.44","SDSS J14840.67-003432.7","01:48:40.680,01:48:40.56,01:48:40.536","-00:34:32.70,-00:34:35.796,-00:34:35.976,-00:34:35.7996,-00:34:35.994,-00:34:35.7","0.147,0.125,0.143,0.144","Ia","52","","2014arXiv1401.3317S,2012ApJ...755...61S,2010ApJ...713.1026D,2016A&A...594A..13P,2012A&A...538A.120L"
"SN2006kz","2006/10/17","2006/10/29","20.24","SDSS J14723.57-002941.1","21:47:23.520,21:47:23.28,21:47:23.40","-00:29:41.15,-00:29:40.848,-00:29:41.172,-00:29:40.8372,-00:29:41.1612,-00:29:40.8","0.199,0.201","Ia","44","","2014arXiv1401.3317S,2012ApJ...755...61S,2012A&A...538A.120L,2016A&A...594A..13P,2013ApJ...763...88C"
"SN2006ky","2006/10/17","2006/10/30","20.42","SDSS J11840.41-010127.2","21:18:40.320,21:18:40.32,21:18:40.40","-01:01:27.26,-01:01:27.444,-01:01:27.768,-01:01:27.4","0.184,0.183","Ia","40","","2014arXiv1401.3317S,2012ApJ...755...61S,2010ApJ...713.1026D,2012A&A...538A.120L,2016A&A...594A..13P"
"SDSS-II SN 15692","2006/10/17","2006/11/10","20.99","SDSS J13725.27+004157.7","01:37:25.344,01:37:25.32","+00:41:59.32,+00:41:59.035","0.168803","II","38","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2006mu","2006/10/17","2006/10/27","20.14","SDSS J22400.62+004917.5","22:24:00.68,22:24:00.72","+00:49:16.9,+00:49:16.86,+00:49:16.874,+00:49:16.64","0.1475","Ia","38","","2014arXiv1401.3317S,2012A&A...538A.120L,2006CBET..726....1B,2016A&A...594A..13P,2008AJ....135..348S"
"SDSS-II SN 15777","2006/10/17","2006/10/31","20.84","","21:44:45.269,21:44:45.36","-00:37:05.67,-00:37:05.916,-00:37:05.6748,-00:37:05.7072,-00:37:05.9016","0.296,0.301","Ia","32","","2014arXiv1401.3317S,2011ApJ...738..162S,2010ApJ...713.1026D,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2006oc","2006/10/17","2006/11/01","21.15","SDSS J30248.33-005236.7","23:02:48.35,23:02:48.24","-00:52:35.1,-00:52:35.112,-00:52:35.1192,-00:52:35.5548","0.253","Ia","32","","2014arXiv1401.3317S,2012A&A...538A.120L,2006CBET..745....2G,2016A&A...594A..13P,2011ApJ...740...92G"
"SN2006la","2006/10/17","2006/10/27","20.43","SDSS J24248.34-005406.3","22:42:48.240,22:42:48.24,22:42:48.34","-00:54:06.33,-00:54:06.3,-00:54:06.624,-00:54:06.3036,-00:54:06.6348","0.127,0.146,0.167","Ia","30","","2014arXiv1401.3317S,2012ApJ...755...61S,2010ApJ...713.1026D,2016A&A...594A..13P,2012A&A...538A.120L"
"SDSS-II SN 15675","2006/10/17","2006/10/30","21.02","SDSS J25241.58+002149.6","22:52:41.693,22:52:41.76","+00:21:51.24,+00:21:50.9,+00:21:51.239,+00:21:51.134,+00:21:50.911","0.2345","Ia","28","","2014arXiv1401.3317S,2012ApJ...755...61S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D"
"SN2006mz","2006/10/17","2006/10/28","21.17","SDSS J11034.90-000721.6","21:10:34.80,21:10:34.8,21:10:34.81","-00:07:21.9,-00:07:23.592,-00:07:23.844,-00:07:23.826,-00:07:23.5","0.246,0.183,0.263","Ia","28","","2014arXiv1401.3317S,2012ApJ...755...61S,2010ApJ...713.1026D,2012A&A...538A.120L,2016A&A...594A..13P"
"SDSS-II SN 15784","2006/10/17","2006/10/30","21.29","SDSS J34641.68-003657.0","23:46:41.693,23:46:41.76","-00:36:55.19,-00:36:55.44,-00:36:55.188,-00:36:55.2672","0.2771","Ia","26","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2010ApJ...713.1026D"
"SN2006mh","2006/10/17","2006/10/24","21.8","SDSS J11513.33+002357.8","01:15:13.394,01:15:13.392,01:15:13.39,01:15:13.398","+00:23:57.33,+00:23:57.3,+00:23:57.034,+00:23:57.312","0.4339,0.4359","Ia?","26","1","2016ApJS..224....3N,2014arXiv1401.3317S,2006CBET..717....1P,2012A&A...538A.120L,2016A&A...594A..13P"
"SDSS-II SN 15755","2006/10/17","2006/10/29","21.06","SDSS J35336.73+001338.9","23:53:36.778,23:53:36.72","+00:13:34.86,+00:13:34.806,+00:13:34.622","0.281113","Ia","23","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
"SDSS-II SN 15526","2006/10/17","2006/10/21","21.58","","03:36:10.632","+01:13:43.32,+01:13:43.14,+01:13:43.032","0.182","Ia","22","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15782","2006/10/17","2006/10/27","20.73","SDSS J33042.29-002540.7","23:30:42.291,23:30:42.24","-00:25:40.70,-00:25:40.944,-00:25:40.7028,-00:25:40.6776,-00:25:40.9584","0.307469","Ia","20","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D,2013ApJ...763...88C"
"SDSS-II SN 16094","2006/10/17","2006/11/13","21.28","SDSS J03654.36+010635.3","00:36:54.3888,00:36:54.362","+01:06:35.928,+01:06:35.784","","Ia","20","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SN2006ns","2006/10/17","2006/10/29","20.24","SDSS J13332.24+004705.1","21:33:32.22,21:33:32.2,21:33:32.16","+00:47:05.4,+00:47:05,+00:47:05.28,+00:47:05.424,+00:47:05.4204,+00:47:04.9704","0.11998,0.119964","II","18","1","2014arXiv1401.3317S,2010ApJ...708..661D,2008ApJ...673..999P,2011A&A...526A..28O,2012A&A...538A.120L"
"SDSS-II SN 15900","2006/10/17","2006/11/09","22.07","SDSS J02028.32-003232.9","00:20:29.2752,00:20:29.263","-00:32:12.1668,-00:32:12.4944","","II","16","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SN2006nf","2006/10/17","2006/10/28","21.88","SDSS J00130.17+001631.7","00:01:30.18,00:01:29.96,00:01:29.943","+00:16:31.7,+00:16:33.49,+00:16:33.506,+00:16:33.175,+00:16:33.5","0.694,0.717","Ia","15","","2014arXiv1401.3317S,2013ApJ...763...88C,2012A&A...538A.120L,2016A&A...594A..13P,2006CBET..740....1B"
"SDSS-II SN 15745","2006/10/17","2006/10/28","21.96","SDSS J24849.89-000626.6","02:48:49.913,02:48:49.896,02:48:49.92","-00:06:27.17,-00:06:27.468,-00:06:27.1692,-00:06:27.1188,-00:06:27.45","0.414,0.395","Ia","13","","2014arXiv1401.3317S,2011ApJ...738..162S,2010ApJ...713.1026D,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15761","2006/10/17","2006/10/26","21.58","SDSS J12110.45+002027.7","01:21:10.46,01:21:10.464,01:21:10.416","+00:20:27.7,+00:20:28.41,+00:20:27.964","0.355011","Ia","13","","2014arXiv1401.3317S,2013ApJ...763...88C,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15725","2006/10/17","2006/10/21","22.23","","23:12:44.886,23:12:44.88","-00:10:40.04,-00:10:40.044,-00:10:40.0008,-00:10:40.2924","0.855,0.893","Ia","12","","2014arXiv1401.3317S,2013ApJ...763...88C,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15719","2006/10/17","2006/10/29","21.11","SDSS J23035.52+010612.3","02:30:35.525,02:30:35.496,02:30:35.52","+01:06:12.06,+01:06:11.88,+01:06:12.204","0.268672","Ia","11","","2014arXiv1401.3317S,2012ApJ...755...61S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D"
"SDSS-II SN 15477","2006/10/17","2006/10/28","21.94","SDSS J05742.23+001430.8","20:57:42.24","+00:14:31.265,+00:14:31.038","","II","8","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 15655","2006/10/17","2006/10/21","22.15","","22:04:42.48","+00:47:08.736,+00:47:08.7468,+00:47:08.4156","0.148,0.137","Ia","8","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15740","2006/10/17","2006/10/25","22.22","SDSS J11307.63-000317.5","01:13:07.656,01:13:07.632","-00:03:16.5924,-00:03:16.8048","0.317825","II","7","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15226","2006/10/17","2006/10/16","22.26","SDSS J21439.20+004147.1","02:14:39.187,02:14:39.192,02:14:39.168","+00:41:46.94,+00:41:46.943,+00:41:46.997,+00:41:46.61","0.288597","Ia","3","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
"SN2006ld","2006/10/19","2006/11/01","15.13","UGC 348","00:35:27.81","+02:55:50.7","0.0139","Ib","173","7","2014ApJS..213...19B,2019MNRAS.482.1545S,2009MNRAS.397..677T,2012A&A...538A.120L,2014AJ....147...99M"
"SN2006mk","2006/10/19","2006/10/31","21.82","A023016-0840","02:30:16.913,02:30:16.91,02:30:16.911","-08:40:47.30,-08:40:47.3,-08:40:47.345","0.4742,0.4754","Ia","15","4","2016ApJS..224....3N,2006CBET..717....1P,2016A&A...594A..13P,2012A&A...538A.120L,2011ApJ...737..103S"
"SN2006mj","2006/10/19","2006/10/29","22.51","A020903-0328","02:09:03.038,02:09:03.04,02:09:03.042","-03:28:27.77,-03:28:27.8,-03:28:27.832","0.6511,0.6514","Ia","11","1","2016ApJS..224....3N,2006CBET..717....1P,2016A&A...594A..13P,2012A&A...538A.120L,2011ApJ...737..103S"
"SN2006ke","2006/10/19","2006/10/18","18.3","UGC 3365","05:52:37.38","+66:49:00.5","0.017182","Ia","10","4","2012MNRAS.425.1789S,2012AJ....143..126B,2008AJ....135.1598M,2012A&A...538A.120L,2009ApJ...700..331H"
"SN2006mi","2006/10/19","2006/10/19","22.88","A020555-0400","02:05:55.040,02:05:55.04","-04:00:53.24,-04:00:53.2,-04:00:53.216","0.6221,0.6231","Ia","8","1","2016ApJS..224....3N,2006CBET..717....1P,2016A&A...594A..13P,2012A&A...538A.120L,2011ApJ...737..103S"
"SN2006qu","2006/10/19","2006/10/18","18.9","A213701-1740","21:37:01.47","-17:40:09.9","0.09,0.09","Ia","1","","2006CBET..768....2G,2012A&A...538A.120L,2016A&A...594A..13P,2006CBET..768....1P,2011ApJ...737..103S"
"SN2006qv","2006/10/19","2006/10/18","18.8","A014832+1812","01:48:32.35","+18:12:19.6","0.06,0.06","Ia","1","","2006CBET..768....2G,2012A&A...538A.120L,2016A&A...594A..13P,2006CBET..768....1P,2011ApJ...737..103S"
"SN2006oz","2006/10/20","2006/11/28","19.8","A220853+0053","22:08:53.56,22:08:53.52","+00:53:50.4,+00:53:50.46,+00:53:50.222","0.376","SLSN","60","1","2012A&A...541A.129L,2014arXiv1401.3317S,2012A&A...538A.120L,2006CBET..762....8G,2016A&A...594A..13P"
"SDSS-II SN 15942","2006/10/20","2006/11/18","20.97","","22:38:41.917,22:38:42","-00:37:42.56,-00:37:42.564,-00:37:42.5208,-00:37:42.7908","0.234,0.211,0.431,0.443","Ia","55","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
"SDSS-II SN 15879","2006/10/20","2006/11/20","19.89","","03:04:48.912,03:04:48.888","+00:01:50.8,+00:01:50.47","","II","45","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SN2006mv","2006/10/20","2006/11/02","19.75","SDSS J23055.45+005646.4","02:30:55.464,02:30:55.416,02:30:55.46","+00:56:46.62,+00:56:46.7,+00:56:46.36,+00:56:46.676,+00:56:46.338","0.175,0.159","Ia","38","","2014arXiv1401.3317S,2012ApJ...755...61S,2010ApJ...713.1026D,2012A&A...538A.120L,2008AJ....135..348S"
"SN2006nt","2006/10/20","2006/10/30","21.19","SDSS J25358.62+005916.2","02:53:58.61,02:53:58.92,02:53:58.896,02:53:58.91","+00:59:16.2,+00:59:13.06,+00:59:12.88,+00:59:13.074,+00:59:12.869,+00:59:13.1","0.282,0.323,0.326","Ia","35","","2014arXiv1401.3317S,2012A&A...538A.120L,2013ApJ...763...88C,2010ApJ...713.1026D,2016A&A...594A..13P"
"SN2006lb","2006/10/20","2006/11/02","20.17","SDSS J31928.18-001904.8","03:19:28.176,03:19:28.2,03:19:28.19","-00:19:04.77,-00:19:04.8,-00:19:04.908,-00:19:05.268,-00:19:05.2536,-00:19:04.9","0.182,0.161,0.203,0.204","Ia","32","","2014arXiv1401.3317S,2010ApJ...713.1026D,2016A&A...594A..13P,2012A&A...538A.120L,2008ApJ...673..999P"
"SDSS-II SN 15850","2006/10/20","2006/11/01","20.4","SDSS J00240.76-010956.9","00:02:40.210,00:02:40.2,00:02:40.21,00:02:40.213,00:02:40.202","-01:09:54.45,-01:09:54.792,-01:09:54.432,-01:09:54.54","0.2502","Ia","30","","2014arXiv1401.3317S,2012ApJ...755...61S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D"
"SDSS-II SN 15829","2006/10/20","2006/11/02","21.55","SDSS J13220.55-004544.1","21:32:20.539,21:32:20.64","-00:45:43.97,-00:45:44.316,-00:45:43.974,-00:45:43.9344,-00:45:44.3052","0.248862","Ia","29","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D,2013ApJ...763...88C"
"SDSS-II SN 15807","2006/10/20","2006/10/30","21.14","SDSS J15820.64-004631.4","01:58:20.688","-00:46:29.856,-00:46:29.9208","0.209262","II","27","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15935","2006/10/20","2006/10/29","21.37","SDSS J14351.15+002623.8","21:43:51.12","+00:26:23.89,+00:26:23.917,+00:26:23.633","0.193,0.176","Ia","24","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15958","2006/10/20","2006/11/10","20.62","SDSS J10358.71-011047.4","01:03:58.752","-01:10:47.028,-01:10:47.316","0.40021","II","24","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16138","2006/10/20","2006/11/17","21.01","","03:23:49.608,03:23:49.56","-00:45:52.8048,-00:45:52.9992","","Ia","22","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 16478","2006/10/20","2006/11/04","21.22","SDSS J11620.79+003403.1","01:16:20.688,01:16:20.664","+00:34:05.52,+00:34:05.4912,+00:34:05.1888","0.363696","Ia","19","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15855","2006/10/20","2006/11/08","20.22","SDSS J05549.01-004114.4","00:55:49.008,00:55:48.984","-00:41:14.5248,-00:41:14.7372","","II","16","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 16991","2006/10/20","2006/11/29","21.86","SDSS J12239.45+001007.2","01:22:39.456,01:22:39.432","+00:10:07.2552,+00:10:06.9096","","II","16","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 15973","2006/10/20","2006/10/29","20.33","SDSS J14621.76+005321.3","01:46:21.744,01:46:21.72","+00:53:22.999,+00:53:22.697","0.168878","Ia","13","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15535","2006/10/20","2006/10/26","21.19","SDSS J00716.26-001813.4","00:07:16.217,00:07:16.212,00:07:16.2","-00:18:14.11,-00:18:14.112,-00:18:14.0364,-00:18:14.4072","0.200792","Ia","12","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
"SDSS-II SN 16129","2006/10/20","2006/10/27","22.13","SDSS J31359.51+001246.7","03:13:59.52,03:13:59.496","+00:12:46.73,+00:12:46.735,+00:12:46.282","0.358","Ia","12","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15816","2006/10/20","2006/11/01","21.42","SDSS J11749.09+000556.2","01:17:49.09,01:17:49.104","+00:05:55.5,+00:05:56.01,+00:05:55.55","0.326","Ia","11","","2014arXiv1401.3317S,2010ApJ...713.1026D,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15553","2006/10/20","2006/10/29","20.14","SDSS J12428.82+005639.1","21:24:28.839,21:24:28.8","+00:56:39.30,+00:56:39.05,+00:56:39.3,+00:56:39.34,+00:56:39.041","0.335192","Ia","10","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D,2013ApJ...763...88C"
"SDSS-II SN 15812","2006/10/20","2006/10/25","21.85","SDSS J11726.39-001832.8","01:17:26.389,01:17:26.376,01:17:26.4","-00:18:32.23,-00:18:32.472,-00:18:32.2308,-00:18:32.184,-00:18:32.4756","0.343436","Ia","10","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D,2011ApJ...737..103S"
"SDSS-II SN 15386","2006/10/20","2006/10/25","21.38","SDSS J05020.36-011356.8","20:50:20.360,20:50:20.4","-01:13:56.83,-01:13:57.252,-01:13:56.82,-01:13:57.216","0.2871","Ia","4","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D,2011ApJ...737..103S"
"SDSS-II SN 15533","2006/10/20","2006/10/28","21.74","SDSS J33527.09-002223.9","23:35:27.111,23:35:27.12","-00:22:24.11,-00:22:23.8692,-00:22:24.3912","0.344401","Ia","4","","2014arXiv1401.3317S,2003yCat.2246....0C,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
"SDSS-II SN 15817","2006/10/20","2006/10/22","21.93","SDSS J15815.50+000048.0","01:58:15.514,01:58:15.48,01:58:15.504","+00:00:48.06,+00:00:47.8,+00:00:48.1,+00:00:48.08","0.394,0.472,0.395","Ia","2","","2014arXiv1401.3317S,2011ApJ...738..162S,2010ApJ...713.1026D,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16009","2006/10/20","2006/10/21","21.87","SDSS J24847.41+000311.0","02:48:47.688,02:48:47.664","+00:03:14.63,+00:03:14.25","0.174647","II","2","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2006kf","2006/10/21","2006/10/29","16.36","UGC 2829","03:41:50.48,03:41:50.47","+08:09:25.0,+08:09:24.98","0.020799,0.021301","Ia","195","12","2010AJ....139..519C,2013ApJ...773...53F,2009ApJ...700..331H,2012MNRAS.425.1789S,2012A&A...538A.120L"
"SN2006lc","2006/10/21","2006/11/01","16.28","SDSS J24424.36-000943.4","22:44:24.48,22:44:24.45","-00:09:53.5,-00:09:53.532,-00:09:53.514,-00:09:54.1404,-00:09:53.9","0.016104","Ib","159","8","2014arXiv1401.3317S,2017arXiv170707616S,2014ApJS..213...19B,2014AJ....147...99M,2019MNRAS.482.1545S"
"SN2006mw","2006/10/21","2006/11/06","19.85","SDSS J32508.61-000225.4","03:25:08.47,03:25:08.472,03:25:08.448","-00:02:26.1,-00:02:26.088,-00:02:26.0988,-00:02:26.3076","0.1184","Ia?","37","","2014arXiv1401.3317S,2012A&A...538A.120L,2006CBET..726....1B,2016A&A...594A..13P,2008AJ....135..348S"
"SN2006nu","2006/10/21","2006/11/01","19.97","A224319+0015","22:43:19.00,22:43:18.96","+00:15:46.5,+00:15:46.48,+00:15:46.04,+00:15:46.472,+00:15:46.037","0.197,0.198","Ia","37","","2014arXiv1401.3317S,2012A&A...538A.120L,2010ApJ...713.1026D,2006CBET..743....1B,2016A&A...594A..13P"
"SN2006ng","2006/10/21","2006/11/01","21.59","A002207-0005","00:22:07.27,00:22:07.2672,00:22:07.2504","-00:05:44.3,-00:05:44.304,-00:05:44.2896,-00:05:44.5956","0.385","Ia","32","","2014arXiv1401.3317S,2012A&A...538A.120L,2006CBET..740....1B,2016A&A...594A..13P,2008AJ....135..348S"
"SN2006ni","2006/10/21","2006/11/03","20.47","SDSS J05452.51-001144.9","20:54:52.515,20:54:52.32,20:54:52.41","-00:11:44.88,-00:11:41.352,-00:11:41.568,-00:11:41.3628,-00:11:41.5644,-00:11:41.4","0.175,0.151,0.154,0.173,0.174","Ia","30","","2014arXiv1401.3317S,2016A&A...594A..13P,2012ApJ...755...61S,2012A&A...538A.120L,2010ApJ...713.1026D"
"SDSS-II SN 16582","2006/10/21","2006/11/15","21.15","","21:48:57.84","-00:26:01.9932,-00:26:01.9104,-00:26:02.3208","0.279,0.247","Ia","26","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15884","2006/10/21","2006/11/02","21.07","SDSS J02721.37-000109.2","20:27:21.6","-00:01:08.562,-00:01:08.6376,-00:01:08.868","0.132,0.123","Ia","25","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2006na","2006/10/21","2006/10/25","21.66","SDSS J21119.27-005953.1","02:11:19.27,02:11:19.056,02:11:19.07","-00:59:53.2,-00:59:53.736,-00:59:53.808,-00:59:53.7288,-00:59:53.8008,-00:59:53.7","0.305,0.284,0.359,0.364","Ia","23","","2014arXiv1401.3317S,2012A&A...538A.120L,2010ApJ...713.1026D,2016A&A...594A..13P,2013ApJ...763...88C"
"SN2006nh","2006/10/21","2006/11/04","21.67","SDSS J24050.90+003935.3","02:40:50.93,02:40:50.568,02:40:50.57","+00:39:35.4,+00:39:31.5,+00:39:31.3,+00:39:31.504,+00:39:31.331,+00:39:31.6","0.365,0.334,0.562","Ia","22","","2014arXiv1401.3317S,2012A&A...538A.120L,2010ApJ...713.1026D,2016A&A...594A..13P,2013ApJ...763...88C"
"SDSS-II SN 16015","2006/10/21","2006/11/17","22.19","","00:14:52.6776,00:14:52.6752","-00:25:34.0464,-00:25:34.3092","","Ia","19","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 16236","2006/10/21","2006/11/08","21.06","SDSS J21856.50-003042.4","22:18:56.4","-00:30:42.3,-00:30:42.2136,-00:30:42.5232","0.405999","Ia","16","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16202","2006/10/21","2006/11/21","21.06","SDSS J12710.83-000450.3","21:27:11.04","-00:04:49.35,-00:04:49.7568","","Ia","14","","2014arXiv1401.3317S,2011ApJ...737..103S"
"SDSS-II SN 15486","2006/10/21","2006/10/30","20.41","SDSS J25957.53+011423.7","22:59:57.487,22:59:57.6","+01:14:24.82,+01:14:24.828,+01:14:24.576","0.116007","Ia","13","","2014arXiv1401.3317S,2014AJ....147...75O,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15765","2006/10/21","2006/11/02","21.48","SDSS J21123.51+001446.4","02:11:23.318,02:11:23.304,02:11:23.328","+00:14:45.93,+00:14:45.64,+00:14:45.935,+00:14:46.007,+00:14:45.643","0.3048","Ia","13","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2010ApJ...713.1026D,2013ApJ...763...88C"
"SN2006ml","2006/10/21","2006/11/12","22.52","A010843-0031","01:08:43.980,01:08:43.98,01:08:43.977","-00:31:36.62,-00:31:36.6,-00:31:36.593","0.637,0.6359","Ia","13","1","2016ApJS..224....3N,2012A&A...538A.120L,2006CBET..717....1P,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15903","2006/10/21","2006/11/02","21.61","SDSS J31537.45-003609.7","03:15:37.447,03:15:37.464,03:15:37.44","-00:36:09.16,-00:36:09.612,-00:36:09.162,-00:36:09.252,-00:36:09.594","0.283,0.338,0.294","Ia","12","","2014arXiv1401.3317S,2011ApJ...738..162S,2010ApJ...713.1026D,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16408","2006/10/21","2006/11/05","21.37","SDSS J05522.71+003843.7","20:55:22.56","+00:38:45.316,+00:38:45.031","0.2667","Ia","12","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SN2006mm","2006/10/21","2006/10/31","22.49","A010848+0017","01:08:48.661,01:08:48.66,01:08:48.662","+00:17:22.36,+00:17:22.4,+00:17:22.315","0.6859,0.6875","Ia","11","1","2016ApJS..224....3N,2006CBET..717....1P,2016A&A...594A..13P,2012A&A...538A.120L,2011ApJ...737..103S"
"SDSS-II SN 15467","2006/10/21","2006/10/31","20.63","SDSS J12004.82-001038.4","21:20:04.800,21:20:04.8","-00:10:38.48,-00:10:39.108,-00:10:38.7876","0.21043","Ia","10","","2014arXiv1401.3317S,2012ApJ...755...61S,2016A&A...594A..13P,2010ApJ...722..566L,2010ApJ...713.1026D"
"SDSS-II SN 16053","2006/10/21","2006/11/01","21.59","SDSS J21105.44+010408.3","22:11:05.52","+01:04:08.58,+01:04:08.544","0.229895","II","10","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15772","2006/10/21","2006/10/28","20.56","SDSS J10250.01-005229.0","01:02:49.872,01:02:49.848","-00:52:28.1712,-00:52:28.5024","0.240884","II","9","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 16169","2006/10/21","2006/10/29","22.02","SDSS J15449.96-000300.3","01:54:49.944,01:54:49.92","-00:02:58.56,-00:02:58.9164","0.35913","Ib/c","8","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15640","2006/10/21","2006/10/31","20.69","","21:27:13.2","+00:40:19.643,+00:40:19.362","0.1664","II","7","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15779","2006/10/21","2006/10/26","21.94","SDSS J30234.71-002745.5","23:02:34.8","-00:27:45.18,-00:27:45.1224,-00:27:45.5904","0.262538","Ia","5","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15471","2006/10/21","2006/10/27","22.06","SDSS J23227.96-000355.1","22:32:27.84","-00:03:55.8504,-00:03:56.2644","0.153213","II","3","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15503","2006/10/21","2006/10/20","20.34","SDSS J24137.25+001541.3","02:41:37.205,02:41:37.2,02:41:37.176","+00:15:40.50,+00:15:40.5,+00:15:40.486,+00:15:40.262","0.409642","Ia","3","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2013ApJ...763...88C,2011ApJ...737..103S"
"SDSS-II SN 15699","2006/10/21","2006/10/23","21.63","SDSS J20450.58+004531.1","02:04:50.736,02:04:50.712","+00:45:32.245,+00:45:31.921","0.141973","II","3","","2014arXiv1401.3317S,2016A&A...594A..13P,2011ApJ...737..103S"
"SDSS-II SN 15727","2006/10/21","2006/10/18","20.67","SDSS J32536.10-000052.3","23:25:36.002,23:25:36","-00:00:51.01,-00:00:51.012,-00:00:50.9508,-00:00:51.3324","0.105414","II","3","","2014arXiv1401.3317S,2011ApJ...738..162S,2016A&A...594A..13P,2011ApJ...737..103S"
